edad,horas_ejercicio_semanal,calorias_diarias,horas_sueno,pasos_diarios
39.18,2.67,2323.99,6.54,2379.34
50.27,2.87,2726.58,5.47,6590.84
39.37,1.22,2658.39,6.47,3796.04
36.27,1.75,2398.36,5.4,2424.15
53.97,2.64,2467.99,5.78,2966.71
38.31,0.23,2445.36,4.15,6783.31
45.88,2.33,2469.58,6.24,9266.49
45.33,1.33,2541.74,5.61,6093.35
31.51,2.1,2552.02,6.67,6507.31
43.72,1.22,2482.86,6.23,8838.95
47.15,2.56,2463.53,6.67,2293.31
46.7,1.27,2558.82,5.35,7248.42
49.34,0.0,2630.18,6.62,5972.18
43.14,2.74,2543.07,7.26,7358.54
48.42,0.0,2808.56,6.46,4839.64
41.69,2.5,2691.46,6.47,4036.95
38.23,0.89,2313.65,6.1,6337.22
38.77,2.41,2694.27,5.69,9958.06
37.98,2.36,2709.0,6.46,8066.18
49.85,1.52,2521.75,5.1,4781.54
37.73,1.61,2330.86,5.75,2781.67
46.32,1.51,2601.45,4.94,1963.04
43.72,0.0,2598.61,5.58,9158.64
44.51,1.14,2398.1,6.39,3707.8
51.55,0.0,2338.78,6.3,5218.77
42.9,1.21,2584.24,6.03,9170.91
47.94,0.0,2558.05,6.1,2126.64
45.18,0.0,2524.89,4.87,9581.43
44.27,2.93,2584.99,5.78,5391.26
56.04,2.28,2401.5,5.59,3243.4
38.08,1.0,2521.73,5.6,5406.36
51.19,1.22,2696.0,6.36,4265.77
48.15,0.7,2537.01,5.48,7057.97
42.7,1.68,2299.04,5.64,4444.48
52.82,0.19,2514.92,4.75,1412.06
36.13,2.19,2407.37,5.82,5470.65
42.5,0.7,2648.08,5.35,2744.29
39.2,0.5,2657.39,6.05,6490.37
46.98,1.03,2301.42,5.43,3150.89
39.66,0.29,2736.62,6.06,4828.77
47.08,1.39,2399.81,5.91,6438.21
44.11,0.36,2880.65,7.0,5490.1
42.7,1.56,2591.22,6.3,6601.03
46.87,2.46,2375.65,4.9,7632.69
43.71,0.14,2394.44,5.24,3220.96
39.77,0.84,2662.66,6.03,5845.45
58.45,1.55,2529.57,5.44,0.0
42.66,0.48,2582.6,4.22,6593.6
34.36,1.56,2890.3,6.81,5278.05
40.96,1.67,2474.14,6.43,3639.72
38.92,2.3,2610.79,6.31,6757.73
48.97,0.27,2855.57,5.64,8814.47
46.54,0.0,2648.69,6.26,4857.56
46.91,0.63,2310.81,5.58,3732.45
43.22,0.0,2690.97,6.12,6396.06
43.66,1.68,2390.66,5.45,2794.54
43.22,0.0,2853.23,6.91,4415.08
44.61,3.8,2451.88,5.06,8933.77
49.01,2.56,3134.51,6.74,6149.23
46.61,1.02,2864.13,6.02,1489.28
47.4,2.04,2456.61,5.71,1687.22
47.4,0.0,2603.6,6.1,6389.01
49.25,4.03,2735.66,6.44,8069.74
46.38,0.29,2741.06,6.82,2117.71
46.72,0.86,2679.62,6.19,7079.31
50.71,0.0,2825.39,5.47,9192.82
41.81,1.58,2577.87,6.03,10530.86
40.89,0.0,2533.99,7.09,6794.93
39.31,1.12,2537.56,6.81,7216.33
45.88,0.35,2754.51,6.55,880.36
36.1,0.0,2665.73,6.48,11039.41
47.22,0.03,2652.43,6.42,4618.82
44.48,1.27,2743.14,6.7,3759.67
50.45,0.0,2230.81,5.73,5387.51
41.77,0.1,2655.81,5.19,9628.02
44.02,1.8,2639.34,6.04,11299.31
50.39,4.12,2900.39,5.51,6300.98
51.64,1.57,2324.85,5.37,8395.4
41.74,0.0,2880.29,5.57,6103.69
45.87,0.56,2613.57,7.49,3509.29
46.41,1.04,2688.02,6.08,9544.18
46.79,0.58,2901.67,6.22,4506.89
43.74,2.08,2700.94,5.27,9685.27
51.15,1.26,2672.07,4.89,9116.5
35.93,2.09,2643.61,5.51,7473.69
42.98,0.62,2512.97,6.86,10389.54
47.15,2.59,2594.87,6.2,11357.63
47.19,0.8,2471.21,6.36,5579.42
51.49,0.0,2591.98,6.44,4058.89
50.75,3.61,2179.53,5.65,1525.75
43.63,0.0,2677.23,6.83,11387.24
51.24,0.11,2578.09,5.62,4944.76
41.57,0.25,2539.48,6.84,8724.09
49.47,4.01,2639.56,6.27,4220.99
53.69,3.17,2341.96,4.93,9691.84
50.83,2.79,2947.27,5.55,4319.72
45.51,0.6,2581.5,4.93,3139.87
43.41,3.91,2573.75,6.7,5499.58
37.66,1.44,2426.23,5.99,4723.74
46.49,2.17,2604.31,4.66,7431.12
39.65,1.22,2849.65,6.23,5876.65
41.19,0.94,2786.46,5.68,7506.49
39.28,0.7,2753.8,5.11,5301.55
42.79,0.75,2698.35,7.01,4403.74
44.87,1.73,2535.46,6.06,4599.45
46.31,1.44,2338.97,5.82,10907.85
42.12,0.96,2563.81,5.76,6540.41
50.13,2.81,2557.54,5.09,1238.97
44.0,0.0,2788.78,5.22,4751.5
41.22,1.61,2655.69,6.77,6232.48
46.09,1.86,2890.22,5.72,10428.96
54.43,2.38,2815.55,6.01,8468.88
46.61,0.92,2517.83,4.77,3787.88
43.26,1.25,2276.88,5.21,11804.05
37.67,2.18,2849.4,6.37,5925.22
43.95,2.79,2844.69,6.23,8991.19
46.13,0.64,2354.08,7.05,3227.98
43.14,1.32,2871.66,6.81,244.41
37.01,3.01,2668.78,5.86,2619.76
40.92,0.0,2628.92,6.28,0.0
51.98,0.17,2890.66,5.81,11069.01
51.88,2.76,2842.04,7.23,6514.88
40.74,2.31,2717.24,6.69,3780.85
48.23,1.63,2685.18,6.1,7086.3
39.34,0.46,2710.95,6.12,6454.4
51.74,0.0,2527.99,6.87,7490.24
46.18,0.29,2590.08,6.35,8902.88
49.56,2.86,2437.58,6.94,5304.19
36.77,0.25,2540.05,4.68,3888.39
48.25,1.12,2534.01,6.28,7986.66
44.96,0.1,2485.65,5.69,7925.6
49.09,2.01,2624.61,7.05,6241.77
49.39,0.35,2541.68,6.93,11226.13
45.32,0.88,2690.4,6.02,4949.23
42.12,0.0,2307.98,6.92,3840.34
48.74,0.0,2579.6,7.07,7003.42
44.71,1.01,2623.68,6.04,4380.15
40.81,0.0,2544.09,7.48,7189.24
40.58,3.53,2568.97,5.98,4000.78
37.91,0.0,2314.66,5.87,5039.42
42.55,0.04,2664.17,6.52,10538.02
50.29,1.02,2716.57,5.79,5026.59
45.85,0.56,2688.84,6.05,4082.76
42.46,0.0,2786.97,6.85,8809.63
48.86,0.0,2636.28,6.01,3477.5
41.0,0.0,2686.16,4.98,4336.94
45.46,0.66,2628.1,6.22,7383.75
44.14,3.34,2723.76,5.58,8252.19
48.74,1.09,2316.1,6.52,8929.14
37.43,2.42,2439.16,6.42,4206.67
40.92,1.61,2885.64,6.88,7430.42
37.14,2.34,2157.12,6.54,4881.34
43.75,0.0,2574.77,6.65,4546.43
50.81,0.63,2811.01,5.6,8887.71
42.57,2.57,2583.21,6.48,4681.07
42.55,0.31,2527.1,7.18,6667.69
49.18,3.11,2623.3,5.59,6373.39
50.13,2.78,2536.44,7.08,3430.19
44.57,0.44,2605.55,5.67,8318.62
48.29,0.4,2476.99,5.49,7344.67
39.83,0.0,2799.56,6.18,1232.9
51.61,0.24,2856.19,6.43,6665.81
55.31,0.0,2575.99,6.55,4144.86
47.5,1.51,2350.43,5.42,8632.98
35.0,0.0,2505.71,6.26,2531.04
42.32,1.72,2566.88,5.59,5144.46
47.94,1.75,2691.0,5.11,6868.86
42.98,0.0,2418.56,5.44,6130.42
51.11,2.86,2461.55,5.55,7831.1
47.82,1.62,2691.92,6.31,2355.79
41.61,1.9,2769.0,6.69,9964.59
45.15,0.09,2488.11,5.12,7260.35
40.71,1.75,2360.02,6.21,9263.32
44.12,2.35,3191.14,5.29,8098.18
42.34,0.88,2740.99,6.38,5972.14
50.64,3.4,2551.94,5.63,2917.92
55.16,1.05,2756.43,5.37,4647.47
38.13,2.37,2577.6,6.48,9814.95
35.77,1.35,2756.09,5.65,9325.05
43.82,1.7,2628.69,5.81,4512.96
37.71,0.0,2616.43,4.67,0.0
45.22,1.45,2579.56,6.57,5489.54
48.59,0.12,2339.47,6.49,5309.51
52.17,0.0,2948.86,6.0,5400.55
45.97,3.09,2430.52,5.08,7268.49
44.07,0.74,2355.2,6.73,8102.91
35.5,0.0,2561.69,5.6,8376.72
45.13,0.57,2426.94,5.73,7069.7
45.34,0.0,2590.69,7.39,1678.15
48.07,2.72,2723.8,5.58,5181.12
41.6,0.17,2779.15,6.45,11529.82
42.91,1.64,2746.65,6.34,6898.12
37.91,2.63,2544.99,6.23,6882.77
34.0,0.4,2608.93,6.17,6862.77
39.68,1.64,2673.42,6.23,6996.91
37.46,0.0,2283.6,6.16,280.53
46.62,3.93,2702.71,5.97,5425.14
42.51,2.12,2337.69,6.91,5909.06
42.42,0.77,2967.26,5.21,9075.59
40.27,0.07,2527.19,6.61,6114.41
29.48,0.86,2566.72,6.49,2048.37
52.24,0.59,2461.45,6.42,7032.21
40.2,3.34,2486.61,6.67,4070.82
43.02,0.0,3009.34,5.94,3079.71
38.02,1.16,2769.27,4.88,3998.02
49.67,0.98,2321.14,5.96,7302.01
45.69,0.86,2870.76,5.41,9021.03
41.03,0.87,2814.78,5.56,7159.03
43.12,0.86,2549.38,5.25,7516.86
53.06,2.05,2655.21,5.71,7135.31
44.65,1.73,2597.31,5.64,6243.19
44.13,1.5,2955.06,4.57,7672.63
40.48,0.0,2456.67,6.42,194.94
35.91,1.36,2626.28,7.33,6266.61
44.23,0.0,2522.93,6.36,3492.18
46.56,1.78,2342.05,5.88,8790.97
50.28,2.77,2994.49,5.97,5646.83
34.21,0.0,2387.32,5.75,6074.28
39.6,0.69,2639.62,6.05,2387.83
42.21,0.28,2286.67,5.98,8440.39
44.98,2.48,2528.17,5.5,7505.59
44.3,1.11,2675.95,7.01,7336.67
44.42,3.07,2451.55,5.11,4048.75
46.96,1.5,2705.62,6.43,4143.26
40.66,1.29,2551.57,5.94,6536.64
49.48,1.08,2808.81,7.14,4333.2
47.08,1.98,2845.12,6.2,7043.74
43.46,0.0,2494.39,5.78,813.81
52.68,1.1,2613.81,5.85,4829.89
52.47,0.92,2633.02,6.02,10312.21
49.48,1.87,2711.48,5.31,7054.77
30.51,0.77,2602.59,5.54,6400.3
52.58,0.0,2634.24,4.93,10764.54
48.81,1.01,2556.19,5.45,393.71
54.63,0.0,2620.74,6.06,4043.25
50.94,0.0,2833.63,6.18,5037.18
52.58,1.87,2716.29,4.81,8060.04
49.22,1.69,2726.23,5.92,8101.58
51.47,1.56,2730.15,6.34,3921.58
54.57,2.56,2572.31,5.9,8395.09
46.04,0.2,2657.39,5.62,5032.04
37.45,0.0,2404.67,5.75,8907.94
43.52,0.92,2828.39,5.68,3521.66
46.87,0.58,2099.07,5.62,5704.05
45.36,0.0,2584.31,6.1,4823.6
39.02,0.9,2805.36,7.38,8534.47
37.17,0.27,2354.5,5.55,4745.33
41.44,0.0,2671.96,5.81,5898.12
48.88,0.47,2477.46,5.97,7216.35
52.59,0.0,2533.62,5.59,7308.62
49.4,1.28,2770.27,6.66,8128.69
50.08,0.21,2635.65,4.58,6506.7
44.61,2.33,2233.82,5.68,4996.2
36.64,2.92,2424.24,6.49,5160.72
42.81,1.82,2775.56,5.82,6061.61
43.76,0.0,2680.81,5.51,6599.02
42.61,2.81,2914.66,6.26,5646.79
45.26,2.89,2902.88,6.54,6046.09
47.12,1.02,2538.4,6.13,2358.59
49.09,2.59,3050.58,5.52,7601.65
43.67,0.34,2604.41,6.27,6434.67
35.86,0.0,2426.72,5.76,8404.49
42.68,0.09,2485.94,6.45,6000.39
45.21,3.08,2193.79,6.89,1827.85
50.87,0.0,2889.26,4.44,5139.73
42.27,1.0,2887.06,6.07,5520.17
47.46,1.04,2417.21,4.96,7782.97
46.39,0.38,2558.98,7.47,1031.34
45.21,0.47,2617.21,5.72,6098.83
49.47,1.09,2427.14,6.45,7232.82
41.83,0.33,2284.08,5.98,4412.43
42.24,0.0,2562.14,5.52,6179.11
44.94,1.26,2542.21,5.45,4495.11
41.93,2.29,2530.09,6.95,4249.02
47.44,2.04,2640.09,6.57,5019.79
41.58,0.03,2857.31,7.17,4294.34
46.09,0.0,2545.44,6.03,7640.68
44.52,0.66,2630.68,6.17,4236.12
46.03,2.88,2730.84,5.84,3833.02
42.79,1.77,2699.75,5.83,10243.03
43.37,1.84,2489.4,5.37,8305.78
45.46,2.07,2617.35,6.05,1532.37
45.97,1.5,2698.56,5.53,4164.56
44.98,1.14,2396.9,6.27,6581.91
53.19,1.79,2827.44,6.1,6777.01
40.24,0.34,2857.69,6.17,2422.82
44.69,0.0,2469.9,7.01,8780.56
37.45,1.87,2634.86,5.98,7980.54
46.79,2.49,2715.61,6.45,7156.56
39.65,0.0,2501.79,7.23,9256.15
43.66,1.99,2686.69,6.78,7085.5
43.21,3.02,2629.39,6.69,7076.59
46.35,1.0,2335.77,5.82,9738.43
42.35,0.02,2682.65,6.14,8642.93
42.14,1.15,2401.97,5.21,3980.38
51.89,0.34,2769.06,6.3,7519.67
46.37,0.26,2479.18,6.16,4405.76
42.31,1.52,2570.97,6.01,7209.97
43.8,0.0,2847.01,6.62,7143.87
52.9,0.0,2689.35,5.28,2679.68
43.87,1.02,2405.69,6.98,5707.57
41.69,0.97,2417.32,6.54,6636.62
41.71,1.41,2492.13,5.96,4952.9
42.36,3.25,2671.04,5.91,6755.3
42.15,1.13,2664.49,6.29,7934.15
38.86,1.72,2448.24,6.91,5926.58
39.6,0.0,2389.9,6.06,6539.04
41.02,1.92,2650.69,6.09,9320.22
47.84,0.37,2567.27,6.01,7135.67
43.17,1.09,2988.3,7.07,6481.98
44.01,0.87,2606.59,5.78,3700.61
51.1,2.24,2926.57,5.98,7610.46
51.22,0.0,2389.33,6.88,6792.36
43.65,0.0,2316.82,6.09,9080.97
41.97,0.74,2398.38,6.68,6112.51
40.85,1.56,2814.04,5.45,1640.96
48.33,1.18,2916.1,5.88,1919.71
44.02,2.48,2459.21,6.89,7765.63
43.14,1.52,2517.1,5.59,4631.54
41.09,0.32,2389.58,5.91,7048.24
41.31,0.0,2273.9,6.15,6274.16
46.54,0.72,2729.31,5.41,5599.58
38.69,2.23,2640.14,5.75,5768.73
49.78,0.53,2601.89,6.07,3923.07
42.44,1.03,2347.99,6.03,5962.13
44.28,1.51,2895.19,6.77,4597.22
38.58,0.0,2509.4,6.92,5106.58
44.94,1.75,2696.05,5.49,5223.24
43.42,2.96,2338.18,6.07,5455.94
44.76,0.79,2565.71,6.4,8213.22
52.06,0.0,2652.45,6.91,5688.5
45.85,0.92,2658.87,6.43,8456.89
41.19,0.0,2627.84,6.17,9690.85
41.59,1.4,2689.01,6.4,8051.87
47.86,1.54,2396.51,6.4,7282.72
51.23,3.01,2635.53,5.44,6784.4
46.35,0.77,2620.48,6.12,8076.86
48.31,1.49,2641.7,6.88,6214.47
47.93,0.0,2613.02,5.88,8362.97
51.81,0.57,2370.82,6.08,7473.85
35.64,0.0,2362.8,5.85,5136.38
48.2,0.77,2201.43,4.61,8150.04
49.72,0.63,2747.16,6.01,6219.55
38.57,1.36,2748.98,6.18,5745.28
40.75,0.25,2751.84,5.69,4857.12
40.92,1.1,2655.22,5.31,6398.45
41.5,0.6,2216.04,5.47,8391.51
42.69,0.6,2415.19,6.46,8133.46
46.16,1.1,2630.67,7.18,6848.15
49.16,1.05,2624.39,6.83,7439.14
50.19,1.91,2559.91,5.19,9052.07
40.98,0.86,2666.41,6.51,5640.08
40.95,0.58,2602.1,5.6,3322.99
51.32,0.78,2621.74,5.65,9122.71
48.1,0.14,2484.97,5.72,4728.53
45.4,0.57,2776.76,6.42,4343.19
47.27,3.44,2522.46,6.58,1689.13
44.86,0.0,2360.48,5.94,7371.08
47.52,0.67,2461.22,5.95,2108.51
43.39,0.54,2537.28,6.28,4199.38
46.29,0.7,2778.92,6.34,7411.77
37.75,0.6,2592.39,6.71,7732.61
41.7,1.34,2566.49,5.23,4435.91
41.75,0.0,2375.24,6.01,5678.03
43.2,2.24,2741.39,5.36,3905.77
40.55,1.76,2482.65,5.97,4683.85
42.44,0.0,2581.99,5.86,6638.92
37.73,0.0,2866.43,5.97,4796.05
47.63,0.0,2691.58,5.52,5413.88
44.6,0.71,2306.91,5.11,2484.7
36.82,4.1,2281.49,4.74,8719.09
40.99,1.65,2588.42,5.92,7224.16
46.62,0.0,2381.71,5.74,7902.97
42.39,0.17,2716.74,5.59,9097.02
41.65,0.94,2607.61,6.79,4019.49
44.64,1.3,2629.77,5.48,5139.85
46.65,0.0,2472.79,6.85,1452.4
38.11,0.84,2913.45,6.97,13537.01
47.64,0.14,3111.67,4.83,5641.0
41.16,0.0,2549.85,6.06,8492.95
44.91,1.31,2663.55,5.76,3028.41
44.83,1.93,2617.54,4.25,8391.33
42.47,2.01,2553.26,5.13,10458.22
40.09,1.69,2450.23,6.46,5855.33
43.63,0.4,2404.71,7.21,3573.88
52.8,1.86,2395.59,6.54,5666.89
38.46,1.37,2672.94,6.19,655.77
53.12,1.16,2506.46,5.99,5909.07
43.75,0.27,2135.91,7.01,7970.32
45.17,0.4,2680.07,7.29,5914.18
39.78,1.09,2593.11,5.65,5318.07
41.3,3.93,2842.4,4.8,7266.16
42.59,1.36,2667.16,4.74,7449.66
39.98,0.27,2333.84,6.79,2016.23
44.0,0.0,2198.66,5.97,6213.18
43.05,0.41,2470.49,6.11,11846.36
53.88,3.61,2487.48,4.93,2795.96
39.4,0.52,2769.77,5.55,5794.99
45.49,2.09,2598.4,5.82,10660.19
46.19,0.55,2804.06,6.12,8650.02
39.86,1.31,2361.53,5.76,4767.85
48.3,1.95,2773.75,5.38,6494.72
43.09,0.31,2729.78,5.53,5994.93
33.04,0.23,2236.72,6.72,4204.63
48.17,2.99,2838.07,6.15,5821.79
39.64,2.18,2616.82,6.37,5328.08
39.97,1.95,2670.57,5.46,6270.6
48.3,1.94,2444.32,4.23,4203.88
43.33,1.55,2829.54,5.69,2936.12
49.41,3.42,2386.55,5.48,5900.93
50.81,1.05,2749.78,6.21,10116.28
41.9,1.69,2747.71,7.97,6197.29
48.81,0.0,2424.65,6.42,5204.17
41.37,0.01,2957.01,7.64,7809.81
55.72,0.0,2641.68,6.34,5620.03
41.67,2.53,2717.7,5.62,10483.28
49.93,0.0,2325.12,6.21,5990.61
49.05,0.52,2981.19,7.07,7681.19
46.52,0.0,2379.58,7.1,4188.95
41.78,0.0,2784.48,5.65,7207.41
44.27,0.41,2420.94,6.15,6660.22
34.66,2.66,2488.58,5.14,5864.39
46.08,1.48,2741.98,6.49,4795.78
46.68,0.0,2784.96,6.93,4468.73
45.64,2.28,2371.17,6.02,6677.65
30.73,1.02,2796.28,5.6,7509.45
38.92,1.05,2788.1,6.22,5694.81
41.41,0.0,2431.17,6.25,6689.44
46.4,0.0,2887.76,6.05,5909.0
46.39,0.01,2337.77,6.11,6236.46
44.18,1.06,2487.54,5.9,5518.93
48.05,1.09,2686.22,6.6,6043.13
40.07,2.85,2446.36,6.44,12475.3
47.93,1.46,2647.49,5.41,6747.92
47.28,0.0,2643.39,5.39,7548.71
46.81,1.32,2566.33,5.85,7051.26
44.13,0.0,2749.83,6.44,5369.24
53.79,0.0,2558.9,6.09,9105.57
47.37,0.03,2641.68,5.61,5301.21
40.35,0.2,2806.36,6.16,8532.13
46.19,0.0,2742.32,5.8,5197.9
48.61,1.24,2741.48,6.53,3696.07
42.18,0.0,2393.15,6.2,6876.95
50.23,1.43,2694.46,5.81,3348.8
46.83,3.68,2441.87,6.14,7285.54
33.76,0.0,2369.35,6.79,3134.02
46.44,0.66,2587.09,5.66,5234.38
43.05,0.0,2437.23,6.24,2563.85
47.58,0.64,2742.31,5.96,12778.0
49.53,1.77,2746.62,6.26,2030.5
45.94,1.86,2257.53,5.61,6023.55
52.99,1.09,2450.91,6.07,8743.93
44.14,2.07,2337.24,6.66,8487.33
48.0,4.06,2516.73,5.44,8043.22
48.86,3.05,2681.93,5.2,5238.65
44.53,0.37,2556.39,5.23,9242.61
48.74,0.0,2493.84,5.3,8192.14
42.15,0.51,2834.03,6.36,6509.52
42.97,0.0,2185.13,5.16,6577.39
38.7,1.54,2822.64,5.82,5270.59
46.16,0.0,2502.03,6.37,3816.84
46.56,0.91,2585.94,6.25,8969.16
50.66,2.01,2505.07,5.77,9149.3
48.8,0.88,2877.72,6.11,3878.14
43.63,0.0,2378.42,6.06,5630.92
34.54,4.7,2159.22,7.13,10424.17
34.9,4.03,2221.86,6.69,9263.16
35.21,3.27,2363.17,7.28,9458.9
38.03,3.63,2194.63,6.76,9078.36
32.61,4.27,2093.67,7.3,13067.62
32.29,5.45,2005.64,6.89,12342.24
38.96,3.61,2261.57,6.31,10888.47
33.52,4.64,2229.67,6.61,12120.49
30.96,3.74,2122.49,6.83,11277.54
33.45,4.09,2323.12,7.55,10290.03
33.94,5.21,2149.39,7.36,7591.09
39.98,4.61,2183.84,7.65,9580.54
37.96,3.01,2198.0,7.66,9463.94
38.67,3.54,2157.89,6.79,8187.08
37.62,5.0,2228.3,6.92,7622.14
38.03,4.11,2338.18,6.84,10788.35
32.8,3.08,2062.9,6.73,10519.21
34.36,3.34,2258.62,6.26,8132.16
31.83,4.56,2220.66,6.99,8806.59
34.33,4.8,2218.45,6.49,11857.96
37.19,4.01,2304.62,6.99,8595.69
35.43,5.98,2205.92,7.85,10273.28
39.2,4.66,2257.63,6.8,9696.35
31.35,3.81,2285.9,7.08,10810.18
36.6,3.35,2139.48,7.36,8630.23
31.01,3.22,2235.9,7.11,10144.13
35.3,4.27,2169.91,7.12,10269.96
37.37,3.61,2184.08,6.86,10368.29
34.31,5.34,2161.35,6.91,10126.52
36.76,5.17,2256.53,6.62,10551.37
31.93,4.51,2209.8,7.34,13506.83
29.68,3.06,2247.35,6.3,14098.08
36.78,3.46,2197.9,7.39,8977.25
40.58,5.0,2007.51,6.44,6290.81
31.81,3.55,2203.76,7.39,10952.79
38.91,4.9,2207.62,6.86,10298.0
35.14,4.38,2229.11,6.51,11697.67
30.73,4.04,2128.75,7.23,10455.82
31.38,3.44,2056.54,7.37,10093.77
35.05,3.92,2274.95,6.82,11806.25
33.71,4.15,2167.17,7.29,12030.05
30.8,4.83,2220.55,6.09,7781.5
29.58,3.29,2166.22,6.47,8693.43
32.29,3.79,2199.27,7.52,9831.05
35.62,4.04,2146.09,6.91,10157.5
34.98,4.53,2083.83,6.26,9638.43
33.4,3.27,2256.85,6.72,10694.73
35.65,2.95,2127.63,6.63,11593.77
38.33,4.54,2219.67,6.93,12756.34
36.26,2.79,2249.26,6.85,10926.26
34.61,5.03,2129.58,7.07,8636.27
37.97,3.88,2055.53,6.97,9764.2
31.93,2.76,2491.13,7.54,9879.44
34.28,3.62,2136.67,7.17,10823.42
34.36,4.3,2274.81,7.18,10621.07
31.04,3.57,2432.74,7.47,13280.63
33.66,4.02,2294.79,6.84,9261.58
28.36,4.59,2163.95,6.5,10615.6
41.12,3.84,2191.95,7.48,13767.54
32.0,3.25,2100.09,7.05,9063.67
40.08,3.76,2305.8,7.06,10232.24
35.12,5.13,2267.95,6.75,8488.19
36.81,5.35,2138.27,6.75,10131.34
33.44,2.38,2074.94,7.34,8751.65
35.67,4.87,2041.45,7.39,11674.88
37.08,4.2,2318.38,7.31,10235.71
37.13,4.74,2214.44,7.32,8503.36
37.48,3.56,2225.8,7.23,11344.91
33.82,2.59,2101.25,7.05,10287.47
33.46,4.47,2024.38,6.93,11524.51
29.9,3.25,2315.51,7.48,8163.74
36.67,2.89,2205.04,6.85,10590.12
38.46,2.95,2308.87,7.15,11237.35
40.17,4.48,2153.69,6.68,9322.6
35.98,4.11,2171.58,6.74,7985.6
32.55,4.63,2285.6,6.91,9933.43
29.57,4.54,2287.88,6.68,11964.98
38.33,3.66,2295.71,7.32,11801.49
29.25,3.94,2164.58,6.46,9314.51
33.91,3.59,2273.75,7.04,7947.06
34.28,3.83,2333.09,7.05,9310.11
34.78,3.23,2187.43,6.28,9250.44
35.11,4.31,2138.38,6.82,10714.31
35.44,4.86,2361.13,7.1,9832.0
27.27,3.35,2121.47,7.17,8794.78
35.05,5.03,2275.54,6.92,11766.82
27.87,4.09,2192.99,7.27,10224.68
37.34,4.19,1979.01,6.96,10696.67
33.22,2.64,2335.43,7.01,7240.02
28.1,2.55,1869.06,7.1,6121.18
32.39,4.12,1961.9,7.37,7699.93
33.18,4.63,2263.28,6.73,9231.13
38.81,3.46,2263.25,6.81,10922.17
35.63,5.34,2123.49,6.73,6252.41
36.1,4.59,2217.74,6.87,12548.56
38.78,3.27,1896.23,7.57,10272.91
34.69,4.02,2284.84,7.23,12176.47
37.41,5.98,2229.97,6.55,8582.45
37.19,3.01,2194.52,6.76,10806.18
30.88,4.42,2202.5,7.15,10136.31
39.71,3.74,2259.19,6.64,11308.3
30.46,4.57,2196.53,6.71,9625.93
37.94,5.01,1975.11,7.54,10757.14
30.15,3.69,2463.56,6.75,11763.51
36.92,4.9,2344.1,7.38,8958.12
40.96,5.78,2045.81,7.5,10387.59
34.32,4.05,2158.58,6.71,6979.42
34.18,4.63,2171.68,6.64,11124.0
36.95,3.53,2329.46,6.89,13127.46
33.95,4.02,1940.89,6.56,8008.9
40.82,3.86,2140.12,7.05,9853.79
35.62,4.64,1988.72,6.92,11408.77
33.98,4.96,2165.79,7.14,10050.27
33.27,3.91,2143.3,7.56,10264.16
32.01,5.23,2209.56,7.33,9374.4
32.99,5.22,2127.42,7.2,9314.96
33.88,4.68,2109.88,6.21,9861.29
33.44,3.59,2274.36,7.18,10066.67
32.89,3.51,2254.56,7.69,8109.69
41.72,3.35,2266.17,5.8,9894.36
31.7,4.76,2178.77,7.28,12509.65
35.47,3.03,2131.39,6.94,9329.39
36.9,4.54,2185.74,6.66,8020.39
37.02,3.14,2260.14,7.32,9757.73
34.81,4.66,1938.79,7.68,8856.62
34.23,4.01,2247.29,7.31,7858.65
36.44,5.07,2237.1,6.85,10222.67
35.85,4.91,2207.46,6.62,8863.55
34.17,5.15,2182.08,7.06,9000.46
30.0,5.17,1892.07,7.35,10245.48
33.5,4.11,2147.22,6.85,7546.92
31.33,3.07,2414.73,6.88,7213.49
32.87,3.16,2201.55,8.13,11073.4
35.11,2.33,2163.13,7.43,6910.67
36.15,3.13,2202.03,7.46,8437.32
40.7,4.06,2242.57,6.42,7120.26
33.28,3.55,2279.06,6.72,9222.18
37.48,3.86,2172.53,7.03,10684.89
35.98,4.39,2250.99,6.6,10179.74
39.15,3.76,2401.2,7.64,13827.0
36.84,3.1,2320.75,7.56,11739.06
31.77,3.96,2480.84,6.79,8510.15
29.49,3.28,2121.19,7.71,8084.71
36.0,3.78,2401.14,7.0,14330.7
33.31,5.07,2105.12,8.04,11700.12
31.86,3.78,2242.43,7.06,10942.99
30.94,5.42,2287.9,7.23,10119.76
35.52,5.15,2138.71,7.56,10437.63
39.82,3.54,2210.56,7.51,7628.68
33.69,3.11,2309.26,7.2,10251.26
36.89,3.96,2114.77,6.94,10113.97
34.67,4.92,2400.33,7.21,8553.38
30.87,3.61,2033.85,6.67,9138.36
37.35,4.73,2432.76,7.06,12424.28
31.5,4.97,2320.16,6.56,9799.72
35.07,3.38,2189.23,6.29,13313.87
33.91,3.46,2151.68,7.02,7214.91
37.86,4.57,2139.16,7.5,9164.59
31.61,4.12,2183.7,7.37,7524.35
36.25,3.45,2194.18,6.97,8064.92
32.31,3.72,2350.63,7.7,8674.87
33.36,3.94,2436.24,6.77,10504.5
23.37,2.75,2223.93,6.23,10426.92
41.69,4.61,2098.52,6.13,8913.14
36.76,3.62,2134.51,6.53,6435.52
32.54,1.77,2178.03,7.33,12364.31
31.4,3.98,2076.39,6.75,9542.78
33.41,3.41,2058.53,7.18,8213.94
37.29,5.35,2451.66,7.66,10439.89
28.95,3.53,2236.31,6.56,10327.11
