ID,Superficie_m2,Habitaciones,Baños,Antiguedad,Ubicacion,Estacionamientos,TieneTerraza,PrecioVenta
506,112,1,1,63.0,Media,2.0,Sí,8791.0
507,142,4,3,72.0,Baja,,Sí,34091.0
508,64,5,1,55.0,Alta,3.0,Sí,58518.0
509,46,3,2,7.0,Media,1.0,Sí,44611.0
510,61,6,1,33.0,Media,3.0,Sí,49830.0
511,104,2,2,59.0,Media,1.0,No,2620.0
512,110,6,2,28.0,Baja,2.0,No,28422.0
513,47,6,3,72.0,Baja,0.0,Sí,43241.0
514,112,2,3,3.0,Media,2.0,Sí,58648.0
515,134,6,3,79.0,Baja,0.0,Sí,28703.0
516,86,2,3,78.0,Media,0.0,No,-5445.0
517,99,1,4,30.0,Media,0.0,Sí,329438.0
518,86,5,2,,Media,2.0,No,62644.0
519,179,6,2,40.0,Media,2.0,Sí,45264.0
520,167,6,3,2.0,Media,0.0,Sí,62806.0
521,111,5,4,63.0,Media,2.0,No,74882.0
522,177,2,3,7.0,Alta,3.0,Sí,92713.0
523,113,6,3,,Alta,,Sí,66322.0
524,134,2,4,52.0,Media,1.0,No,49312.0
525,125,1,2,56.0,Baja,0.0,Sí,9949.0
526,93,3,3,33.0,Baja,2.0,No,49935.0
527,113,3,2,5.0,Media,1.0,Sí,72288.0
528,122,5,1,33.0,Baja,0.0,Sí,52031.0
529,136,5,4,64.0,Media,1.0,Sí,68732.0
530,109,5,1,37.0,Alta,0.0,Sí,83912.0
531,120,6,3,24.0,Media,1.0,Sí,52511.0
532,106,4,4,27.0,Media,2.0,Sí,78303.0
533,112,5,3,59.0,Alta,0.0,No,69957.0
534,131,3,4,68.0,Alta,1.0,No,79203.0
535,108,2,1,52.0,Baja,1.0,Sí,28035.0
536,182,4,2,76.0,Alta,0.0,No,67305.0
537,116,2,4,64.0,Media,2.0,No,54922.0
538,91,4,3,,Baja,3.0,No,53925.0
539,135,2,2,33.0,Media,3.0,Sí,32363.0
540,109,5,3,29.0,Baja,,No,35392.0
541,49,2,4,54.0,Media,0.0,Sí,25060.0
542,232,2,3,3.0,Media,2.0,No,18467.0
543,106,4,4,,Alta,0.0,No,101027.0
544,37,6,1,37.0,Alta,3.0,Sí,109873.0
545,70,3,1,62.0,Baja,1.0,No,-10487.0
546,146,3,3,76.0,Baja,0.0,Sí,49027.0
547,113,5,3,3.0,Baja,0.0,Sí,86237.0
548,55,4,4,62.0,Baja,1.0,No,9860.0
549,134,2,1,10.0,Alta,2.0,Sí,88875.0
550,152,3,3,61.0,Alta,3.0,Sí,67470.0
551,170,6,3,2.0,Media,3.0,Sí,67050.0
552,125,4,2,46.0,Alta,3.0,Sí,63534.0
553,88,3,1,33.0,Alta,,No,62743.0
554,98,5,3,30.0,Alta,2.0,Sí,37049.0
555,101,5,1,57.0,Alta,0.0,Sí,49472.0
556,159,3,2,,Media,0.0,Sí,66331.0
557,110,6,1,70.0,Media,2.0,No,56581.0
558,103,2,2,32.0,Alta,1.0,Sí,75752.0
559,77,1,1,20.0,Media,2.0,No,14934.0
560,179,5,4,,Media,0.0,No,74972.0
561,113,3,1,9.0,Media,0.0,No,17270.0
562,121,5,1,,Media,3.0,Sí,32600.0
563,126,1,3,45.0,Media,0.0,Sí,46390.0
564,158,6,4,1.0,Media,0.0,No,105500.0
565,177,6,4,65.0,Media,2.0,No,38424.0
566,156,2,3,61.0,Baja,3.0,No,5276.0
567,69,4,3,76.0,Media,3.0,Sí,50285.0
568,52,2,4,74.0,Alta,0.0,Sí,69401.0
569,163,6,4,73.0,Media,1.0,No,60198.0
570,152,6,4,,Baja,0.0,Sí,39510.0
571,67,1,2,66.0,Alta,2.0,Sí,60163.0
572,111,4,2,36.0,Media,2.0,Sí,37595.0
573,76,2,2,30.0,Alta,3.0,Sí,73790.0
574,182,3,2,72.0,Alta,,No,65887.0
575,164,4,4,53.0,Alta,1.0,Sí,74887.0
576,133,2,2,58.0,Media,0.0,No,40085.0
577,119,2,3,11.0,Alta,0.0,Sí,87720.0
578,93,1,1,73.0,Media,0.0,No,9427.0
579,99,6,2,14.0,Alta,3.0,No,100639.0
580,44,4,4,13.0,Media,0.0,Sí,90651.0
581,115,4,3,11.0,Alta,1.0,Sí,79279.0
582,131,1,2,78.0,Media,2.0,Sí,-21216.0
583,151,5,3,46.0,Alta,3.0,No,76104.0
584,117,3,1,0.0,Alta,3.0,No,61944.0
585,120,2,2,45.0,Media,0.0,Sí,11147.0
586,188,2,2,60.0,Media,2.0,No,69771.0
587,90,5,4,13.0,Media,0.0,Sí,49223.0
588,40,6,4,6.0,Media,0.0,No,102667.0
589,87,1,3,20.0,Media,0.0,Sí,45550.0
590,94,5,2,23.0,Media,3.0,Sí,32344.0
591,75,6,4,49.0,Alta,0.0,No,68528.0
592,139,5,3,59.0,Alta,1.0,No,70598.0
593,136,2,1,46.0,Media,3.0,No,22541.0
594,137,1,4,25.0,Media,2.0,No,80215.0
595,106,3,3,53.0,Baja,3.0,No,16976.0
596,81,6,2,38.0,Alta,,No,52050.0
597,226,6,1,24.0,Baja,1.0,No,50938.0
598,123,4,1,57.0,Media,3.0,Sí,37364.0
599,183,4,4,1.0,Alta,1.0,Sí,89531.0
600,128,4,4,35.0,Alta,0.0,Sí,70554.0
601,151,5,4,43.0,Media,2.0,Sí,96756.0
602,162,4,2,5.0,Baja,2.0,No,44981.0
603,42,5,3,58.0,Baja,1.0,Sí,59434.0
604,97,5,3,28.0,Alta,2.0,Sí,96189.0
605,177,5,4,,Media,2.0,No,97678.0
606,148,3,2,7.0,Alta,0.0,Sí,78241.0
607,98,3,1,11.0,Alta,0.0,Sí,55615.0
608,86,1,3,34.0,Media,1.0,No,66030.0
609,86,3,3,,Media,2.0,Sí,49512.0
610,167,6,1,7.0,Alta,2.0,Sí,81064.0
611,176,4,3,,Baja,2.0,Sí,74106.0
612,175,3,4,30.0,Baja,3.0,No,39804.0
613,146,2,4,51.0,Media,2.0,Sí,25644.0
614,96,3,2,52.0,Media,2.0,No,-1621.0
615,104,4,3,61.0,Media,2.0,Sí,19270.0
616,69,3,4,48.0,Alta,3.0,Sí,62862.0
617,131,6,4,70.0,Media,2.0,Sí,79079.0
618,106,1,1,25.0,Media,2.0,No,35400.0
619,98,3,1,48.0,Media,2.0,No,8529.0
620,97,5,1,14.0,Baja,3.0,No,9582.0
621,119,6,2,70.0,Media,3.0,Sí,63895.0
622,104,2,3,4.0,Baja,3.0,No,17434.0
623,159,6,2,21.0,Alta,3.0,Sí,89795.0
624,181,5,4,48.0,Media,1.0,No,46595.0
625,158,5,3,5.0,Baja,3.0,Sí,60045.0
626,122,2,4,4.0,Media,,No,53335.0
627,184,5,1,18.0,Media,3.0,No,74683.0
628,131,3,1,,Alta,2.0,Sí,99737.0
629,105,1,1,55.0,Media,2.0,No,22834.0
630,124,5,2,26.0,Media,0.0,No,59588.0
631,114,6,3,37.0,Baja,,No,58464.0
632,151,4,4,66.0,Alta,0.0,Sí,79854.0
633,36,3,2,52.0,Baja,3.0,Sí,55517.0
634,153,3,2,20.0,Alta,1.0,Sí,94944.0
635,88,4,3,38.0,Alta,0.0,No,78728.0
636,180,3,2,7.0,Alta,2.0,Sí,34682.0
637,160,4,1,59.0,Media,3.0,No,33577.0
638,125,2,4,45.0,Media,0.0,Sí,32872.0
639,153,4,3,68.0,Media,0.0,Sí,40577.0
640,63,1,1,54.0,Baja,0.0,Sí,6495.0
641,106,6,2,61.0,Baja,1.0,Sí,28981.0
642,124,1,3,56.0,Media,0.0,No,25856.0
643,153,2,1,77.0,Media,0.0,No,32266.0
644,99,4,3,38.0,Alta,3.0,No,67679.0
645,175,3,1,79.0,Alta,2.0,No,79578.0
646,101,3,3,62.0,Baja,1.0,No,60659.0
647,113,4,4,50.0,Media,3.0,No,43137.0
648,128,2,3,68.0,Baja,2.0,No,40978.0
649,107,4,1,40.0,Media,3.0,No,18055.0
650,106,4,3,55.0,Alta,1.0,Sí,61542.0
651,127,5,2,30.0,Baja,1.0,No,40651.0
652,175,1,1,,Media,2.0,Sí,23012.0
653,105,5,3,42.0,Media,3.0,No,33616.0
654,114,4,1,77.0,Media,2.0,Sí,48607.0
655,157,6,4,38.0,Media,,No,80399.0
656,168,5,1,23.0,Alta,0.0,No,87942.0
657,114,4,2,10.0,Baja,3.0,Sí,13083.0
658,128,3,3,47.0,Media,0.0,No,18815.0
659,147,2,4,31.0,Media,1.0,No,86805.0
660,239,5,1,64.0,Baja,0.0,No,48143.0
661,76,1,3,29.0,Baja,0.0,Sí,41158.0
662,47,3,2,18.0,Media,0.0,No,36490.0
663,125,3,3,28.0,Alta,1.0,Sí,85479.0
664,26,6,2,,Alta,1.0,Sí,222654.0
665,174,3,1,68.0,Alta,2.0,No,40912.0
666,106,2,4,32.0,Media,0.0,No,22949.0
667,97,2,1,0.0,Media,0.0,No,2895.0
668,165,5,2,45.0,Baja,1.0,No,45497.0
669,116,1,2,58.0,Media,1.0,No,28722.0
670,120,1,1,2.0,Media,2.0,No,16068.0
671,88,2,4,22.0,Baja,1.0,No,15052.0
672,215,5,4,60.0,Media,3.0,Sí,27709.0
673,126,4,3,53.0,Alta,3.0,Sí,60636.0
674,85,6,2,55.0,Baja,1.0,Sí,22423.0
675,78,4,1,46.0,Media,3.0,Sí,29306.0
676,86,5,1,0.0,Media,0.0,Sí,98496.0
677,66,6,2,5.0,Media,2.0,No,73410.0
678,107,3,2,8.0,Alta,3.0,Sí,109104.0
679,102,2,2,61.0,Baja,3.0,Sí,-6908.0
680,76,6,2,72.0,Baja,0.0,Sí,18904.0
681,149,5,2,61.0,Baja,2.0,Sí,52203.0
682,115,3,1,70.0,Media,2.0,Sí,2672.0
683,69,2,4,40.0,Baja,0.0,Sí,51617.0
684,110,2,4,64.0,Baja,3.0,Sí,41329.0
685,9,4,1,52.0,Alta,2.0,Sí,75443.0
686,145,5,2,39.0,Alta,2.0,Sí,63606.0
687,159,5,2,34.0,Media,0.0,Sí,26856.0
688,83,3,4,14.0,Baja,3.0,Sí,45810.0
689,80,4,3,66.0,Media,2.0,Sí,20739.0
690,100,5,1,,Media,3.0,No,17376.0
691,217,6,1,71.0,Baja,1.0,Sí,32338.0
692,155,2,3,7.0,Media,0.0,No,80958.0
693,133,1,1,60.0,Media,2.0,No,-4385.0
694,137,4,2,40.0,Baja,1.0,Sí,58218.0
695,159,5,2,56.0,Media,3.0,No,54258.0
696,156,3,2,75.0,Alta,2.0,Sí,48901.0
697,117,6,2,34.0,Media,0.0,No,67139.0
698,127,3,3,78.0,Media,2.0,No,46022.0
699,223,6,3,79.0,Media,1.0,Sí,36639.0
700,82,2,2,69.0,Media,2.0,No,35999.0
701,75,1,2,24.0,Media,0.0,No,42805.0
702,142,4,2,35.0,Baja,3.0,Sí,33439.0
703,108,4,2,60.0,Media,3.0,Sí,37954.0
704,50,3,3,44.0,Alta,0.0,Sí,66597.0
705,52,6,3,27.0,Alta,1.0,Sí,86832.0
706,72,2,4,9.0,Alta,3.0,Sí,73333.0
707,133,5,2,57.0,Alta,1.0,Sí,60236.0
708,157,3,1,27.0,Media,1.0,Sí,33028.0
709,149,4,1,,Media,1.0,No,48300.0
710,118,5,3,2.0,Media,1.0,No,72753.0
711,121,5,1,74.0,Media,0.0,Sí,58696.0
712,129,2,3,18.0,Baja,0.0,Sí,42752.0
713,147,1,4,79.0,Alta,1.0,No,19675.0
714,151,1,1,60.0,Media,1.0,No,35847.0
715,55,1,3,41.0,Alta,2.0,Sí,83011.0
716,109,1,3,71.0,Baja,2.0,No,17910.0
717,98,5,2,39.0,Baja,3.0,Sí,39708.0
718,122,1,1,17.0,Alta,0.0,No,34420.0
719,186,4,3,69.0,Media,1.0,Sí,71785.0
720,94,5,2,1.0,Media,0.0,Sí,49755.0
721,94,3,3,8.0,Baja,3.0,No,21164.0
722,171,1,1,,Media,1.0,Sí,27099.0
723,93,6,3,53.0,Media,2.0,Sí,85182.0
724,222,6,2,38.0,Media,0.0,No,48107.0
725,183,4,3,73.0,Media,2.0,Sí,34560.0
726,118,1,4,2.0,Media,1.0,No,53578.0
727,145,3,3,53.0,Alta,2.0,Sí,82391.0
728,142,5,1,5.0,Media,3.0,Sí,67409.0
729,47,6,2,66.0,Baja,0.0,Sí,23657.0
730,186,3,1,72.0,Media,,Sí,-3695.0
731,86,2,3,67.0,Media,1.0,Sí,56260.0
732,101,2,3,61.0,Media,0.0,Sí,47507.0
733,144,3,1,78.0,Alta,2.0,No,56761.0
734,125,2,1,3.0,Alta,3.0,No,34639.0
735,69,5,4,5.0,Baja,0.0,No,68874.0
736,92,4,3,46.0,Alta,3.0,No,67488.0
737,180,1,4,64.0,Alta,3.0,No,88553.0
738,170,1,3,55.0,Alta,3.0,Sí,60079.0
739,85,1,1,77.0,Baja,,Sí,34200.0
740,164,2,1,72.0,Baja,1.0,Sí,-7156.0
741,103,3,2,39.0,Media,1.0,Sí,57349.0
742,60,4,3,50.0,Media,2.0,Sí,62814.0
743,182,3,2,8.0,Baja,2.0,Sí,45814.0
744,74,3,3,48.0,Baja,1.0,Sí,81690.0
745,177,5,2,63.0,Media,0.0,No,25556.0
746,79,1,4,32.0,Media,,Sí,24227.0
747,67,5,1,11.0,Alta,2.0,No,53820.0
748,85,3,2,,Media,2.0,Sí,41867.0
749,82,1,2,14.0,Alta,1.0,No,59461.0
750,147,1,2,29.0,Media,3.0,No,29064.0
751,131,3,1,72.0,Media,0.0,Sí,53967.0
752,134,4,1,40.0,Media,3.0,No,11973.0
753,96,5,2,26.0,Media,3.0,Sí,70182.0
754,177,1,4,72.0,Baja,1.0,Sí,46686.0
755,139,5,2,59.0,Baja,1.0,No,26156.0
756,113,6,1,9.0,Baja,2.0,Sí,51000.0
757,140,3,4,59.0,Media,3.0,Sí,29246.0
758,80,1,1,35.0,Media,2.0,No,56550.0
759,131,4,4,10.0,Media,2.0,Sí,55941.0
760,117,2,2,22.0,Media,0.0,Sí,61312.0
761,104,6,4,,Media,0.0,No,73973.0
762,78,6,3,79.0,Alta,2.0,No,56616.0
763,173,4,1,45.0,Alta,0.0,No,78086.0
764,184,2,1,53.0,Baja,2.0,Sí,22170.0
765,114,6,2,3.0,Media,1.0,No,76240.0
766,104,3,4,47.0,Media,1.0,Sí,87066.0
767,120,2,1,40.0,Media,3.0,No,41774.0
768,142,4,3,45.0,Baja,3.0,Sí,991.0
769,153,6,4,75.0,Alta,2.0,No,25296.0
770,118,3,4,35.0,Alta,0.0,No,79021.0
771,160,3,4,75.0,Media,1.0,Sí,37605.0
772,164,4,3,67.0,Baja,,No,66283.0
773,92,6,1,21.0,Baja,1.0,No,79926.0
774,130,3,3,39.0,Alta,1.0,No,85153.0
775,163,6,1,64.0,Media,,Sí,65552.0
776,120,2,3,9.0,Alta,1.0,No,124178.0
777,126,2,4,52.0,Media,,Sí,25085.0
778,138,5,4,25.0,Media,3.0,No,60562.0
779,108,2,1,51.0,Baja,2.0,No,-16978.0
780,115,2,4,5.0,Alta,3.0,No,67372.0
781,161,2,1,62.0,Media,1.0,Sí,70925.0
782,87,6,4,70.0,Baja,0.0,No,-23482.0
783,178,2,1,22.0,Alta,0.0,Sí,46843.0
784,98,1,3,14.0,Baja,2.0,Sí,54243.0
785,121,3,4,28.0,Alta,2.0,Sí,92741.0
786,44,1,3,33.0,Media,,No,24648.0
787,211,4,4,5.0,Media,0.0,Sí,31863.0
788,182,3,4,48.0,Baja,,No,47759.0
789,196,4,1,2.0,Alta,,No,51223.0
790,117,6,3,1.0,Alta,0.0,No,72385.0
791,69,6,1,6.0,Alta,,Sí,93024.0
792,95,2,1,17.0,Alta,1.0,No,25625.0
793,67,1,1,55.0,Media,3.0,Sí,27950.0
794,139,4,2,28.0,Alta,3.0,Sí,79850.0
795,140,5,2,50.0,Alta,0.0,Sí,76343.0
796,121,4,1,5.0,Baja,3.0,No,22618.0
797,143,5,4,29.0,Media,1.0,No,77743.0
798,100,6,4,79.0,Media,0.0,Sí,95385.0
799,77,6,2,63.0,Media,0.0,Sí,85514.0
800,111,3,1,11.0,Alta,0.0,No,40729.0
801,121,1,4,67.0,Media,2.0,Sí,28148.0
802,132,2,4,11.0,Baja,2.0,Sí,42878.0
803,128,3,2,57.0,Baja,2.0,Sí,237558.0
804,73,5,1,1.0,Media,0.0,Sí,44576.0
805,146,5,3,7.0,Baja,1.0,No,47415.0
806,42,1,4,54.0,Baja,3.0,No,-11090.0
807,138,2,3,49.0,Baja,,Sí,29781.0
808,143,3,1,75.0,Alta,1.0,No,31493.0
809,180,3,4,75.0,Alta,3.0,Sí,29082.0
810,203,6,2,38.0,Alta,2.0,No,57108.0
811,86,6,3,21.0,Alta,1.0,Sí,65654.0
812,113,6,4,53.0,Media,2.0,No,48757.0
813,95,2,2,59.0,Media,3.0,Sí,49387.0
814,82,3,3,32.0,Media,0.0,Sí,66778.0
815,79,2,4,65.0,Baja,2.0,No,9719.0
816,148,6,4,71.0,Baja,2.0,Sí,28724.0
817,118,4,4,24.0,Media,3.0,No,61124.0
818,82,3,1,42.0,Media,,No,32954.0
819,149,4,2,52.0,Alta,2.0,No,72623.0
820,88,5,1,60.0,Media,2.0,Sí,42242.0
821,92,2,1,29.0,Media,1.0,Sí,26588.0
822,106,6,1,72.0,Media,1.0,Sí,30343.0
823,51,6,1,51.0,Baja,0.0,Sí,54880.0
824,126,2,4,25.0,Media,,No,99485.0
825,68,4,1,27.0,Baja,2.0,Sí,37068.0
826,117,5,3,5.0,Baja,0.0,No,85198.0
827,128,3,1,46.0,Media,2.0,Sí,40575.0
828,66,3,3,64.0,Baja,0.0,No,26447.0
829,167,3,4,74.0,Media,3.0,No,41580.0
830,170,4,2,31.0,Media,3.0,No,19175.0
831,71,6,1,57.0,Media,,Sí,31670.0
832,55,5,4,62.0,Baja,2.0,Sí,60860.0
833,126,5,1,38.0,Baja,2.0,Sí,6361.0
834,144,2,3,38.0,Alta,1.0,Sí,54345.0
835,85,5,4,13.0,Media,2.0,No,72885.0
836,47,1,4,23.0,Media,3.0,Sí,72410.0
837,193,1,4,50.0,Media,0.0,No,38246.0
838,178,3,2,41.0,Baja,0.0,No,18985.0
839,202,3,1,0.0,Alta,0.0,No,76568.0
840,173,2,4,66.0,Media,2.0,No,49277.0
841,185,4,2,27.0,Media,1.0,Sí,60378.0
842,178,1,2,54.0,Media,,Sí,57193.0
843,53,3,1,25.0,Baja,1.0,Sí,24058.0
844,168,2,2,27.0,Baja,3.0,No,27898.0
845,154,5,2,17.0,Media,2.0,Sí,60795.0
846,76,2,3,64.0,Baja,3.0,No,7961.0
847,90,2,4,49.0,Alta,3.0,Sí,66269.0
848,182,3,1,13.0,Baja,0.0,Sí,35098.0
849,139,4,3,21.0,Baja,,No,47099.0
850,120,6,4,59.0,Alta,1.0,No,75389.0
851,60,5,1,15.0,Media,3.0,Sí,42751.0
852,95,2,4,,Baja,,Sí,39801.0
853,163,5,2,,Media,0.0,No,50905.0
854,95,1,2,71.0,Baja,2.0,Sí,967.0
855,126,6,4,71.0,Media,2.0,No,41089.0
856,101,1,2,49.0,Media,2.0,No,50197.0
857,61,1,1,68.0,Media,1.0,No,20759.0
858,64,4,1,66.0,Media,1.0,Sí,50300.0
859,102,4,3,18.0,Media,0.0,No,66968.0
860,131,2,3,51.0,Alta,1.0,Sí,29131.0
861,189,5,4,47.0,Baja,2.0,No,53176.0
862,183,4,1,32.0,Media,1.0,No,16231.0
863,102,3,1,32.0,Media,0.0,Sí,42138.0
864,109,5,3,29.0,Media,,Sí,56052.0
865,156,1,4,0.0,Alta,1.0,Sí,117446.0
866,95,1,3,31.0,Baja,2.0,No,35395.0
867,120,2,1,46.0,Baja,0.0,Sí,25713.0
868,161,6,4,21.0,Media,2.0,Sí,42152.0
869,117,2,2,48.0,Alta,2.0,No,82581.0
870,151,5,1,25.0,Alta,0.0,Sí,67442.0
871,178,3,2,23.0,Media,,Sí,66186.0
872,139,4,1,42.0,Alta,3.0,Sí,75940.0
873,140,5,4,13.0,Alta,3.0,Sí,92914.0
874,119,4,2,70.0,Media,0.0,No,47122.0
875,10,2,3,61.0,Alta,1.0,Sí,73244.0
876,98,5,1,35.0,Baja,2.0,Sí,49260.0
877,165,5,4,31.0,Alta,0.0,Sí,71697.0
878,103,2,2,54.0,Media,2.0,Sí,33727.0
879,126,3,1,19.0,Baja,3.0,No,20316.0
880,137,2,2,47.0,Media,0.0,Sí,55992.0
881,139,6,4,40.0,Media,0.0,Sí,51054.0
882,142,1,4,51.0,Baja,2.0,Sí,17042.0
883,191,4,1,66.0,Media,1.0,Sí,30215.0
884,114,5,2,28.0,Media,0.0,No,33064.0
885,83,1,3,20.0,Media,2.0,No,39866.0
886,87,5,2,63.0,Alta,1.0,Sí,84081.0
887,109,5,2,54.0,Media,2.0,Sí,50827.0
888,121,4,3,41.0,Baja,3.0,Sí,48305.0
889,59,4,1,58.0,Media,1.0,Sí,36543.0
890,119,5,1,8.0,Media,0.0,Sí,6533.0
891,89,1,2,4.0,Alta,0.0,Sí,52797.0
892,164,6,4,24.0,Baja,2.0,No,55531.0
893,88,5,3,21.0,Media,0.0,No,84126.0
894,105,2,3,58.0,Media,0.0,No,18073.0
895,144,1,4,66.0,Baja,0.0,Sí,22484.0
896,62,6,4,9.0,Media,1.0,Sí,89887.0
897,100,5,1,23.0,Media,0.0,No,51865.0
898,123,1,3,63.0,Media,1.0,No,-2763.0
899,99,2,3,31.0,Baja,2.0,Sí,66023.0
900,93,5,4,56.0,Alta,3.0,Sí,114400.0
901,202,5,1,11.0,Baja,3.0,No,69763.0
902,42,3,2,24.0,Media,3.0,No,66402.0
903,93,5,4,9.0,Media,0.0,No,184479.0
904,132,1,1,75.0,Media,0.0,Sí,9019.0
905,156,4,4,50.0,Baja,2.0,Sí,42652.0
906,143,3,2,2.0,Alta,0.0,No,67762.0
907,120,6,3,70.0,Alta,3.0,Sí,80531.0
908,137,2,1,19.0,Alta,1.0,Sí,68688.0
909,81,4,1,29.0,Baja,1.0,Sí,43090.0
910,128,1,2,71.0,Alta,0.0,Sí,55607.0
911,117,2,2,64.0,Alta,0.0,No,58627.0
912,165,2,2,58.0,Media,1.0,Sí,19541.0
913,164,2,4,29.0,Media,3.0,Sí,53831.0
914,145,1,2,33.0,Media,0.0,Sí,62951.0
915,153,3,1,19.0,Baja,1.0,Sí,17767.0
916,143,3,4,20.0,Media,0.0,Sí,48645.0
917,57,3,1,7.0,Alta,3.0,No,63639.0
918,115,1,3,65.0,Media,3.0,No,31011.0
919,62,3,4,63.0,Baja,0.0,No,25373.0
920,114,2,4,37.0,Media,3.0,Sí,18896.0
921,93,3,2,49.0,Media,3.0,Sí,13196.0
922,201,2,1,16.0,Alta,3.0,No,86940.0
923,155,6,4,24.0,Media,3.0,Sí,61030.0
924,58,2,4,73.0,Alta,1.0,Sí,74049.0
925,134,5,4,73.0,Media,0.0,Sí,73261.0
926,78,4,4,46.0,Media,1.0,No,58005.0
927,85,4,1,40.0,Media,1.0,Sí,49996.0
928,132,6,4,,Media,,Sí,124084.0
929,195,6,1,69.0,Media,0.0,No,48323.0
930,143,6,1,40.0,Media,0.0,No,42192.0
931,97,4,2,19.0,Media,2.0,No,56455.0
932,111,5,1,53.0,Media,3.0,No,7602.0
933,137,3,3,55.0,Media,2.0,Sí,46746.0
934,166,5,4,64.0,Media,2.0,No,48939.0
935,100,3,3,11.0,Alta,,Sí,54495.0
936,181,1,1,53.0,Alta,1.0,Sí,57909.0
937,122,1,1,71.0,Media,2.0,Sí,40320.0
938,88,3,3,38.0,Media,3.0,Sí,27937.0
939,100,6,3,29.0,Alta,1.0,Sí,75261.0
940,162,1,3,60.0,Media,2.0,Sí,12519.0
941,97,6,1,12.0,Alta,3.0,Sí,67229.0
942,94,1,1,18.0,Media,1.0,No,57854.0
943,140,3,2,13.0,Alta,3.0,Sí,72531.0
944,139,1,4,52.0,Media,2.0,No,19496.0
945,173,1,2,61.0,Alta,,No,57620.0
946,129,6,2,75.0,Baja,3.0,No,64727.0
947,97,1,1,28.0,Alta,1.0,No,56843.0
948,73,5,3,41.0,Media,1.0,Sí,31899.0
949,70,3,2,58.0,Alta,2.0,Sí,18776.0
950,137,4,1,6.0,Alta,0.0,Sí,93153.0
951,105,1,4,38.0,Media,1.0,Sí,53745.0
952,121,5,1,8.0,Alta,0.0,Sí,77526.0
953,1,6,2,10.0,Baja,2.0,Sí,20310.0
954,65,1,4,6.0,Baja,2.0,Sí,37385.0
955,87,6,2,24.0,Alta,1.0,Sí,75282.0
956,106,3,2,2.0,Baja,1.0,Sí,67697.0
957,194,5,3,48.0,Baja,2.0,Sí,4990.0
958,103,4,2,6.0,Media,,Sí,48404.0
959,135,3,1,,Alta,2.0,No,24234.0
960,88,6,2,66.0,Baja,3.0,Sí,13815.0
961,140,5,3,56.0,Media,2.0,No,66704.0
962,153,6,1,8.0,Baja,2.0,Sí,60958.0
963,28,6,2,0.0,Media,2.0,Sí,80549.0
964,133,2,3,47.0,Alta,0.0,Sí,80595.0
965,27,6,2,58.0,Media,3.0,Sí,67801.0
966,89,3,2,58.0,Media,2.0,Sí,786.0
967,137,4,4,71.0,Alta,3.0,No,86408.0
968,112,4,3,41.0,Baja,1.0,No,20271.0
969,188,2,4,40.0,Media,1.0,No,3993.0
970,175,6,3,58.0,Media,2.0,Sí,72786.0
971,152,6,2,26.0,Alta,1.0,No,44654.0
972,99,4,4,64.0,Media,3.0,Sí,334582.0
973,168,3,4,57.0,Media,0.0,Sí,87939.0
974,148,2,4,,Media,1.0,No,34625.0
975,140,1,2,60.0,Baja,2.0,No,5860.0
976,94,6,4,30.0,Media,2.0,Sí,73404.0
977,56,3,4,56.0,Alta,2.0,Sí,30531.0
978,189,6,2,45.0,Baja,2.0,No,28574.0
979,197,2,4,3.0,Alta,3.0,No,73748.0
980,129,5,1,31.0,Media,1.0,Sí,41415.0
981,78,2,1,53.0,Alta,1.0,Sí,64405.0
982,130,6,3,,Alta,3.0,No,49910.0
983,151,4,2,51.0,Alta,3.0,No,47145.0
984,181,3,4,13.0,Media,,Sí,67414.0
985,126,5,4,61.0,Media,0.0,Sí,57783.0
986,165,3,4,60.0,Media,1.0,Sí,57258.0
987,156,1,4,31.0,Media,3.0,No,48756.0
988,141,4,2,3.0,Baja,0.0,Sí,41664.0
989,108,6,1,62.0,Alta,2.0,Sí,190923.0
990,101,3,4,59.0,Alta,1.0,No,90441.0
991,131,5,2,30.0,Media,2.0,Sí,61760.0
992,82,1,2,42.0,Media,3.0,No,58673.0
993,136,1,4,8.0,Alta,0.0,No,77157.0
994,111,6,2,78.0,Media,2.0,Sí,25604.0
995,112,6,1,65.0,Alta,1.0,No,54913.0
996,121,4,1,9.0,Media,0.0,Sí,19374.0
997,177,1,2,37.0,Media,1.0,Sí,125209.0
998,154,5,2,30.0,Media,3.0,No,36752.0
999,104,5,1,16.0,Baja,2.0,Sí,13157.0
1000,171,6,4,4.0,Media,0.0,Sí,75481.0
1001,100,5,3,20.0,Alta,1.0,Sí,60433.0
1002,115,3,4,63.0,Baja,3.0,Sí,28154.0
1003,180,5,4,52.0,Baja,0.0,Sí,50129.0
1004,123,2,1,13.0,Media,1.0,No,79856.0
1005,113,3,1,26.0,Alta,3.0,No,41268.0
1006,144,2,4,9.0,Media,1.0,Sí,44256.0
1007,123,2,3,31.0,Media,1.0,No,34147.0
1008,134,5,4,25.0,Media,0.0,Sí,74635.0
1009,189,1,3,18.0,Media,0.0,Sí,59144.0
1010,159,3,2,43.0,Baja,2.0,Sí,59432.0
1011,145,6,4,25.0,Alta,1.0,No,83679.0
1012,140,1,2,72.0,Media,2.0,Sí,17204.0
1013,167,6,4,10.0,Baja,1.0,Sí,87943.0
1014,148,1,1,7.0,Media,2.0,Sí,38395.0
