,rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affairs
350,3.0,42.0,23.0,3.0,1.0,14.0,3.0,4.0,0.5217391
351,1.0,32.0,16.5,3.0,3.0,12.0,4.0,2.0,0.7424242
352,2.0,37.0,16.5,5.5,2.0,12.0,2.0,5.0,2.545454
353,5.0,32.0,9.0,0.0,3.0,12.0,3.0,5.0,2.1777763
354,2.0,32.0,16.5,4.0,2.0,14.0,3.0,5.0,2.7151508
355,3.0,22.0,2.5,0.0,2.0,17.0,4.0,1.0,16.7999878
356,5.0,32.0,2.5,0.0,2.0,16.0,5.0,5.0,4.8999996
357,3.0,27.0,6.0,1.0,1.0,17.0,4.0,5.0,0.1666666
358,4.0,27.0,6.0,0.0,1.0,17.0,4.0,1.0,3.2666645
359,3.0,37.0,16.5,2.0,2.0,14.0,4.0,2.0,0.2121212
360,4.0,37.0,16.5,2.0,1.0,14.0,3.0,3.0,0.2121212
361,5.0,42.0,23.0,2.0,3.0,14.0,3.0,4.0,0.5217391
362,4.0,32.0,13.0,2.0,1.0,17.0,4.0,2.0,0.9230769
363,3.0,27.0,9.0,0.0,1.0,14.0,3.0,5.0,4.9777775
364,3.0,32.0,13.0,2.0,1.0,12.0,3.0,6.0,0.9423077
365,3.0,27.0,6.0,2.0,3.0,17.0,4.0,6.0,2.041666
366,2.0,37.0,16.5,3.0,2.0,12.0,2.0,4.0,0.7272727
367,2.0,22.0,6.0,2.0,1.0,14.0,3.0,4.0,0.1666666
368,3.0,17.5,2.5,1.0,3.0,12.0,4.0,2.0,4.8999996
369,3.0,27.0,6.0,3.0,2.0,14.0,2.0,2.0,0.1666666
370,3.0,22.0,2.5,0.0,1.0,12.0,2.0,5.0,1.3999996
371,4.0,42.0,23.0,3.0,2.0,14.0,3.0,5.0,1.826086
372,2.0,27.0,6.0,2.0,3.0,14.0,3.0,3.0,2.0
373,4.0,32.0,16.5,5.5,2.0,14.0,3.0,2.0,2.545454
374,4.0,27.0,2.5,0.0,3.0,12.0,3.0,5.0,0.4
375,4.0,27.0,6.0,2.0,3.0,12.0,3.0,2.0,2.0
376,4.0,27.0,2.5,0.0,3.0,16.0,4.0,5.0,4.7999992
377,5.0,27.0,6.0,0.0,1.0,16.0,4.0,5.0,4.666666
378,2.0,22.0,6.0,2.0,2.0,12.0,2.0,3.0,0.5833333
379,3.0,27.0,2.5,0.0,1.0,20.0,4.0,4.0,4.7999992
380,4.0,32.0,16.5,3.0,3.0,14.0,3.0,5.0,0.7272727
381,5.0,32.0,13.0,1.0,3.0,17.0,4.0,4.0,0.9423077
382,3.0,22.0,2.5,1.0,2.0,12.0,2.0,4.0,7.8399963
383,4.0,22.0,2.5,0.0,1.0,14.0,3.0,3.0,1.3999996
384,5.0,32.0,9.0,2.0,3.0,16.0,4.0,4.0,1.333333
385,5.0,32.0,2.5,0.0,3.0,14.0,5.0,4.0,0.4
386,5.0,27.0,9.0,2.0,1.0,14.0,2.0,4.0,1.333333
387,4.0,32.0,9.0,1.0,2.0,14.0,5.0,5.0,0.8888888
388,4.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,1.3999996
389,4.0,42.0,23.0,1.0,3.0,12.0,3.0,3.0,2.9217386
390,4.0,27.0,9.0,2.0,2.0,16.0,4.0,4.0,1.333333
391,4.0,32.0,16.5,3.0,2.0,17.0,4.0,2.0,0.4848484
392,4.0,27.0,6.0,2.0,2.0,16.0,4.0,5.0,7.4666672
393,4.0,37.0,16.5,2.0,2.0,14.0,4.0,5.0,0.7272727
394,5.0,27.0,6.0,1.0,3.0,16.0,4.0,4.0,4.666666
395,2.0,27.0,6.0,1.0,2.0,12.0,2.0,2.0,4.666666
396,4.0,22.0,2.5,1.0,1.0,12.0,2.0,2.0,3.1999998
397,3.0,37.0,13.0,1.0,2.0,12.0,3.0,2.0,0.9423077
398,4.0,42.0,23.0,2.0,2.0,14.0,3.0,5.0,0.1521739
399,5.0,22.0,2.5,0.0,1.0,14.0,3.0,2.0,0.4
400,3.0,42.0,23.0,2.0,1.0,17.0,4.0,6.0,4.173913
401,4.0,32.0,16.5,2.0,3.0,12.0,3.0,4.0,0.7272727
402,1.0,32.0,16.5,3.0,3.0,14.0,3.0,4.0,0.0606061
403,5.0,27.0,13.0,2.0,3.0,12.0,3.0,2.0,0.9230769
404,3.0,27.0,6.0,0.0,1.0,17.0,5.0,4.0,3.2666645
405,5.0,42.0,23.0,5.5,2.0,14.0,4.0,4.0,0.5326087
406,4.0,32.0,16.5,1.0,3.0,16.0,4.0,5.0,0.0606061
407,2.0,22.0,2.5,0.0,1.0,12.0,3.0,2.0,4.7999992
408,2.0,42.0,23.0,1.0,3.0,14.0,4.0,2.0,0.5326087
409,2.0,22.0,6.0,0.0,2.0,12.0,3.0,4.0,0.5833333
410,4.0,27.0,6.0,0.0,1.0,16.0,5.0,1.0,0.5833333
411,4.0,42.0,23.0,1.0,4.0,17.0,3.0,2.0,1.826086
412,5.0,42.0,23.0,2.0,1.0,12.0,3.0,2.0,0.3478261
413,4.0,27.0,6.0,2.0,2.0,16.0,4.0,2.0,2.0
414,3.0,22.0,2.5,0.0,1.0,12.0,3.0,2.0,1.3999996
415,3.0,27.0,13.0,3.0,2.0,14.0,5.0,5.0,3.4461536
416,4.0,32.0,13.0,2.0,2.0,14.0,4.0,5.0,2.1538458
417,4.0,27.0,9.0,3.0,3.0,14.0,4.0,3.0,0.3888888
418,3.0,32.0,9.0,1.0,2.0,14.0,3.0,4.0,0.3888888
419,3.0,27.0,9.0,2.0,1.0,14.0,4.0,2.0,1.333333
420,5.0,37.0,16.5,5.5,3.0,12.0,2.0,2.0,1.1878777
421,3.0,27.0,6.0,1.0,4.0,14.0,3.0,5.0,4.666666
422,2.0,27.0,9.0,1.0,1.0,14.0,5.0,3.0,4.666666
423,4.0,27.0,2.5,0.0,2.0,17.0,4.0,6.0,7.8399963
424,4.0,32.0,13.0,1.0,1.0,20.0,4.0,4.0,1.5076914
425,1.0,42.0,23.0,4.0,3.0,12.0,3.0,4.0,1.9478254
426,4.0,32.0,16.5,1.0,1.0,14.0,5.0,5.0,0.7424242
427,1.0,42.0,23.0,5.5,2.0,12.0,2.0,2.0,0.5217391
428,4.0,37.0,13.0,1.0,2.0,12.0,3.0,5.0,1.5076914
429,4.0,32.0,16.5,2.0,2.0,14.0,5.0,5.0,1.1878777
430,4.0,42.0,23.0,3.0,2.0,14.0,4.0,4.0,0.0434783
431,5.0,27.0,6.0,1.0,3.0,14.0,3.0,6.0,2.041666
432,3.0,37.0,16.5,4.0,3.0,12.0,3.0,2.0,0.7272727
433,3.0,37.0,23.0,3.0,3.0,9.0,4.0,2.0,0.1521739
434,4.0,37.0,16.5,2.0,2.0,12.0,3.0,4.0,2.545454
435,3.0,27.0,6.0,2.0,1.0,14.0,4.0,5.0,1.333333
436,4.0,37.0,13.0,0.0,3.0,12.0,3.0,2.0,1.5076914
437,2.0,27.0,2.5,1.0,3.0,16.0,4.0,4.0,4.8999996
438,4.0,42.0,23.0,5.5,3.0,12.0,5.0,5.0,0.5326087
439,3.0,32.0,16.5,3.0,2.0,12.0,2.0,2.0,0.7424242
440,4.0,37.0,16.5,3.0,2.0,12.0,5.0,2.0,0.2121212
441,3.0,42.0,13.0,0.0,3.0,12.0,4.0,4.0,0.9230769
442,4.0,37.0,13.0,4.0,3.0,14.0,4.0,2.0,0.6153846
443,2.0,32.0,16.5,4.0,2.0,14.0,5.0,4.0,1.1878777
444,3.0,27.0,13.0,2.0,1.0,14.0,4.0,4.0,2.1538458
445,5.0,22.0,2.5,0.0,2.0,14.0,4.0,5.0,0.4
446,4.0,22.0,2.5,1.0,2.0,14.0,4.0,5.0,0.4
447,3.0,32.0,2.5,0.0,1.0,16.0,4.0,5.0,17.9199982
448,5.0,27.0,6.0,2.0,3.0,14.0,3.0,5.0,3.2666645
449,5.0,32.0,16.5,3.0,4.0,12.0,2.0,3.0,0.0606061
450,2.0,42.0,23.0,2.0,3.0,16.0,4.0,5.0,0.5217391
451,5.0,22.0,6.0,2.0,3.0,14.0,2.0,4.0,0.5833333
452,5.0,42.0,23.0,2.0,1.0,14.0,4.0,5.0,0.0434783
453,4.0,22.0,6.0,0.0,2.0,14.0,3.0,3.0,0.5833333
454,3.0,32.0,16.5,4.0,3.0,14.0,3.0,4.0,0.7272727
455,3.0,32.0,16.5,2.0,2.0,14.0,3.0,5.0,0.7272727
456,4.0,42.0,16.5,1.0,3.0,17.0,4.0,5.0,0.7272727
457,1.0,37.0,16.5,3.0,2.0,12.0,3.0,5.0,0.2121212
458,3.0,32.0,13.0,1.0,3.0,20.0,4.0,4.0,0.0769231
459,3.0,27.0,2.5,0.0,3.0,14.0,5.0,5.0,1.3999996
460,5.0,22.0,2.5,2.0,1.0,14.0,5.0,4.0,16.7999878
461,3.0,42.0,23.0,5.5,3.0,12.0,3.0,2.0,0.5217391
462,4.0,27.0,9.0,2.0,3.0,12.0,2.0,2.0,0.3888888
463,3.0,32.0,16.5,2.0,3.0,12.0,2.0,4.0,1.1878777
464,4.0,32.0,16.5,3.0,2.0,14.0,3.0,4.0,2.545454
465,3.0,27.0,2.5,2.0,2.0,16.0,4.0,4.0,1.3999996
466,4.0,32.0,6.0,2.0,2.0,14.0,4.0,4.0,4.666666
467,1.0,42.0,23.0,2.0,1.0,12.0,2.0,3.0,1.9478254
468,4.0,22.0,2.5,0.0,2.0,16.0,5.0,1.0,3.1999998
469,3.0,22.0,6.0,0.0,2.0,12.0,3.0,4.0,2.0
470,2.0,42.0,23.0,5.5,3.0,17.0,4.0,4.0,2.9217386
471,3.0,27.0,13.0,2.0,2.0,12.0,2.0,4.0,3.2307692
472,4.0,27.0,9.0,2.0,3.0,12.0,2.0,2.0,0.3888888
473,5.0,32.0,16.5,3.0,3.0,17.0,4.0,4.0,2.545454
474,5.0,32.0,16.5,2.0,1.0,14.0,4.0,6.0,0.0606061
475,5.0,32.0,16.5,3.0,3.0,14.0,2.0,5.0,1.1878777
476,3.0,27.0,9.0,2.0,2.0,12.0,2.0,3.0,1.3611107
477,2.0,27.0,6.0,1.0,3.0,12.0,4.0,4.0,0.5833333
478,4.0,22.0,2.5,2.0,2.0,12.0,5.0,2.0,7.8399963
479,5.0,27.0,6.0,2.0,4.0,20.0,4.0,4.0,3.2666645
480,3.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,4.7999992
481,2.0,32.0,9.0,0.0,1.0,16.0,5.0,4.0,7.4666662
482,4.0,37.0,16.5,2.0,3.0,16.0,3.0,6.0,0.7272727
483,4.0,42.0,23.0,2.0,3.0,12.0,3.0,2.0,1.217391
484,5.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,7.8399963
485,5.0,32.0,9.0,1.0,2.0,14.0,2.0,4.0,1.333333
486,4.0,37.0,16.5,2.0,3.0,12.0,3.0,6.0,0.4848484
487,3.0,22.0,2.5,0.0,3.0,12.0,3.0,4.0,1.3999996
488,4.0,37.0,16.5,4.0,2.0,12.0,3.0,5.0,0.7272727
489,4.0,27.0,2.5,0.0,3.0,17.0,4.0,1.0,1.3999996
490,3.0,27.0,6.0,0.0,1.0,14.0,3.0,5.0,2.041666
491,5.0,32.0,16.5,2.0,2.0,20.0,4.0,4.0,0.7424242
492,2.0,22.0,2.5,1.0,2.0,12.0,5.0,5.0,0.4
493,4.0,42.0,16.5,2.0,1.0,14.0,5.0,4.0,0.7424242
494,5.0,42.0,13.0,3.0,4.0,14.0,2.0,2.0,1.5076914
495,5.0,32.0,13.0,1.0,3.0,16.0,6.0,6.0,0.2692307
496,5.0,37.0,13.0,0.0,1.0,14.0,4.0,5.0,0.0769231
497,2.0,22.0,6.0,0.0,1.0,20.0,6.0,4.0,3.2666645
498,4.0,22.0,2.5,0.0,2.0,12.0,3.0,4.0,4.8999996
499,4.0,32.0,16.5,1.0,2.0,12.0,3.0,4.0,0.7272727
500,4.0,27.0,6.0,2.0,2.0,12.0,2.0,2.0,1.333333
501,2.0,37.0,16.5,2.0,2.0,12.0,3.0,3.0,0.7272727
502,3.0,22.0,6.0,2.0,3.0,12.0,3.0,2.0,3.2666645
503,4.0,27.0,13.0,2.0,2.0,16.0,4.0,5.0,3.2307692
504,4.0,22.0,6.0,1.0,2.0,12.0,2.0,5.0,2.0
505,4.0,17.5,0.5,0.0,3.0,14.0,3.0,4.0,7.0
506,5.0,27.0,2.5,0.0,2.0,17.0,5.0,1.0,7.8399963
507,5.0,27.0,9.0,1.0,3.0,14.0,3.0,4.0,1.333333
508,2.0,22.0,2.5,1.0,3.0,12.0,2.0,2.0,4.7999992
509,4.0,42.0,23.0,5.5,3.0,9.0,2.0,4.0,0.8521735
510,3.0,32.0,16.5,3.0,3.0,14.0,4.0,5.0,1.696969
511,4.0,37.0,13.0,1.0,1.0,12.0,5.0,5.0,0.9423077
512,2.0,32.0,16.5,3.0,2.0,12.0,3.0,5.0,0.7272727
513,4.0,32.0,13.0,2.0,2.0,14.0,2.0,5.0,0.2692307
514,4.0,22.0,2.5,0.0,2.0,14.0,1.0,1.0,0.4
515,5.0,22.0,2.5,0.0,2.0,12.0,3.0,2.0,4.8999996
516,4.0,32.0,16.5,3.0,2.0,12.0,4.0,2.0,1.1878777
517,4.0,37.0,16.5,3.0,2.0,12.0,3.0,3.0,0.2121212
518,5.0,42.0,23.0,4.0,3.0,14.0,5.0,5.0,0.5217391
519,5.0,27.0,9.0,2.0,1.0,9.0,3.0,4.0,0.3888888
520,5.0,32.0,9.0,0.0,2.0,17.0,3.0,2.0,0.1111111
521,2.0,42.0,23.0,3.0,4.0,12.0,4.0,5.0,0.1521739
522,4.0,42.0,23.0,2.0,3.0,12.0,3.0,2.0,0.5217391
523,5.0,27.0,6.0,0.0,3.0,14.0,3.0,4.0,1.333333
524,4.0,22.0,6.0,0.0,3.0,14.0,3.0,3.0,0.1666666
525,2.0,32.0,16.5,5.5,2.0,12.0,3.0,2.0,2.7151508
526,4.0,22.0,2.5,1.0,2.0,14.0,2.0,4.0,3.1999998
527,5.0,37.0,23.0,4.0,3.0,12.0,3.0,3.0,0.5326087
528,4.0,32.0,13.0,3.0,2.0,12.0,3.0,5.0,0.2692307
529,4.0,32.0,16.5,2.0,2.0,12.0,3.0,4.0,1.1878777
530,4.0,27.0,6.0,1.0,2.0,17.0,3.0,5.0,0.5833333
531,2.0,27.0,13.0,2.0,3.0,12.0,5.0,5.0,3.2307692
532,4.0,37.0,16.5,2.0,2.0,14.0,4.0,5.0,1.1878777
533,4.0,27.0,6.0,0.0,4.0,16.0,4.0,6.0,3.2666645
534,4.0,37.0,23.0,3.0,3.0,12.0,5.0,3.0,0.1521739
535,3.0,27.0,2.5,0.0,1.0,14.0,4.0,6.0,38.3999939
536,3.0,27.0,9.0,1.0,2.0,12.0,3.0,4.0,2.1777763
537,2.0,37.0,23.0,4.0,2.0,12.0,5.0,2.0,0.1521739
538,3.0,37.0,23.0,3.0,3.0,12.0,2.0,2.0,0.8521735
539,3.0,32.0,13.0,2.0,3.0,17.0,4.0,4.0,0.0769231
540,2.0,37.0,16.5,4.0,3.0,12.0,2.0,4.0,1.1878777
541,4.0,27.0,9.0,2.0,3.0,12.0,3.0,3.0,1.333333
542,4.0,42.0,23.0,3.0,3.0,12.0,2.0,2.0,0.8521735
543,5.0,42.0,23.0,3.0,3.0,14.0,3.0,5.0,0.5326087
544,2.0,27.0,6.0,0.0,2.0,12.0,3.0,5.0,2.0
545,1.0,27.0,2.5,0.0,2.0,16.0,3.0,1.0,4.7999992
546,5.0,32.0,16.5,2.0,1.0,12.0,3.0,3.0,0.2121212
547,4.0,32.0,16.5,3.0,2.0,14.0,4.0,5.0,2.545454
548,3.0,22.0,6.0,0.0,2.0,12.0,2.0,2.0,0.1666666
549,3.0,27.0,2.5,2.0,2.0,14.0,4.0,4.0,0.4
550,3.0,42.0,23.0,1.0,3.0,14.0,3.0,2.0,0.3478261
551,5.0,42.0,23.0,4.0,2.0,14.0,3.0,5.0,0.1521739
552,1.0,27.0,6.0,2.0,2.0,14.0,2.0,3.0,0.5833333
553,4.0,32.0,13.0,2.0,2.0,12.0,2.0,5.0,0.2692307
554,4.0,32.0,13.0,2.0,1.0,12.0,5.0,5.0,0.9423077
555,5.0,32.0,16.5,3.0,2.0,12.0,2.0,4.0,0.0606061
556,5.0,42.0,23.0,2.0,1.0,20.0,4.0,3.0,0.1521739
557,4.0,27.0,9.0,2.0,2.0,12.0,3.0,4.0,1.333333
558,4.0,37.0,16.5,3.0,3.0,16.0,3.0,2.0,2.7151508
559,5.0,37.0,16.5,5.5,1.0,16.0,4.0,4.0,0.7272727
560,3.0,42.0,9.0,2.0,1.0,12.0,4.0,4.0,0.8888888
561,4.0,27.0,6.0,1.0,3.0,14.0,4.0,3.0,0.5833333
562,3.0,27.0,9.0,2.0,3.0,12.0,2.0,4.0,2.1777763
563,4.0,27.0,6.0,2.0,2.0,16.0,5.0,5.0,3.2666645
564,4.0,37.0,16.5,4.0,3.0,14.0,4.0,5.0,2.7151508
565,4.0,32.0,16.5,3.0,3.0,14.0,3.0,4.0,1.1878777
566,4.0,27.0,6.0,1.0,2.0,16.0,3.0,5.0,0.1666666
567,5.0,42.0,23.0,2.0,2.0,12.0,4.0,4.0,0.8521735
568,4.0,32.0,13.0,1.0,3.0,14.0,3.0,2.0,0.9423077
569,2.0,27.0,6.0,1.0,2.0,12.0,3.0,2.0,0.5833333
570,3.0,22.0,2.5,0.0,2.0,12.0,3.0,4.0,0.4
571,3.0,27.0,6.0,0.0,2.0,17.0,2.0,4.0,4.666666
572,5.0,37.0,23.0,4.0,2.0,12.0,3.0,5.0,0.3478261
573,3.0,32.0,16.5,3.0,4.0,12.0,5.0,4.0,2.545454
574,4.0,22.0,2.5,0.0,2.0,12.0,2.0,2.0,4.8999996
575,2.0,22.0,6.0,2.0,3.0,12.0,5.0,3.0,7.4666672
576,4.0,27.0,9.0,2.0,3.0,14.0,3.0,2.0,0.1111111
577,4.0,22.0,2.5,0.0,1.0,20.0,6.0,5.0,1.3999996
578,3.0,42.0,23.0,5.5,4.0,12.0,2.0,5.0,0.1521739
579,3.0,42.0,23.0,3.0,2.0,20.0,6.0,5.0,0.5217391
580,3.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,3.1999998
581,4.0,32.0,9.0,2.0,2.0,14.0,3.0,5.0,1.333333
582,3.0,32.0,16.5,1.0,3.0,12.0,3.0,4.0,0.4848484
583,3.0,27.0,6.0,2.0,1.0,14.0,3.0,3.0,11.1999989
584,3.0,27.0,6.0,1.0,3.0,14.0,3.0,4.0,0.1666666
585,4.0,37.0,16.5,3.0,1.0,14.0,5.0,5.0,0.0606061
586,4.0,32.0,13.0,2.0,2.0,16.0,5.0,6.0,0.2692307
587,3.0,22.0,2.5,0.0,1.0,17.0,4.0,4.0,1.3999996
588,3.0,27.0,6.0,0.0,3.0,14.0,3.0,4.0,3.2666645
589,3.0,42.0,23.0,3.0,2.0,14.0,5.0,6.0,1.826086
590,5.0,32.0,13.0,3.0,3.0,14.0,2.0,2.0,0.0769231
591,5.0,27.0,2.5,1.0,2.0,14.0,3.0,4.0,3.1999998
592,3.0,27.0,9.0,3.0,1.0,14.0,3.0,4.0,1.333333
593,2.0,22.0,2.5,0.0,2.0,12.0,3.0,4.0,16.7999878
594,1.0,42.0,23.0,5.5,2.0,12.0,5.0,5.0,0.5326087
595,3.0,22.0,2.5,0.0,1.0,14.0,2.0,4.0,0.4
596,4.0,27.0,2.5,0.0,1.0,17.0,5.0,6.0,4.8999996
597,5.0,27.0,6.0,0.0,2.0,16.0,3.0,5.0,2.041666
598,3.0,27.0,6.0,1.0,2.0,14.0,4.0,4.0,2.041666
599,2.0,42.0,23.0,1.0,1.0,14.0,3.0,4.0,0.5217391
600,4.0,27.0,6.0,0.0,4.0,14.0,3.0,4.0,7.4666672
601,3.0,22.0,6.0,1.0,1.0,14.0,3.0,4.0,2.041666
602,5.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,1.3999996
603,3.0,27.0,2.5,4.0,2.0,14.0,3.0,2.0,16.7999878
604,4.0,27.0,6.0,3.0,2.0,14.0,2.0,4.0,2.0
605,3.0,32.0,16.5,2.0,3.0,14.0,3.0,5.0,1.696969
606,5.0,22.0,2.5,0.0,3.0,14.0,3.0,6.0,7.8399963
607,5.0,32.0,13.0,1.0,2.0,14.0,3.0,5.0,0.9230769
608,5.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,4.7999992
609,3.0,32.0,13.0,2.0,1.0,14.0,3.0,5.0,0.9230769
610,1.0,37.0,23.0,4.0,2.0,12.0,2.0,2.0,0.5217391
611,2.0,22.0,2.5,1.0,3.0,14.0,4.0,4.0,0.4
612,4.0,42.0,23.0,3.0,4.0,12.0,3.0,4.0,1.826086
613,4.0,27.0,6.0,2.0,2.0,14.0,5.0,5.0,2.041666
614,5.0,37.0,16.5,2.0,4.0,16.0,3.0,4.0,0.0606061
615,4.0,22.0,6.0,0.0,3.0,12.0,3.0,3.0,2.041666
616,3.0,32.0,16.5,3.0,2.0,14.0,5.0,3.0,0.2121212
617,4.0,27.0,9.0,3.0,3.0,12.0,3.0,4.0,2.1777763
618,5.0,27.0,6.0,0.0,1.0,16.0,4.0,4.0,0.1666666
619,2.0,22.0,6.0,3.0,3.0,12.0,3.0,2.0,3.2666645
620,5.0,22.0,2.5,0.0,1.0,16.0,4.0,5.0,0.4
621,5.0,42.0,23.0,4.0,4.0,14.0,1.0,6.0,0.8521735
622,4.0,32.0,9.0,1.0,1.0,16.0,4.0,5.0,2.1777763
623,4.0,22.0,2.5,2.0,3.0,12.0,2.0,2.0,11.1999998
624,3.0,42.0,23.0,5.5,3.0,14.0,3.0,5.0,0.8521735
625,3.0,22.0,2.5,1.0,1.0,12.0,5.0,4.0,4.7999992
626,5.0,27.0,9.0,2.0,2.0,17.0,2.0,2.0,2.1777763
627,3.0,22.0,2.5,0.0,1.0,12.0,2.0,4.0,3.1999998
628,4.0,32.0,13.0,1.0,2.0,12.0,3.0,3.0,0.2692307
629,4.0,37.0,16.5,1.0,2.0,12.0,3.0,4.0,4.0727262
630,5.0,32.0,9.0,3.0,2.0,17.0,4.0,6.0,0.1111111
631,4.0,27.0,9.0,1.0,2.0,12.0,2.0,3.0,1.333333
632,3.0,27.0,2.5,1.0,3.0,14.0,3.0,2.0,4.8999996
633,2.0,22.0,2.5,1.0,2.0,16.0,4.0,3.0,1.3999996
634,1.0,42.0,16.5,5.5,3.0,14.0,5.0,5.0,0.7424242
635,3.0,27.0,13.0,2.0,2.0,9.0,2.0,4.0,0.2692307
636,4.0,42.0,23.0,3.0,4.0,14.0,3.0,2.0,0.5217391
637,3.0,27.0,9.0,2.0,2.0,12.0,3.0,4.0,7.4666662
638,3.0,27.0,6.0,2.0,2.0,14.0,3.0,1.0,2.041666
639,5.0,27.0,2.5,0.0,3.0,14.0,3.0,2.0,0.4
640,3.0,27.0,2.5,0.0,3.0,16.0,3.0,5.0,3.1999998
641,3.0,22.0,2.5,0.0,3.0,16.0,4.0,2.0,0.4
642,3.0,42.0,23.0,3.0,1.0,12.0,3.0,3.0,2.9217386
643,5.0,42.0,23.0,2.0,2.0,12.0,2.0,5.0,0.1521739
644,4.0,27.0,2.5,0.0,1.0,17.0,4.0,4.0,4.8999996
645,5.0,27.0,6.0,0.0,2.0,14.0,3.0,5.0,0.1666666
646,4.0,32.0,16.5,4.0,2.0,14.0,4.0,4.0,0.7272727
647,4.0,27.0,6.0,0.0,3.0,12.0,3.0,2.0,3.2666645
648,4.0,32.0,9.0,2.0,2.0,14.0,3.0,4.0,2.1777763
649,3.0,27.0,9.0,2.0,1.0,14.0,3.0,4.0,0.8888888
650,3.0,27.0,2.5,1.0,2.0,16.0,2.0,2.0,1.3999996
651,5.0,27.0,13.0,2.0,2.0,9.0,2.0,4.0,0.9230769
652,2.0,27.0,13.0,2.0,2.0,12.0,3.0,4.0,1.5076914
653,3.0,42.0,16.5,4.0,2.0,14.0,3.0,5.0,0.2121212
654,3.0,32.0,9.0,2.0,1.0,14.0,3.0,2.0,1.3611107
655,5.0,32.0,13.0,0.0,2.0,12.0,3.0,5.0,0.2692307
656,1.0,27.0,9.0,2.0,2.0,12.0,2.0,4.0,2.1777763
657,3.0,32.0,13.0,3.0,2.0,12.0,3.0,2.0,0.9423077
658,5.0,27.0,2.5,0.0,3.0,14.0,5.0,5.0,1.3999996
659,4.0,32.0,6.0,1.0,1.0,16.0,4.0,4.0,0.1666666
660,5.0,27.0,13.0,3.0,1.0,14.0,3.0,4.0,3.4461536
661,5.0,27.0,2.5,0.0,3.0,20.0,6.0,6.0,1.3999996
662,5.0,32.0,16.5,4.0,2.0,12.0,2.0,4.0,1.1878777
663,4.0,37.0,13.0,0.0,2.0,12.0,3.0,3.0,1.5076914
664,3.0,22.0,2.5,0.0,3.0,16.0,4.0,4.0,0.4
665,5.0,37.0,13.0,2.0,4.0,17.0,4.0,6.0,0.9230769
666,4.0,22.0,2.5,2.0,1.0,12.0,3.0,4.0,0.4
667,1.0,42.0,16.5,2.0,4.0,16.0,5.0,2.0,0.2121212
668,3.0,37.0,16.5,3.0,3.0,17.0,4.0,4.0,2.7151508
669,4.0,22.0,2.5,0.0,3.0,17.0,3.0,4.0,0.4
670,5.0,32.0,13.0,2.0,2.0,20.0,4.0,2.0,1.5076914
671,3.0,37.0,16.5,2.0,3.0,17.0,4.0,5.0,2.545454
672,4.0,32.0,16.5,4.0,3.0,12.0,2.0,4.0,0.2121212
673,4.0,32.0,16.5,2.0,2.0,14.0,3.0,5.0,0.7272727
674,5.0,37.0,16.5,2.0,4.0,17.0,3.0,3.0,0.7272727
675,3.0,27.0,9.0,2.0,1.0,12.0,3.0,5.0,0.3888888
676,3.0,42.0,23.0,3.0,3.0,9.0,3.0,5.0,1.9478254
677,4.0,32.0,9.0,2.0,1.0,20.0,4.0,5.0,1.333333
678,4.0,22.0,6.0,2.0,2.0,12.0,3.0,3.0,0.5833333
679,1.0,32.0,13.0,2.0,2.0,16.0,6.0,5.0,1.5076914
680,4.0,22.0,2.5,0.0,1.0,12.0,2.0,2.0,4.7999992
681,4.0,27.0,9.0,2.0,1.0,12.0,3.0,4.0,0.3888888
682,3.0,27.0,6.0,0.0,2.0,14.0,4.0,5.0,2.0
683,4.0,32.0,13.0,4.0,2.0,12.0,3.0,5.0,0.0769231
684,5.0,42.0,23.0,3.0,4.0,12.0,2.0,4.0,1.217391
685,2.0,37.0,16.5,3.0,1.0,14.0,3.0,4.0,1.1878777
686,3.0,32.0,9.0,0.0,2.0,14.0,3.0,5.0,1.333333
687,4.0,37.0,16.5,2.0,3.0,14.0,3.0,6.0,0.7272727
688,1.0,32.0,16.5,4.0,3.0,12.0,3.0,5.0,1.1878777
689,3.0,37.0,16.5,1.0,3.0,14.0,3.0,5.0,1.1878777
690,4.0,22.0,2.5,0.0,3.0,14.0,4.0,5.0,1.3999996
691,4.0,22.0,6.0,2.0,2.0,12.0,2.0,2.0,0.5833333
692,3.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,3.1999998
693,5.0,27.0,6.0,1.0,3.0,16.0,4.0,1.0,0.1666666
694,5.0,27.0,9.0,2.0,2.0,20.0,6.0,5.0,0.3888888
695,4.0,22.0,6.0,1.0,2.0,12.0,5.0,4.0,4.666666
696,1.0,32.0,16.5,3.0,1.0,20.0,4.0,2.0,0.7272727
697,5.0,22.0,2.5,0.0,2.0,16.0,4.0,4.0,4.8999996
698,4.0,42.0,16.5,3.0,2.0,14.0,3.0,5.0,1.1878777
699,4.0,32.0,13.0,2.0,4.0,16.0,4.0,6.0,0.2692307
700,4.0,32.0,9.0,2.0,2.0,16.0,4.0,5.0,0.3888888
