ID_Empleado,Turno,Experiencia,Nivel_Educativo,Tiempo_Resolución_Min,Casos_Resueltos,Tipo_Caso,Satisfacción_Cliente,Capacitaciones_Anuales
411,Mañana,4.7,Técnico,42.3,72,Software,,2.9
412,Tarde,1.0,Universitario,42.6,74,Cuenta,4.0,3.6
413,Tarde,-0.1,Técnico,54.0,73,Software,,1.1
414,Tarde,1.0,Técnico,34.4,76,Software,2.0,3.0
415,Tarde,4.4,Universitario,35.6,62,Hardware,3.0,2.8
416,Mañana,4.5,Técnico,36.1,85,Software,3.0,3.0
417,Tarde,5.7,Universitario,32.6,85,Cuenta,3.0,3.8
418,Tarde,4.6,Técnico,41.8,89,Software,1.0,2.0
419,Noche,5.6,Básico,29.2,84,Software,3.0,4.3
420,Tarde,4.1,Técnico,35.5,85,Cuenta,4.0,3.7
421,Noche,6.4,Básico,28.9,78,Software,1.0,3.8
422,Mañana,6.2,Técnico,16.9,82,Cuenta,5.0,3.0
423,Mañana,4.3,Básico,37.4,79,Cuenta,2.0,2.8
424,Mañana,6.1,Técnico,2.5,75,Hardware,2.0,2.9
425,Mañana,4.6,Básico,35.5,101,Software,2.0,2.8
426,Noche,2.0,Básico,40.9,97,Cuenta,3.0,3.0
427,Tarde,6.8,Técnico,35.9,74,Software,1.0,3.4
428,Mañana,3.2,Básico,22.1,75,Hardware,5.0,4.3
429,Tarde,6.8,Básico,45.5,82,Hardware,4.0,2.4
430,Noche,5.6,Técnico,48.1,82,Hardware,3.0,3.2
431,Noche,4.8,Básico,36.7,84,Cuenta,3.0,1.8
432,Noche,1.2,Básico,48.5,81,Hardware,3.0,3.3
433,Mañana,8.1,Básico,51.2,82,Software,4.0,1.3
434,Tarde,4.3,Universitario,23.6,91,Software,,2.1
435,Tarde,6.3,Técnico,20.9,74,Cuenta,3.0,2.7
436,Tarde,4.8,Técnico,37.4,94,Software,3.0,1.4
437,Noche,4.5,Universitario,-1.4,87,Cuenta,3.0,2.2
438,Mañana,5.4,Básico,27.8,92,Hardware,,3.8
439,Noche,5.1,Técnico,23.4,95,Cuenta,4.0,0.8
440,Noche,4.5,Universitario,28.1,72,Cuenta,5.0,3.2
441,Tarde,4.9,Técnico,17.7,87,Software,3.0,3.8
442,Noche,5.9,Universitario,28.5,90,Software,4.0,4.9
443,Tarde,6.0,Universitario,36.1,66,Hardware,4.0,2.0
444,Mañana,5.1,Básico,47.3,69,Software,3.0,3.0
445,Tarde,,Universitario,34.7,80,Software,2.0,4.3
446,Mañana,4.2,Universitario,12.3,79,Software,3.0,2.1
447,Tarde,9.4,Técnico,30.7,67,Software,5.0,3.3
448,Noche,8.0,Universitario,44.2,83,Software,4.0,4.1
449,Noche,6.5,Básico,27.9,84,Hardware,,4.2
450,Mañana,1.1,Técnico,36.9,93,Hardware,2.0,2.9
451,Mañana,6.2,Básico,42.1,96,Hardware,3.0,2.8
452,Mañana,4.3,Básico,31.7,79,Hardware,4.0,2.6
453,Tarde,3.0,Técnico,33.6,89,Hardware,2.0,3.0
454,Tarde,4.3,Técnico,35.9,80,Software,1.0,4.8
455,Mañana,3.3,Técnico,25.8,80,Cuenta,4.0,3.4
456,Noche,6.0,Técnico,28.0,94,Hardware,4.0,1.1
457,Tarde,8.2,Técnico,21.2,89,Cuenta,3.0,2.7
458,Tarde,6.7,Básico,25.1,68,Hardware,1.0,5.2
459,Tarde,10.5,Técnico,38.1,75,Cuenta,4.0,3.3
460,Mañana,1.9,Universitario,35.4,83,Software,4.0,2.6
461,Mañana,4.0,Técnico,18.7,86,Software,3.0,0.9
462,Mañana,3.1,Técnico,20.5,89,Software,1.0,4.3
463,Mañana,7.5,Técnico,24.2,79,Cuenta,3.0,5.6
464,Mañana,4.6,Técnico,15.9,70,Hardware,3.0,3.9
465,Noche,5.4,Técnico,32.6,89,Software,2.0,3.0
466,Noche,6.3,Universitario,23.7,96,Cuenta,3.0,2.3
467,Mañana,2.1,Universitario,35.2,81,Hardware,4.0,2.9
468,Tarde,3.8,Técnico,40.2,66,Software,,2.7
469,Mañana,7.0,Técnico,13.3,78,Hardware,4.0,3.9
470,Noche,3.9,Técnico,23.8,103,Hardware,5.0,3.7
471,Noche,1.6,Técnico,14.5,81,Software,2.0,3.3
472,Tarde,3.2,Técnico,11.6,92,Software,3.0,3.4
473,Noche,4.4,Técnico,35.4,74,Hardware,2.0,2.1
474,Mañana,5.3,Técnico,32.1,87,Software,2.0,4.7
475,Tarde,4.9,Técnico,24.3,85,Software,3.0,2.1
476,Mañana,3.8,Universitario,20.5,69,Software,2.0,2.4
477,Mañana,6.9,Técnico,19.2,82,Cuenta,2.0,3.8
478,Tarde,4.7,Universitario,31.8,74,Software,4.0,2.7
479,Mañana,5.4,Básico,27.7,85,Software,1.0,3.1
480,Noche,3.9,Básico,21.0,89,Hardware,4.0,2.9
481,Mañana,8.0,Técnico,34.2,90,Hardware,5.0,3.6
482,Tarde,4.2,Universitario,32.8,90,Software,4.0,2.0
483,Tarde,5.1,Universitario,20.3,85,Hardware,2.0,3.6
484,Tarde,7.1,Básico,25.3,73,Cuenta,4.0,1.7
485,Mañana,5.6,Básico,38.6,76,Software,3.0,5.1
486,Tarde,5.5,Técnico,37.5,74,Hardware,4.0,2.3
487,Tarde,1.1,Básico,23.4,70,Hardware,3.0,2.9
488,Mañana,6.4,Técnico,46.6,83,Software,2.0,1.8
489,Noche,5.1,Técnico,28.2,97,Hardware,1.0,2.2
490,Mañana,6.1,Técnico,37.9,74,Hardware,4.0,1.1
491,Tarde,5.4,Básico,19.5,71,Hardware,3.0,2.2
492,Tarde,3.9,Básico,28.5,87,Software,2.0,2.6
493,Mañana,6.8,Técnico,20.8,78,Software,4.0,4.2
494,Noche,5.4,Básico,13.5,77,Hardware,4.0,4.2
495,Tarde,2.4,Técnico,29.6,80,Hardware,3.0,3.5
496,Tarde,7.6,Universitario,26.7,78,Hardware,4.0,1.4
497,Tarde,2.1,Básico,40.7,85,Software,3.0,3.0
498,Mañana,6.8,Básico,24.2,90,Hardware,4.0,3.6
499,Tarde,8.0,Básico,32.7,84,Hardware,4.0,1.9
500,Noche,2.8,Universitario,25.9,78,Hardware,2.0,1.9
501,Tarde,4.8,Básico,20.3,85,Cuenta,4.0,3.0
502,Tarde,4.6,Universitario,38.1,73,Cuenta,4.0,4.3
503,Noche,4.7,Técnico,23.9,81,Hardware,4.0,3.8
504,Tarde,8.7,Técnico,25.7,82,Hardware,3.0,1.6
505,Mañana,2.8,Básico,18.1,75,Cuenta,3.0,3.4
506,Mañana,4.4,Técnico,13.1,90,Hardware,3.0,3.7
507,Mañana,8.0,Técnico,34.5,79,Hardware,1.0,2.8
508,Noche,4.4,Técnico,29.0,82,Software,1.0,2.3
509,Tarde,3.1,Técnico,39.2,74,Cuenta,2.0,2.7
510,Mañana,5.5,Técnico,35.1,77,Cuenta,,4.3
511,Noche,6.6,Técnico,17.6,74,Cuenta,4.0,2.9
512,Tarde,4.2,Técnico,30.0,68,Software,3.0,3.9
513,Noche,6.1,Técnico,29.6,79,Software,4.0,2.9
514,Mañana,2.2,Técnico,40.1,77,Cuenta,1.0,3.7
515,Mañana,2.4,Básico,42.3,77,Software,2.0,5.4
516,Mañana,4.1,Técnico,12.7,71,Software,1.0,1.2
517,Noche,6.2,Técnico,41.0,76,Software,5.0,2.6
518,Noche,6.5,Básico,39.6,85,Hardware,,3.7
519,Mañana,2.6,Técnico,21.9,84,Cuenta,2.0,1.6
520,Noche,6.4,Básico,29.5,80,Hardware,3.0,3.7
521,Mañana,5.3,Básico,9.0,90,Cuenta,2.0,4.2
522,Mañana,3.2,Universitario,29.5,72,Software,5.0,1.4
523,Tarde,2.3,Técnico,19.5,80,Cuenta,2.0,4.2
524,Noche,5.5,Técnico,35.2,80,Cuenta,3.0,2.1
525,Mañana,7.6,Universitario,34.1,83,Hardware,3.0,4.6
526,Mañana,5.1,Básico,29.1,90,Hardware,3.0,3.1
527,Noche,3.1,Universitario,32.0,86,Software,1.0,3.6
528,Tarde,1.3,Básico,22.1,88,Software,4.0,1.8
529,Tarde,8.1,Técnico,18.7,74,Hardware,5.0,1.9
530,Mañana,7.1,Técnico,51.1,80,Cuenta,1.0,1.6
531,Noche,,Universitario,40.2,94,Cuenta,4.0,2.7
532,Tarde,8.0,Técnico,31.3,65,Software,5.0,2.8
533,Noche,5.4,Técnico,27.9,80,Software,2.0,4.4
534,Noche,3.9,Técnico,54.0,83,Software,,2.4
535,Mañana,6.1,Básico,46.7,94,Cuenta,2.0,2.6
536,Tarde,3.3,Técnico,27.2,99,Cuenta,3.0,3.3
537,Mañana,3.0,Básico,20.3,98,Software,3.0,3.8
538,Tarde,6.5,Técnico,30.5,81,Cuenta,5.0,2.7
539,Tarde,6.7,Técnico,26.2,80,Cuenta,3.0,4.2
540,Tarde,2.5,Universitario,20.5,88,Cuenta,3.0,2.5
541,Tarde,2.5,Técnico,43.7,101,Cuenta,4.0,2.2
542,Tarde,4.1,Universitario,35.2,81,Cuenta,4.0,3.6
543,Noche,3.6,Básico,25.9,95,Cuenta,4.0,0.8
544,Mañana,6.0,Básico,25.8,89,Software,2.0,3.5
545,Noche,5.1,Técnico,30.1,77,Software,4.0,3.4
546,Tarde,7.3,Técnico,25.1,88,Hardware,2.0,3.5
547,Mañana,5.6,Técnico,24.3,90,Software,3.0,3.1
548,Tarde,3.7,Universitario,50.5,87,Hardware,5.0,4.4
549,Mañana,1.2,Básico,20.9,76,Cuenta,2.0,3.6
550,Noche,5.4,Técnico,7.9,97,Cuenta,3.0,3.8
551,Mañana,1.6,Básico,36.5,74,Cuenta,3.0,4.5
552,Mañana,3.7,Básico,41.2,74,Software,5.0,3.1
553,Mañana,3.6,Básico,31.5,76,Cuenta,4.0,4.3
554,Mañana,4.0,Universitario,13.9,81,Software,3.0,2.4
555,Mañana,2.4,Técnico,28.6,88,Software,3.0,4.0
556,Tarde,3.5,Básico,24.9,95,Software,5.0,3.3
557,Mañana,7.3,Técnico,43.4,91,Cuenta,5.0,2.8
558,Mañana,7.3,Técnico,21.5,80,Software,3.0,3.9
559,Noche,8.1,Universitario,32.3,77,Hardware,2.0,2.0
560,Mañana,5.0,Técnico,36.0,85,Hardware,3.0,2.0
561,Noche,5.5,Básico,21.4,82,Cuenta,,2.6
562,Tarde,7.3,Universitario,24.1,77,Hardware,4.0,2.9
563,Mañana,2.1,Básico,34.3,102,Software,4.0,3.0
564,Noche,6.6,Técnico,-2.0,85,Hardware,1.0,4.1
565,Noche,7.6,Técnico,43.6,86,Cuenta,4.0,2.6
566,Tarde,3.2,Básico,19.9,74,Hardware,3.0,4.2
567,Mañana,7.8,Técnico,30.4,96,Hardware,3.0,3.4
568,Mañana,9.1,Básico,16.5,73,Hardware,4.0,2.9
569,Noche,6.6,Universitario,43.2,77,Software,5.0,2.0
570,Mañana,6.2,Básico,30.0,70,Software,,1.3
571,Noche,2.8,Técnico,32.1,73,Hardware,2.0,3.1
572,Mañana,,Técnico,35.6,83,Software,3.0,1.1
573,Noche,2.9,Básico,40.9,80,Hardware,3.0,4.6
574,Mañana,5.7,Técnico,18.8,84,Hardware,3.0,4.1
575,Tarde,5.9,Universitario,27.3,97,Hardware,3.0,2.6
576,Mañana,-1.6,Técnico,42.6,52,Cuenta,4.0,2.0
577,Mañana,5.8,Técnico,25.6,95,Cuenta,,1.8
578,Tarde,10.2,Técnico,43.7,78,Software,3.0,2.4
579,Mañana,0.8,Universitario,32.1,77,Cuenta,,2.7
580,Tarde,4.9,Básico,25.8,77,Software,3.0,1.2
581,Mañana,1.1,Técnico,36.9,85,Hardware,5.0,2.4
582,Noche,3.2,Básico,28.5,86,Cuenta,2.0,2.6
583,Noche,1.1,Universitario,38.5,88,Hardware,1.0,4.0
584,Mañana,5.3,Universitario,25.2,85,Software,1.0,3.3
585,Mañana,6.6,Universitario,38.6,100,Hardware,5.0,2.4
586,Mañana,5.8,Universitario,34.4,76,Cuenta,1.0,2.4
587,Noche,3.1,Básico,26.6,68,Software,4.0,1.9
588,Mañana,3.8,Básico,11.8,71,Cuenta,3.0,4.0
589,Noche,5.5,Básico,34.8,93,Cuenta,4.0,3.0
590,Tarde,3.2,Técnico,40.8,79,Cuenta,3.0,2.9
591,Noche,2.3,Técnico,31.9,89,Cuenta,3.0,2.4
592,Noche,4.5,Universitario,7.6,84,Hardware,3.0,1.9
593,Tarde,3.1,Técnico,41.4,89,Software,2.0,3.6
594,Noche,5.8,Técnico,34.0,77,Cuenta,2.0,4.0
595,Mañana,7.6,Universitario,36.2,80,Cuenta,2.0,2.3
596,Mañana,10.2,Básico,29.2,64,Hardware,2.0,1.4
597,Noche,5.7,Básico,10.7,83,Cuenta,4.0,3.3
598,Mañana,6.3,Técnico,35.8,94,Software,4.0,1.6
599,Noche,3.8,Técnico,27.8,95,Cuenta,3.0,3.9
600,Mañana,3.9,Universitario,22.7,88,Cuenta,4.0,2.0
601,Mañana,7.6,Técnico,47.4,74,Cuenta,3.0,3.9
602,Noche,4.4,Universitario,35.9,87,Software,4.0,2.8
603,Mañana,5.1,Técnico,32.2,79,Cuenta,2.0,4.1
604,Noche,7.4,Básico,21.4,69,Software,5.0,1.8
605,Mañana,4.5,Básico,20.1,93,Software,4.0,1.3
606,Mañana,8.0,Básico,35.0,68,Cuenta,5.0,3.1
607,Tarde,6.1,Básico,10.0,75,Hardware,1.0,4.2
608,Tarde,5.9,Técnico,35.5,83,Cuenta,5.0,3.5
609,Noche,3.7,Técnico,36.1,97,Hardware,2.0,2.9
610,Tarde,6.0,Técnico,43.8,76,Cuenta,4.0,3.4
611,Noche,4.1,Técnico,39.8,75,Hardware,2.0,1.4
612,Tarde,5.9,Básico,41.4,88,Software,1.0,3.4
613,Mañana,4.8,Técnico,24.0,88,Software,2.0,3.0
614,Noche,6.9,Técnico,15.3,89,Cuenta,3.0,2.5
615,Noche,4.9,Universitario,31.8,71,Cuenta,2.0,1.4
616,Mañana,9.1,Universitario,34.4,85,Hardware,1.0,3.6
617,Noche,4.4,Universitario,40.1,71,Hardware,,2.2
618,Noche,3.9,Universitario,44.9,74,Software,1.0,2.1
619,Tarde,5.7,Básico,18.4,74,Hardware,2.0,5.0
620,Noche,7.2,Básico,38.6,76,Software,2.0,3.3
621,Mañana,7.1,Universitario,7.6,74,Software,3.0,2.0
622,Tarde,5.3,Técnico,32.8,68,Hardware,2.0,4.0
623,Tarde,5.7,Técnico,37.0,71,Cuenta,5.0,3.0
624,Mañana,5.7,Universitario,14.7,79,Hardware,,4.2
625,Mañana,2.8,Técnico,36.2,76,Cuenta,3.0,1.5
626,Tarde,7.0,Básico,19.4,64,Software,3.0,3.3
627,Noche,2.5,Básico,26.1,80,Software,,2.5
628,Tarde,2.8,Básico,38.6,87,Cuenta,5.0,2.9
629,Mañana,5.1,Universitario,26.8,80,Software,3.0,4.5
630,Tarde,4.4,Técnico,26.7,65,Software,4.0,3.5
631,Mañana,6.6,Universitario,33.2,78,Hardware,2.0,1.0
632,Tarde,5.9,Universitario,38.0,61,Hardware,1.0,3.5
633,Noche,5.3,Básico,30.0,71,Software,1.0,1.6
634,Tarde,2.7,Básico,45.8,69,Hardware,3.0,2.4
635,Tarde,5.1,Técnico,26.6,71,Software,3.0,2.5
636,Mañana,4.9,Universitario,42.3,79,Software,2.0,3.2
637,Mañana,5.4,Básico,35.3,74,Cuenta,5.0,3.1
638,Mañana,4.1,Universitario,36.7,68,Hardware,3.0,2.5
639,Tarde,6.0,Técnico,18.4,63,Hardware,3.0,2.8
640,Noche,4.3,Básico,42.2,82,Software,3.0,4.7
641,Mañana,5.9,Universitario,31.2,91,Cuenta,1.0,3.0
642,Mañana,6.6,Básico,53.1,101,Hardware,5.0,1.2
643,Tarde,3.9,Técnico,32.6,76,Hardware,2.0,1.7
644,Mañana,3.5,Básico,29.8,86,Software,2.0,2.0
645,Noche,6.0,Universitario,24.9,83,Hardware,3.0,5.1
646,Noche,2.4,Universitario,30.0,78,Hardware,2.0,2.0
647,Mañana,7.2,Universitario,44.1,82,Software,3.0,2.1
648,Mañana,5.0,Básico,37.8,90,Cuenta,5.0,3.2
649,Tarde,4.8,Básico,32.9,90,Hardware,3.0,4.5
650,Noche,6.1,Técnico,38.6,79,Software,,2.7
651,Noche,6.0,Básico,25.6,70,Software,,2.3
652,Mañana,5.0,Técnico,24.8,78,Cuenta,,4.4
653,Tarde,6.8,Técnico,23.7,70,Cuenta,2.0,3.1
654,Noche,3.7,Básico,39.9,91,Software,5.0,3.2
655,Noche,6.4,Universitario,40.9,83,Software,2.0,3.9
656,Tarde,2.8,Universitario,22.0,73,Software,4.0,3.1
657,Tarde,6.0,Universitario,23.2,75,Hardware,5.0,3.7
658,Noche,4.3,Técnico,28.6,77,Hardware,1.0,2.5
659,Noche,2.4,Técnico,19.8,85,Hardware,2.0,2.4
660,Tarde,5.5,Básico,32.4,74,Hardware,4.0,3.3
661,Noche,4.9,Básico,44.4,86,Cuenta,3.0,4.0
662,Mañana,1.9,Técnico,33.7,71,Hardware,4.0,2.7
663,Mañana,0.8,Universitario,40.3,87,Software,2.0,2.4
664,Tarde,4.7,Básico,16.8,78,Hardware,,4.7
665,Tarde,8.2,Básico,25.0,76,Cuenta,3.0,3.6
666,Tarde,5.6,Básico,11.0,84,Software,5.0,3.2
667,Mañana,3.7,Básico,29.4,71,Hardware,4.0,1.6
668,Noche,7.2,Básico,51.8,79,Hardware,,3.5
669,Mañana,6.8,Técnico,47.7,81,Software,3.0,1.8
670,Noche,7.5,Técnico,33.9,93,Software,3.0,3.9
671,Mañana,6.4,Básico,30.8,86,Software,4.0,4.5
672,Noche,6.8,Básico,34.8,78,Cuenta,,4.3
673,Mañana,6.5,Técnico,18.2,84,Cuenta,5.0,4.3
674,Tarde,4.0,Técnico,32.4,87,Cuenta,3.0,2.2
675,Mañana,1.7,Básico,8.6,83,Software,5.0,3.9
676,Noche,4.0,Universitario,4.4,79,Hardware,4.0,2.6
677,Mañana,7.2,Técnico,26.5,101,Software,,4.1
678,Mañana,4.2,Técnico,53.7,68,Hardware,3.0,3.2
679,Mañana,4.7,Universitario,46.7,82,Hardware,1.0,2.8
680,Tarde,2.7,Técnico,41.4,87,Software,1.0,2.7
681,Mañana,3.9,Universitario,30.2,72,Cuenta,4.0,3.5
682,Tarde,5.0,Universitario,45.6,73,Software,4.0,2.5
683,Tarde,6.0,Básico,24.9,75,Hardware,4.0,1.4
684,Mañana,4.1,Universitario,18.2,72,Software,4.0,4.1
685,Mañana,3.9,Básico,24.3,80,Software,3.0,2.7
686,Mañana,6.7,Básico,13.9,65,Hardware,1.0,4.4
687,Noche,5.7,Universitario,52.7,69,Software,5.0,4.0
688,Mañana,5.9,Universitario,35.4,94,Cuenta,2.0,3.3
689,Tarde,8.1,Técnico,21.3,75,Cuenta,,4.5
690,Mañana,4.0,Básico,29.2,95,Cuenta,2.0,2.5
691,Noche,4.9,Técnico,28.9,69,Hardware,1.0,3.9
692,Mañana,6.1,Técnico,44.3,88,Software,3.0,3.1
693,Noche,3.3,Básico,52.4,94,Software,3.0,1.2
694,Noche,5.5,Universitario,40.9,88,Cuenta,,2.6
695,Mañana,5.0,Técnico,37.4,98,Hardware,3.0,2.2
696,Tarde,10.6,Básico,33.2,64,Cuenta,1.0,2.4
697,Noche,5.2,Básico,31.2,93,Cuenta,,2.1
698,Mañana,7.3,Técnico,30.9,75,Cuenta,4.0,1.0
699,Mañana,6.7,Técnico,31.1,91,Cuenta,,3.4
700,Tarde,2.7,Básico,28.0,69,Hardware,3.0,2.4
701,Noche,1.9,Universitario,25.5,65,Hardware,2.0,2.9
702,Noche,5.5,Básico,19.4,73,Cuenta,3.0,3.7
703,Mañana,7.5,Técnico,27.7,66,Hardware,2.0,2.9
704,Mañana,5.6,Universitario,16.9,72,Cuenta,2.0,3.8
705,Tarde,5.2,Básico,24.4,77,Cuenta,,3.5
706,Tarde,4.4,Técnico,28.9,67,Cuenta,,2.6
707,Noche,2.4,Universitario,32.6,100,Cuenta,,3.3
708,Noche,3.1,Técnico,32.4,69,Software,3.0,3.8
709,Mañana,1.8,Técnico,34.9,82,Software,2.0,2.8
710,Noche,2.8,Universitario,34.1,83,Cuenta,2.0,3.6
711,Tarde,3.9,Universitario,47.9,90,Cuenta,3.0,3.8
712,Tarde,6.6,Básico,46.6,69,Cuenta,3.0,2.6
713,Mañana,4.1,Técnico,26.2,72,Software,4.0,3.7
714,Tarde,5.5,Básico,39.2,82,Software,3.0,2.6
715,Tarde,5.3,Básico,28.2,101,Cuenta,5.0,3.8
716,Tarde,6.0,Básico,13.3,73,Software,,2.0
717,Tarde,,Universitario,36.6,82,Software,5.0,3.2
718,Mañana,7.1,Técnico,24.7,82,Software,3.0,3.2
719,Mañana,2.2,Básico,23.2,87,Hardware,,3.6
720,Noche,4.1,Básico,24.2,58,Cuenta,,3.1
721,Tarde,5.0,Universitario,22.5,89,Software,3.0,2.8
722,Noche,6.5,Técnico,48.3,88,Software,3.0,1.8
723,Mañana,7.8,Técnico,17.9,75,Hardware,1.0,2.8
724,Mañana,6.5,Universitario,28.5,89,Hardware,,2.4
725,Mañana,7.8,Técnico,13.1,75,Hardware,1.0,4.0
726,Mañana,3.3,Básico,22.7,83,Hardware,3.0,3.6
727,Mañana,7.4,Técnico,16.9,84,Hardware,4.0,1.1
728,Mañana,7.0,Universitario,35.2,65,Hardware,5.0,4.8
729,Mañana,0.2,Universitario,14.8,90,Hardware,3.0,3.7
730,Tarde,4.6,Básico,44.3,70,Cuenta,4.0,2.7
731,Noche,6.2,Básico,16.9,68,Hardware,4.0,3.6
732,Mañana,4.0,Básico,19.6,79,Software,1.0,2.0
733,Tarde,2.8,Técnico,36.7,84,Software,,2.1
734,Tarde,9.2,Universitario,48.8,79,Software,3.0,1.6
735,Noche,5.2,Básico,25.6,85,Software,2.0,2.9
736,Mañana,5.3,Universitario,35.9,81,Hardware,3.0,4.0
737,Noche,2.4,Técnico,19.6,72,Cuenta,4.0,3.5
738,Mañana,3.8,Universitario,24.9,64,Cuenta,5.0,3.1
739,Tarde,3.2,Universitario,28.9,68,Hardware,4.0,3.2
740,Tarde,7.2,Técnico,21.7,80,Cuenta,3.0,4.9
741,Tarde,6.0,Técnico,41.4,87,Hardware,4.0,4.2
742,Tarde,3.9,Técnico,38.0,78,Software,3.0,2.2
743,Noche,6.1,Universitario,24.7,66,Hardware,,1.7
744,Mañana,4.5,Básico,5.5,65,Cuenta,,3.0
745,Mañana,5.5,Universitario,22.7,75,Cuenta,2.0,2.7
746,Noche,5.5,Básico,42.6,86,Cuenta,3.0,4.0
747,Mañana,5.8,Básico,28.8,90,Hardware,3.0,2.3
748,Tarde,5.6,Básico,40.2,71,Hardware,4.0,4.2
749,Mañana,5.8,Universitario,46.5,74,Hardware,3.0,3.4
750,Tarde,7.5,Técnico,36.1,92,Cuenta,3.0,2.2
751,Noche,6.3,Básico,41.3,78,Cuenta,3.0,1.8
752,Mañana,4.3,Universitario,24.3,64,Cuenta,3.0,3.2
753,Noche,4.8,Universitario,41.6,82,Software,3.0,2.5
754,Mañana,7.5,Universitario,27.9,90,Hardware,4.0,3.9
755,Tarde,5.2,Básico,22.3,93,Hardware,3.0,2.8
756,Noche,4.3,Básico,51.1,83,Cuenta,,0.1
757,Mañana,3.7,Técnico,29.8,89,Cuenta,3.0,3.0
758,Tarde,5.5,Universitario,22.9,67,Cuenta,2.0,1.4
759,Noche,3.3,Técnico,34.3,86,Cuenta,3.0,2.2
760,Noche,7.6,Técnico,19.1,87,Software,4.0,1.6
761,Mañana,2.9,Universitario,17.4,70,Cuenta,3.0,2.8
762,Mañana,8.0,Básico,27.9,79,Cuenta,2.0,1.4
763,Mañana,4.4,Técnico,15.6,82,Cuenta,3.0,1.7
764,Tarde,2.8,Técnico,25.3,73,Hardware,3.0,4.3
765,Mañana,5.4,Básico,16.9,86,Hardware,,3.1
766,Noche,3.1,Básico,39.8,84,Cuenta,1.0,2.6
767,Noche,5.1,Universitario,46.8,73,Hardware,3.0,2.3
768,Mañana,3.8,Universitario,16.1,72,Software,3.0,2.0
769,Mañana,6.9,Básico,51.3,77,Software,2.0,4.8
770,Noche,5.3,Básico,37.6,80,Software,3.0,2.6
771,Tarde,2.6,Básico,32.4,76,Software,4.0,1.0
772,Mañana,3.8,Universitario,14.8,85,Hardware,1.0,2.0
773,Mañana,6.4,Técnico,13.6,77,Hardware,4.0,4.1
774,Noche,7.6,Universitario,29.6,63,Cuenta,3.0,4.4
775,Mañana,4.9,Universitario,28.3,69,Software,,1.2
776,Tarde,2.9,Técnico,27.1,70,Software,4.0,2.1
777,Noche,7.1,Básico,30.5,86,Hardware,3.0,1.6
778,Mañana,6.4,Técnico,22.9,81,Software,,1.3
779,Noche,7.6,Básico,27.8,79,Hardware,4.0,3.6
780,Mañana,5.6,Básico,30.0,84,Hardware,5.0,3.2
781,Mañana,4.0,Básico,55.7,80,Software,,2.7
782,Mañana,6.0,Técnico,7.3,86,Cuenta,5.0,2.6
783,Tarde,5.7,Técnico,33.8,89,Hardware,1.0,3.5
784,Tarde,3.9,Técnico,30.8,92,Hardware,2.0,3.4
785,Noche,5.4,Técnico,30.2,96,Software,4.0,3.2
786,Mañana,4.6,Básico,33.7,77,Hardware,2.0,3.3
787,Mañana,6.5,Universitario,49.8,82,Cuenta,3.0,5.3
788,Tarde,6.0,Universitario,33.5,83,Software,3.0,1.6
789,Mañana,2.9,Básico,15.1,81,Hardware,3.0,1.9
790,Tarde,2.7,Técnico,33.6,81,Software,5.0,3.8
791,Mañana,4.8,Técnico,28.4,92,Cuenta,3.0,4.0
792,Noche,5.1,Básico,23.8,70,Software,5.0,5.9
793,Mañana,6.5,Básico,31.9,67,Cuenta,4.0,2.2
794,Mañana,6.0,Universitario,28.8,101,Software,4.0,3.8
795,Tarde,7.9,Básico,27.7,77,Cuenta,3.0,2.8
796,Mañana,4.1,Técnico,29.0,87,Software,2.0,3.7
797,Mañana,4.0,Universitario,18.3,79,Software,4.0,0.9
798,Tarde,3.1,Técnico,37.2,85,Hardware,5.0,2.9
799,Noche,6.5,Básico,28.6,80,Software,3.0,2.9
800,Noche,5.0,Universitario,32.6,98,Hardware,2.0,2.0
801,Tarde,1.3,Técnico,21.3,80,Cuenta,4.0,3.3
802,Tarde,5.4,Técnico,18.8,67,Cuenta,5.0,2.0
803,Tarde,5.5,Universitario,26.3,69,Software,3.0,3.1
804,Tarde,4.7,Universitario,29.7,87,Hardware,4.0,2.6
805,Tarde,5.6,Universitario,25.9,85,Hardware,4.0,2.5
806,Noche,2.6,Universitario,30.9,81,Software,2.0,3.2
807,Noche,8.3,Técnico,8.5,78,Hardware,2.0,3.4
808,Tarde,5.8,Universitario,50.0,77,Software,4.0,2.5
809,Mañana,1.5,Universitario,22.3,86,Software,3.0,2.2
810,Tarde,5.0,Universitario,18.4,78,Software,3.0,2.8
811,Mañana,5.8,Universitario,41.4,87,Hardware,,3.4
812,Tarde,2.8,Básico,18.4,66,Software,4.0,3.6
813,Tarde,6.1,Universitario,32.0,84,Cuenta,2.0,2.5
814,Noche,8.4,Básico,18.4,85,Software,3.0,1.9
815,Mañana,3.7,Técnico,27.0,87,Hardware,5.0,2.6
816,Mañana,5.9,Básico,27.1,74,Software,1.0,3.1
817,Noche,5.4,Universitario,22.5,76,Software,3.0,0.9
818,Noche,6.9,Técnico,38.8,74,Cuenta,3.0,2.9
819,Noche,4.8,Universitario,44.2,83,Cuenta,3.0,1.9
820,Noche,,Técnico,22.3,81,Hardware,2.0,2.7
821,Mañana,6.8,Básico,31.3,98,Software,4.0,2.6
822,Mañana,3.0,Técnico,16.8,73,Software,3.0,2.3
823,Tarde,8.6,Técnico,31.1,74,Cuenta,3.0,2.6
