Tienda,Fecha,Producto,Precio Unitario (€),Cantidad Vendida,Costo Producción (€),Gasto Publicidad (€),Descuento Aplicado (%),Ingresos Totales (€),Ganancia Bruta (€)
5,2024-01-05,Laptop,1006.75,7,718.79,386,7,6553.96,1522.46
2,2024-01-06,Auriculares,84.28,5,57.29,311,6,396.11,109.67
4,2024-01-07,Tablet,320.22,2,283.38,391,11,569.99,3.22
2,2024-01-08,Smartphone,601.72,9,382.31,387,17,4494.84,1054.01
3,2024-01-09,Auriculares,94.16,5,40.26,461,17,390.77,189.49
1,2024-01-10,Laptop,921.02,8,704.25,91,18,6041.88,407.9
3,2024-01-11,Smartphone,570.43,4,417.62,123,3,2213.29,542.82
4,2024-01-12,Laptop,1029.85,9,703.59,346,0,9268.68,2936.39
2,2024-01-13,Cámara,443.18,7,325.72,368,4,2978.15,698.15
2,2024-01-14,Tablet,337.89,2,236.77,71,6,635.24,161.7
5,2024-01-15,Cámara,483.76,3,277.19,269,10,1306.14,474.58
2,2024-01-16,Tablet,431.15,2,256.16,128,10,776.06,263.74
5,2024-01-17,Auriculares,190.52,5,48.46,284,9,866.85,624.57
1,2024-01-18,Smartphone,632.95,2,410.86,206,6,1189.94,368.23
4,2024-01-19,Auriculares,154.24,5,49.45,376,15,655.53,408.27
5,2024-01-20,Tablet,417.33,9,243.2,163,0,3756.01,1567.22
1,2024-01-21,Tablet,365.74,2,248.5,339,0,731.49,234.49
2,2024-01-22,Tablet,432.59,9,250.58,145,11,3465.01,1209.82
2,2024-01-23,Laptop,995.72,7,693.9,179,15,5924.53,1067.23
1,2024-01-24,Smartphone,618.85,7,395.94,459,4,4158.68,1387.12
2,2024-01-25,Auriculares,52.7,5,41.93,158,13,229.24,19.6
1,2024-01-26,Auriculares,123.32,8,67.13,124,17,818.86,281.79
5,2024-01-27,Cámara,493.97,7,303.88,324,8,3181.2,1054.03
5,2024-01-28,Tablet,411.56,6,295.14,430,1,2444.68,673.87
1,2024-01-29,Tablet,395.75,2,253.21,69,11,704.43,198.0
5,2024-01-30,Tablet,386.14,6,238.98,210,9,2108.32,674.43
5,2024-01-31,Auriculares,124.23,2,103.41,258,1,245.98,39.16
5,2024-02-01,Cámara,479.7,1,308.27,421,14,412.54,104.27
3,2024-02-02,Laptop,920.57,9,719.8,143,3,8036.54,1558.32
4,2024-02-03,Smartphone,506.3,5,411.84,131,18,2075.84,16.63
2,2024-02-04,Laptop,1009.22,4,712.46,401,3,3915.78,1065.94
3,2024-02-05,Auriculares,77.64,8,60.71,153,8,571.42,85.72
5,2024-02-06,Tablet,313.55,5,227.96,286,12,1379.6,239.81
1,2024-02-07,Smartphone,605.33,7,407.35,309,9,3855.93,1004.48
5,2024-02-08,Auriculares,95.31,3,23.5,209,13,248.75,178.24
4,2024-02-09,Auriculares,75.02,8,46.51,452,2,588.15,216.05
5,2024-02-10,Auriculares,112.34,8,35.49,436,2,880.75,596.85
1,2024-02-11,Smartphone,665.75,3,407.15,397,19,1617.78,396.34
4,2024-02-12,Smartphone,664.23,9,406.68,110,15,5081.36,1421.21
5,2024-02-13,Cámara,507.19,8,309.62,87,8,3732.91,1255.92
4,2024-02-14,Cámara,495.76,1,305.75,167,13,431.32,125.57
2,2024-02-15,Laptop,1007.89,8,687.86,439,15,6853.63,1350.72
2,2024-02-16,Smartphone,615.45,4,394.78,361,8,2264.86,685.74
5,2024-02-17,Smartphone,586.59,6,418.41,217,4,3378.73,868.28
4,2024-02-18,Smartphone,608.73,9,421.36,426,12,4821.12,1028.9
1,2024-02-19,Cámara,421.32,5,277.06,386,14,1811.67,426.35
5,2024-02-20,Auriculares,104.07,7,19.38,411,3,706.62,570.95
2,2024-02-21,Tablet,423.84,1,235.46,425,13,368.74,133.28
2,2024-02-22,Cámara,475.51,9,320.9,118,19,3466.45,578.32
5,2024-02-23,Smartphone,595.23,6,424.3,132,19,2892.8,347.01
4,2024-02-24,Cámara,444.42,4,281.51,284,6,1671.04,545.01
2,2024-02-25,Laptop,937.48,6,706.15,91,3,5456.16,1219.28
4,2024-02-26,Smartphone,610.54,5,436.69,148,16,2564.27,380.83
2,2024-02-27,Laptop,963.52,3,708.31,179,8,2659.32,534.4
2,2024-02-28,Smartphone,511.16,7,428.43,77,3,3470.77,471.76
3,2024-02-29,Cámara,444.41,3,319.97,282,2,1306.57,346.64
2,2024-03-01,Auriculares,51.68,2,31.8,278,18,84.76,21.16
1,2024-03-02,Tablet,438.73,4,246.2,166,8,1614.52,629.72
5,2024-03-03,Laptop,1008.96,7,700.7,450,7,6568.3,1663.44
5,2024-03-04,Cámara,456.42,5,302.08,375,6,2145.17,634.76
4,2024-03-05,Auriculares,70.61,9,68.33,156,6,597.38,-17.56
2,2024-03-06,Cámara,565.6,7,308.17,428,3,3840.45,1683.24
1,2024-03-07,Laptop,1046.81,9,641.28,374,18,7725.42,1953.94
4,2024-03-08,Tablet,344.1,9,223.74,344,11,2756.22,742.53
3,2024-03-09,Cámara,558.18,2,256.25,440,19,904.25,391.74
4,2024-03-10,Smartphone,595.97,1,403.51,209,5,566.17,162.66
4,2024-03-11,Auriculares,139.98,4,54.81,53,11,498.33,279.09
2,2024-03-12,Cámara,491.83,4,305.66,198,19,1593.54,370.89
3,2024-03-13,Auriculares,159.29,2,30.82,283,3,309.03,247.38
4,2024-03-14,Smartphone,542.02,3,413.48,303,1,1609.8,369.35
1,2024-03-15,Tablet,387.23,3,264.33,465,14,999.05,206.07
1,2024-03-16,Tablet,460.82,5,224.9,297,5,2188.91,1064.42
5,2024-03-17,Smartphone,480.37,1,370.68,387,17,398.71,28.03
3,2024-03-18,Auriculares,97.7,9,50.0,402,4,844.1,394.13
3,2024-03-19,Cámara,480.32,8,335.84,447,3,3727.3,1040.62
5,2024-03-20,Smartphone,634.23,8,433.99,119,10,4566.48,1094.52
4,2024-03-21,Laptop,1053.5,3,711.27,252,10,2844.44,710.63
3,2024-03-22,Auriculares,136.51,2,35.4,351,8,251.19,180.39
1,2024-03-23,Tablet,412.05,1,267.74,197,2,403.81,136.07
1,2024-03-24,Smartphone,602.03,6,390.95,270,10,3250.95,905.24
2,2024-03-25,Tablet,382.86,1,234.65,235,1,379.04,144.39
3,2024-03-26,Auriculares,110.5,5,7.12,404,8,508.29,472.69
4,2024-03-27,Tablet,472.98,9,252.05,385,9,3873.73,1605.3
5,2024-03-28,Smartphone,558.47,9,387.4,97,10,4523.64,1037.02
5,2024-03-29,Auriculares,79.9,4,51.93,312,2,313.19,105.48
4,2024-03-30,Laptop,996.22,7,654.01,345,16,5857.8,1279.71
2,2024-03-31,Smartphone,650.05,7,403.4,364,10,4095.29,1271.52
5,2024-04-01,Cámara,511.17,4,251.38,341,16,1717.51,712.0
3,2024-04-02,Smartphone,649.17,5,421.76,221,18,2661.61,552.82
2,2024-04-03,Auriculares,151.71,9,60.44,413,3,1324.39,780.45
3,2024-04-04,Smartphone,629.6,7,394.43,80,1,4363.14,1602.15
1,2024-04-05,Laptop,946.8,7,711.25,219,13,5766.01,787.23
2,2024-04-06,Laptop,1083.05,7,680.44,93,14,6519.99,1756.92
5,2024-04-07,Cámara,570.62,9,301.45,476,2,5032.86,2319.83
2,2024-04-08,Tablet,403.18,5,265.9,92,19,1632.87,303.39
2,2024-04-09,Auriculares,30.91,6,-11.89,480,12,163.21,234.53
2,2024-04-10,Auriculares,21.98,3,41.06,183,12,58.01,-65.15
2,2024-04-11,Tablet,412.72,1,249.55,398,17,342.55,93.01
3,2024-04-12,Laptop,964.91,2,696.07,268,19,1563.16,171.01
1,2024-04-13,Laptop,914.14,8,729.14,499,6,6874.34,1041.2
4,2024-04-14,Smartphone,521.03,1,377.52,135,15,442.88,65.35
2,2024-04-15,Cámara,476.5,7,287.58,300,15,2835.18,822.14
5,2024-04-16,Cámara,509.75,5,261.68,314,5,2421.3,1112.88
2,2024-04-17,Cámara,570.29,6,330.21,60,5,3250.63,1269.39
5,2024-04-18,Smartphone,624.21,8,395.07,129,3,4843.88,1683.28
3,2024-04-19,Cámara,480.93,4,291.23,158,2,1885.24,720.32
5,2024-04-20,Tablet,419.0,6,248.95,167,0,2513.98,1020.28
4,2024-04-21,Smartphone,614.53,3,412.72,301,2,1806.71,568.54
1,2024-04-22,Tablet,436.98,7,256.95,67,18,2508.25,709.62
5,2024-04-23,Smartphone,598.0,2,452.96,305,8,1100.33,194.41
5,2024-04-24,Cámara,551.81,8,309.08,294,13,3840.6,1367.97
1,2024-04-25,Tablet,441.22,7,240.7,202,18,2532.62,847.75
4,2024-04-26,Tablet,404.14,8,238.77,146,18,2651.13,740.94
2,2024-04-27,Tablet,394.04,2,242.14,235,12,693.51,209.22
5,2024-04-28,Smartphone,645.99,3,369.96,79,15,1647.27,537.38
1,2024-04-29,Auriculares,64.33,4,50.8,164,7,239.29,36.1
3,2024-04-30,Cámara,424.67,9,315.67,290,15,3248.72,407.7
1,2024-05-01,Tablet,324.39,5,237.73,306,8,1492.17,303.51
3,2024-05-02,Auriculares,60.18,6,33.85,496,8,332.2,129.09
4,2024-05-03,Cámara,532.98,1,330.32,402,2,522.32,192.0
2,2024-05-04,Cámara,478.86,4,271.47,162,6,1800.51,714.63
1,2024-05-05,Tablet,410.23,4,208.64,384,19,1329.13,494.56
5,2024-05-06,Tablet,375.24,8,226.94,78,17,2491.56,676.03
4,2024-05-07,Smartphone,575.63,8,369.19,371,1,4559.01,1605.48
1,2024-05-08,Auriculares,48.73,6,57.72,486,0,292.36,-53.99
5,2024-05-09,Auriculares,95.41,8,42.79,275,11,679.29,337.0
1,2024-05-10,Tablet,391.24,9,245.61,293,15,2993.0,782.54
3,2024-05-11,Cámara,520.63,5,323.06,410,11,2316.82,701.52
1,2024-05-12,Tablet,414.38,1,236.17,68,9,377.09,140.92
1,2024-05-13,Cámara,490.14,1,315.5,371,8,450.93,135.43
1,2024-05-14,Cámara,424.7,2,330.23,161,17,704.99,44.54
4,2024-05-15,Tablet,453.53,2,240.89,261,3,879.85,398.07
1,2024-05-16,Laptop,995.75,5,714.74,282,7,4630.23,1056.52
5,2024-05-17,Auriculares,103.98,7,45.16,485,3,706.04,389.89
3,2024-05-18,Cámara,580.02,7,318.48,208,15,3451.15,1221.77
3,2024-05-19,Cámara,545.41,4,268.57,109,7,2028.93,954.65
1,2024-05-20,Laptop,1022.32,4,667.09,422,6,3843.93,1175.57
4,2024-05-21,Smartphone,599.88,3,392.17,373,12,1583.7,407.17
4,2024-05-22,Laptop,999.42,2,682.22,142,7,1858.92,494.47
5,2024-05-23,Laptop,1012.01,3,689.67,297,6,2853.86,784.86
1,2024-05-24,Cámara,520.35,8,295.61,207,4,3996.25,1631.38
3,2024-05-25,Auriculares,185.57,1,64.4,190,17,154.02,89.62
4,2024-05-26,Laptop,1123.66,4,691.85,448,18,3685.62,918.23
1,2024-05-27,Smartphone,614.51,7,383.52,453,9,3914.45,1229.79
4,2024-05-28,Tablet,292.34,5,242.97,467,10,1315.51,100.66
4,2024-05-29,Laptop,952.41,2,684.62,269,7,1771.49,402.25
3,2024-05-30,Laptop,1090.57,1,681.32,453,5,1036.05,354.73
2,2024-05-31,Smartphone,635.93,6,367.74,355,10,3434.04,1227.6
5,2024-06-01,Auriculares,121.3,5,51.39,138,15,515.53,258.59
5,2024-06-02,Laptop,991.66,3,688.63,204,3,2885.73,819.85
3,2024-06-03,Laptop,940.55,9,719.33,463,1,8380.29,1906.36
4,2024-06-04,Auriculares,183.89,3,21.05,489,12,485.47,422.31
1,2024-06-05,Smartphone,558.84,2,389.16,282,6,1050.62,272.3
4,2024-06-06,Laptop,1036.47,5,736.26,242,16,4353.16,671.86
3,2024-06-07,Auriculares,34.96,9,31.21,148,12,276.92,-3.95
5,2024-06-08,Laptop,989.23,8,695.27,488,9,7201.61,1639.46
4,2024-06-09,Tablet,449.65,6,225.68,162,12,2374.14,1020.04
5,2024-06-10,Cámara,487.52,3,273.03,156,9,1330.92,511.82
1,2024-06-11,Tablet,381.58,6,280.95,73,6,2152.1,466.42
5,2024-06-12,Laptop,1000.53,5,703.42,330,9,4552.42,1035.32
5,2024-06-13,Smartphone,533.2,1,402.67,486,15,453.22,50.55
2,2024-06-14,Cámara,423.79,5,266.07,253,2,2076.58,746.22
2,2024-06-15,Tablet,435.71,7,257.17,60,3,2958.48,1158.26
2,2024-06-16,Auriculares,78.89,9,73.15,399,3,688.71,30.37
5,2024-06-17,Smartphone,635.32,1,422.99,365,3,616.26,193.27
3,2024-06-18,Tablet,455.91,3,263.37,254,15,1162.57,372.47
5,2024-06-19,Auriculares,159.93,8,27.41,480,8,1177.1,957.82
3,2024-06-20,Laptop,918.95,6,706.26,458,5,5238.01,1000.44
3,2024-06-21,Auriculares,65.11,5,63.35,74,9,296.24,-20.51
2,2024-06-22,Tablet,426.88,2,214.11,450,3,828.15,399.92
4,2024-06-23,Tablet,427.65,3,227.57,189,11,1141.83,459.1
1,2024-06-24,Laptop,1112.47,2,717.76,172,9,2024.7,589.17
2,2024-06-25,Auriculares,54.62,1,67.52,485,11,48.61,-18.91
2,2024-06-26,Auriculares,158.41,7,19.03,60,18,909.26,776.07
4,2024-06-27,Laptop,1018.61,3,715.9,315,18,2505.79,358.09
1,2024-06-28,Auriculares,17.99,7,51.91,130,0,125.92,-237.43
5,2024-06-29,Laptop,972.61,7,715.62,493,3,6604.02,1594.68
5,2024-06-30,Smartphone,613.13,8,387.31,359,12,4316.41,1217.93
2,2024-07-01,Tablet,314.78,1,262.9,158,7,292.75,29.84
1,2024-07-02,Smartphone,496.3,5,416.88,257,13,2158.93,74.54
2,2024-07-03,Cámara,411.94,9,292.97,368,15,3151.32,514.57
3,2024-07-04,Cámara,512.96,7,300.36,293,1,3554.79,1452.3
2,2024-07-05,Cámara,475.77,1,287.03,325,7,442.46,155.43
2,2024-07-06,Laptop,969.0,8,733.03,310,12,6821.78,957.51
5,2024-07-07,Auriculares,70.72,3,47.59,346,0,212.16,69.37
5,2024-07-08,Smartphone,528.79,4,381.56,423,11,1882.51,356.27
5,2024-07-09,Smartphone,577.18,4,385.68,112,16,1939.32,396.59
3,2024-07-10,Smartphone,508.98,8,402.54,233,6,3827.53,607.25
5,2024-07-11,Smartphone,659.38,1,415.07,81,15,560.47,145.41
1,2024-07-12,Cámara,584.62,8,273.28,332,13,4068.93,1882.66
4,2024-07-13,Smartphone,483.7,9,436.95,373,9,3961.48,28.9
1,2024-07-14,Auriculares,76.54,9,56.17,410,2,675.11,169.55
1,2024-07-15,Cámara,479.8,5,309.33,481,11,2135.11,588.46
5,2024-07-16,Smartphone,591.28,4,398.06,56,7,2199.55,607.32
4,2024-07-17,Laptop,1050.08,4,700.39,223,15,3570.26,768.72
4,2024-07-18,Tablet,376.69,9,247.03,408,0,3390.21,1166.9
4,2024-07-19,Tablet,395.59,8,270.36,417,16,2658.35,495.5
3,2024-07-20,Tablet,548.95,7,249.84,195,5,3650.54,1901.65
5,2024-07-21,Cámara,494.44,3,315.34,301,0,1483.31,537.28
4,2024-07-22,Smartphone,688.31,4,391.32,215,14,2367.79,802.5
3,2024-07-23,Cámara,525.1,9,303.91,152,12,4158.79,1423.57
2,2024-07-24,Auriculares,72.31,8,33.92,242,5,549.59,278.22
2,2024-07-25,Laptop,963.96,1,724.33,66,12,848.29,123.96
3,2024-07-26,Laptop,999.64,3,683.33,139,3,2908.94,858.97
3,2024-07-27,Tablet,343.68,2,243.5,420,0,687.35,200.35
5,2024-07-28,Tablet,356.81,2,243.7,135,9,649.39,161.99
5,2024-07-29,Tablet,378.85,8,242.92,152,3,2939.85,996.48
2,2024-07-30,Smartphone,614.67,6,414.45,131,12,3245.44,758.74
4,2024-07-31,Auriculares,191.3,6,43.67,175,3,1113.37,851.36
2,2024-08-01,Auriculares,75.75,4,77.88,87,15,257.56,-53.96
4,2024-08-02,Auriculares,123.08,1,33.63,397,8,113.23,79.6
4,2024-08-03,Auriculares,18.61,7,53.39,262,3,126.33,-247.38
5,2024-08-04,Tablet,453.01,8,234.48,368,19,2935.53,1059.66
1,2024-08-05,Laptop,913.92,2,708.42,274,7,1699.88,283.04
1,2024-08-06,Tablet,439.92,2,249.68,271,3,853.44,354.08
3,2024-08-07,Auriculares,95.95,1,46.9,475,8,88.28,41.38
5,2024-08-08,Tablet,393.97,4,273.77,296,10,1418.28,323.2
4,2024-08-09,Auriculares,84.99,6,36.91,185,4,489.52,268.04
1,2024-08-10,Cámara,434.94,5,311.73,335,8,2000.71,442.06
4,2024-08-11,Laptop,937.59,4,684.62,280,7,3487.82,749.34
1,2024-08-12,Cámara,541.83,4,302.25,369,3,2102.28,893.27
1,2024-08-13,Smartphone,600.6,7,376.09,58,19,3405.38,772.76
1,2024-08-14,Tablet,384.62,7,236.75,274,0,2692.36,1035.11
5,2024-08-15,Smartphone,622.17,2,398.36,362,19,1007.92,211.2
2,2024-08-16,Tablet,405.07,7,286.29,156,12,2495.2,491.15
4,2024-08-17,Cámara,460.35,2,302.02,236,4,883.88,279.85
5,2024-08-18,Auriculares,223.05,4,83.09,270,19,722.68,390.31
5,2024-08-19,Auriculares,137.04,1,54.41,144,9,124.7,70.3
5,2024-08-20,Tablet,406.35,5,242.26,244,15,1727.0,515.71
5,2024-08-21,Auriculares,74.32,1,80.79,291,7,69.12,-11.67
5,2024-08-22,Cámara,547.64,4,308.74,279,11,1949.59,714.63
3,2024-08-23,Auriculares,60.62,9,37.15,380,2,534.68,200.37
4,2024-08-24,Cámara,456.41,8,309.41,54,3,3541.75,1066.46
5,2024-08-25,Smartphone,684.67,6,394.15,400,16,3450.72,1085.83
4,2024-08-26,Cámara,501.53,8,260.22,53,19,3249.94,1168.18
3,2024-08-27,Laptop,961.83,5,718.72,313,12,4232.06,638.47
3,2024-08-28,Laptop,1000.28,7,721.9,475,5,6651.89,1598.6
4,2024-08-29,Laptop,1042.51,8,736.76,302,2,8173.27,2279.2
1,2024-08-30,Tablet,431.06,7,258.44,212,13,2625.17,816.07
2,2024-08-31,Tablet,448.71,4,245.03,190,6,1687.16,707.06
1,2024-09-01,Tablet,337.52,5,266.7,438,2,1653.86,320.36
1,2024-09-02,Cámara,547.46,6,317.0,345,5,3120.51,1218.53
1,2024-09-03,Tablet,391.05,6,282.77,68,12,2064.73,368.13
5,2024-09-04,Smartphone,604.46,9,399.11,131,13,4732.88,1140.92
3,2024-09-05,Laptop,1060.47,2,696.69,430,14,1824.02,430.64
1,2024-09-06,Cámara,535.14,6,285.69,53,15,2729.2,1015.06
3,2024-09-07,Laptop,1017.55,3,710.75,177,0,3052.66,920.41
4,2024-09-08,Tablet,300.8,2,219.03,236,14,517.38,79.31
2,2024-09-09,Cámara,497.72,6,315.52,195,6,2807.17,914.04
4,2024-09-10,Auriculares,60.77,4,61.76,201,8,223.62,-23.41
4,2024-09-11,Smartphone,635.55,5,411.7,412,14,2732.87,674.37
5,2024-09-12,Tablet,449.55,5,252.76,142,13,1955.53,691.71
2,2024-09-13,Tablet,384.9,3,280.66,80,18,946.85,104.87
4,2024-09-14,Smartphone,566.65,4,417.44,363,17,1881.27,211.51
4,2024-09-15,Smartphone,677.82,3,387.86,77,8,1870.77,707.19
2,2024-09-16,Auriculares,69.84,7,38.22,186,0,488.9,221.38
2,2024-09-17,Tablet,340.27,1,232.41,478,11,302.84,70.44
4,2024-09-18,Tablet,358.37,6,261.03,139,9,1956.68,390.53
2,2024-09-19,Laptop,972.25,4,680.0,98,6,3655.66,935.67
4,2024-09-20,Cámara,456.93,1,321.67,416,13,397.53,75.86
4,2024-09-21,Cámara,542.27,1,326.46,307,0,542.27,215.81
5,2024-09-22,Laptop,890.1,5,682.42,55,14,3827.45,415.35
1,2024-09-23,Cámara,455.87,5,296.29,78,0,2279.36,797.91
4,2024-09-24,Smartphone,597.63,7,400.33,459,12,3681.37,879.04
3,2024-09-25,Cámara,510.51,4,317.68,205,19,1654.06,383.34
1,2024-09-26,Cámara,584.59,9,332.19,312,1,5208.71,2219.03
1,2024-09-27,Laptop,1077.26,4,666.29,83,2,4222.87,1557.71
1,2024-09-28,Auriculares,19.96,7,43.64,489,3,135.55,-169.9
5,2024-09-29,Cámara,404.6,5,294.68,286,15,1719.54,246.14
4,2024-09-30,Cámara,501.25,5,271.99,187,11,2230.56,870.62
5,2024-10-01,Auriculares,66.34,6,40.3,417,3,386.1,144.32
4,2024-10-02,Laptop,940.4,8,708.56,106,11,6695.64,1027.2
5,2024-10-03,Auriculares,100.81,5,44.43,224,6,473.79,251.66
5,2024-10-04,Laptop,1011.53,3,669.11,263,19,2458.03,450.71
3,2024-10-05,Smartphone,558.05,6,457.48,76,2,3281.34,536.45
5,2024-10-06,Laptop,968.8,2,705.32,344,4,1860.09,449.44
2,2024-10-07,Smartphone,561.9,8,402.23,455,11,4000.71,782.84
3,2024-10-08,Smartphone,579.43,8,378.04,168,11,4125.51,1101.18
5,2024-10-09,Laptop,1027.07,3,705.21,196,19,2495.79,380.14
1,2024-10-10,Tablet,346.1,8,246.72,405,6,2602.71,628.98
2,2024-10-11,Laptop,967.97,9,662.23,314,11,7753.41,1793.34
2,2024-10-12,Cámara,480.04,5,278.59,452,1,2376.18,983.2
2,2024-10-13,Cámara,499.66,5,315.9,307,13,2173.53,594.04
3,2024-10-14,Tablet,413.8,6,288.88,397,15,2110.38,377.09
5,2024-10-15,Smartphone,702.11,7,407.34,238,6,4619.9,1768.5
5,2024-10-16,Tablet,428.61,3,272.06,364,3,1247.24,431.06
1,2024-10-17,Cámara,529.8,5,296.88,280,19,2145.68,661.25
1,2024-10-18,Tablet,386.67,1,248.27,247,4,371.2,122.93
2,2024-10-19,Laptop,951.01,5,721.82,288,13,4136.88,527.78
1,2024-10-20,Tablet,373.59,4,283.26,376,8,1374.81,241.79
3,2024-10-21,Smartphone,564.48,1,426.02,119,4,541.9,115.88
5,2024-10-22,Laptop,1019.61,7,678.67,466,1,7065.91,2315.2
2,2024-10-23,Auriculares,17.44,1,48.66,301,4,16.74,-31.92
1,2024-10-24,Cámara,529.63,8,305.55,242,2,4152.27,1707.87
3,2024-10-25,Cámara,494.14,2,294.81,74,9,899.33,309.72
3,2024-10-26,Tablet,436.67,5,257.76,119,7,2030.5,741.72
1,2024-10-27,Laptop,963.8,6,716.41,205,9,5262.37,963.9
5,2024-10-28,Auriculares,54.93,9,70.06,195,1,489.44,-141.07
1,2024-10-29,Laptop,979.67,7,733.72,368,13,5966.17,830.15
2,2024-10-30,Cámara,478.47,6,293.41,268,3,2784.68,1024.21
1,2024-10-31,Laptop,1040.32,5,672.72,98,11,4629.41,1265.82
3,2024-11-01,Auriculares,139.84,6,57.16,428,19,679.62,336.64
1,2024-11-02,Tablet,495.25,4,287.68,429,13,1723.47,572.77
5,2024-11-03,Smartphone,575.23,1,390.46,243,15,488.94,98.48
4,2024-11-04,Laptop,832.62,9,713.74,89,4,7193.86,770.23
1,2024-11-05,Smartphone,579.53,5,413.91,134,15,2463.0,393.42
5,2024-11-06,Cámara,511.53,8,303.83,392,3,3969.5,1538.86
5,2024-11-07,Tablet,435.73,7,250.14,499,2,2989.08,1238.11
3,2024-11-08,Tablet,415.18,8,231.53,385,0,3321.44,1469.19
5,2024-11-09,Laptop,975.19,1,654.37,53,3,945.93,291.56
5,2024-11-10,Tablet,485.71,9,227.76,339,8,4021.66,1971.8
5,2024-11-11,Laptop,948.31,1,692.19,296,0,948.31,256.12
5,2024-11-12,Laptop,986.27,3,721.95,54,15,2514.98,349.14
2,2024-11-13,Smartphone,546.0,8,397.94,275,2,4280.68,1097.18
2,2024-11-14,Tablet,400.98,1,239.62,199,5,380.93,141.31
3,2024-11-15,Laptop,1079.45,1,682.18,287,12,949.92,267.74
1,2024-11-16,Smartphone,592.95,6,413.14,197,16,2988.49,509.67
5,2024-11-17,Auriculares,93.26,5,77.17,152,14,401.02,15.18
1,2024-11-18,Smartphone,515.2,6,421.27,224,11,2751.18,223.57
1,2024-11-19,Smartphone,585.65,3,412.12,285,7,1633.96,397.6
3,2024-11-20,Laptop,1057.52,6,670.49,83,15,5393.37,1370.45
5,2024-11-21,Cámara,487.49,2,292.97,221,2,955.48,369.54
5,2024-11-22,Cámara,484.11,8,338.95,55,3,3756.7,1045.13
4,2024-11-23,Cámara,555.29,6,322.44,489,6,3131.81,1197.18
1,2024-11-24,Smartphone,584.32,4,369.25,334,14,2010.07,533.07
1,2024-11-25,Laptop,1064.6,4,698.89,274,10,3832.57,1037.02
2,2024-11-26,Tablet,335.77,7,257.26,102,15,1997.82,196.99
4,2024-11-27,Smartphone,633.89,3,384.76,306,13,1654.46,500.19
2,2024-11-28,Smartphone,682.32,3,353.82,108,12,1801.32,739.87
2,2024-11-29,Laptop,1050.39,6,701.98,481,8,5798.17,1586.31
2,2024-11-30,Auriculares,6.64,9,34.24,295,17,49.57,-258.63
3,2024-12-01,Smartphone,568.08,1,384.32,56,2,556.72,172.4
3,2024-12-02,Auriculares,87.9,5,42.91,263,19,356.0,141.47
2,2024-12-03,Auriculares,150.5,1,47.33,465,4,144.48,97.15
4,2024-12-04,Cámara,433.42,1,299.82,127,1,429.08,129.27
1,2024-12-05,Laptop,949.05,3,682.32,238,16,2391.61,344.65
4,2024-12-06,Auriculares,19.74,3,45.6,490,15,50.34,-86.44
5,2024-12-07,Laptop,958.71,4,664.85,356,19,3106.22,446.81
3,2024-12-08,Cámara,437.42,3,306.22,265,12,1154.79,236.13
1,2024-12-09,Laptop,1079.9,6,642.87,452,19,5248.29,1391.04
1,2024-12-10,Smartphone,567.63,4,394.21,332,10,2043.47,466.63
5,2024-12-11,Auriculares,134.55,8,68.38,368,7,1001.02,453.95
5,2024-12-12,Laptop,1000.9,1,678.81,493,4,960.86,282.05
2,2024-12-13,Tablet,400.2,8,264.33,110,1,3169.57,1054.94
3,2024-12-14,Laptop,970.43,1,723.11,110,3,941.31,218.2
3,2024-12-15,Auriculares,138.5,1,-16.16,264,2,135.73,151.89
4,2024-12-16,Cámara,507.72,7,296.97,431,1,3518.48,1439.67
2,2024-12-17,Cámara,504.84,1,242.48,94,2,494.74,252.26
2,2024-12-18,Auriculares,70.33,9,47.64,454,15,538.02,109.29
2,2024-12-19,Smartphone,578.51,8,399.86,221,19,3748.75,549.9
2,2024-12-20,Smartphone,629.45,1,350.35,270,8,579.09,228.74
3,2024-12-21,Cámara,511.5,2,338.5,434,5,971.86,294.86
3,2024-12-22,Cámara,506.17,2,305.72,144,14,870.62,259.18
2,2024-12-23,Auriculares,62.3,2,33.02,396,4,119.61,53.57
4,2024-12-24,Smartphone,697.21,6,429.31,93,8,3848.57,1272.73
1,2024-12-25,Cámara,476.01,4,264.09,277,5,1808.86,752.5
1,2024-12-26,Smartphone,598.49,8,375.42,111,2,4692.14,1688.81
4,2024-12-27,Cámara,490.65,1,254.01,366,12,431.77,177.76
2,2024-12-28,Laptop,1097.74,4,736.02,268,14,3776.21,832.13
3,2024-12-29,Tablet,385.46,5,256.65,384,10,1734.57,451.33
1,2024-12-30,Laptop,980.88,9,713.19,138,15,7503.75,1085.06
5,2024-12-31,Cámara,505.92,5,306.02,161,14,2175.44,645.34
5,2025-01-01,Tablet,365.32,3,261.48,256,5,1041.17,256.74
4,2025-01-02,Tablet,405.58,4,251.56,416,13,1411.42,405.17
2,2025-01-03,Cámara,618.58,7,305.42,355,10,3897.06,1759.13
1,2025-01-04,Cámara,514.98,1,302.15,252,19,417.14,114.99
2,2025-01-05,Smartphone,613.16,6,387.83,346,9,3347.87,1020.9
1,2025-01-06,Cámara,464.1,8,299.07,82,15,3155.91,763.37
4,2025-01-07,Auriculares,185.46,1,55.47,264,11,165.06,109.59
4,2025-01-08,Cámara,596.95,8,302.21,61,6,4489.08,2071.39
5,2025-01-09,Auriculares,142.63,7,20.44,51,6,938.53,795.42
