ID,Edad,Nivel_Educativo,Experiencia_Anios,Departamento,Horas_Entrenamiento_Mensual,Satisfaccion_Laboral,Remoto,Salario_Mensual
443,43,Universitaria,22,Recursos Humanos,9,Media,No,6407.71
444,54,Técnica,31,Marketing,14,Media,No,6752.78
445,43,Técnica,23,TI,9,Muy Alta,Sí,6135.02
446,40,Secundaria,18,Recursos Humanos,7,Alta,No,4839.69
447,26,Universitaria,8,Marketing,16,Muy Alta,No,5077.68
448,29,Técnica,5,Ventas,7,Muy Alta,No,3633.95
449,18,Técnica,0,TI,10,Alta,Sí,3127.53
450,18,Secundaria,0,Recursos Humanos,6,Media,Sí,2379.48
451,64,Secundaria,40,Finanzas,12,Baja,No,7250.25
452,51,Universitaria,31,Ventas,9,Media,Sí,7335.32
453,49,Técnica,26,Finanzas,15,Alta,No,6363.04
454,65,Universitaria,40,Ventas,6,Alta,Sí,8574.35
455,42,Secundaria,19,Marketing,12,Alta,No,5409.42
456,57,Universitaria,37,Marketing,9,Media,No,7694.66
457,62,Técnica,40,Finanzas,8,Media,No,7476.03
458,18,Universitaria,0,Finanzas,11,Muy Alta,No,3429.27
459,33,Secundaria,14,Finanzas,9,Alta,No,4238.11
460,56,Técnica,32,Recursos Humanos,6,Alta,No,7318.93
461,22,Secundaria,1,TI,12,Baja,No,2752.47
462,39,Universitaria,16,Finanzas,9,Alta,Sí,4818.86
463,46,Técnica,22,Marketing,12,Baja,Sí,5626.23
464,20,Secundaria,0,Marketing,10,Alta,Sí,3098.52
465,29,Universitaria,6,Finanzas,10,Alta,Sí,4155.02
466,43,Secundaria,25,Finanzas,11,Alta,No,5682.34
467,33,Universitaria,11,Marketing,11,Muy Alta,No,4730.95
468,54,Postgrado,31,Recursos Humanos,12,Alta,No,7208.72
469,39,Universitaria,15,Ventas,7,Muy Alta,Sí,5479.66
470,46,Postgrado,22,Marketing,11,Baja,Sí,6728.38
471,31,Postgrado,7,Ventas,9,Alta,No,4480.8
472,45,Postgrado,24,Finanzas,7,Alta,No,6643.12
473,22,Técnica,3,TI,12,Baja,No,2849.5
474,64,Técnica,40,Finanzas,14,Alta,No,7385.31
475,47,Universitaria,24,Finanzas,8,Media,No,6116.34
476,63,Técnica,40,Finanzas,14,Alta,No,8251.2
477,22,Postgrado,4,Marketing,10,Baja,No,4051.38
478,29,Postgrado,6,Marketing,15,Alta,No,4437.68
479,33,Postgrado,12,TI,10,Alta,Sí,5597.16
480,43,Técnica,23,Ventas,6,Alta,No,5769.0
481,43,Secundaria,21,Ventas,13,Media,No,4735.13
482,65,Universitaria,40,Ventas,6,Alta,Sí,7783.62
483,38,Técnica,15,Finanzas,8,Alta,Sí,5022.49
484,56,Postgrado,38,TI,12,Media,No,8913.46
485,53,Postgrado,32,Finanzas,10,Muy Alta,No,7533.54
486,50,Postgrado,27,TI,5,Muy Alta,No,7038.91
487,47,Universitaria,29,Recursos Humanos,13,Media,Sí,7217.45
488,54,Universitaria,34,Marketing,6,Alta,No,7247.13
489,40,Universitaria,21,Finanzas,7,Alta,Sí,6200.02
490,27,Universitaria,4,Recursos Humanos,13,Muy Alta,No,3908.88
491,22,Postgrado,1,Ventas,5,Baja,No,3088.67
492,53,Secundaria,35,Recursos Humanos,12,Media,No,6435.65
493,51,Técnica,33,Marketing,13,Media,Sí,7083.24
494,48,Universitaria,25,Marketing,7,Media,Sí,6985.36
495,27,Técnica,9,Marketing,7,Alta,Sí,4314.22
496,36,Técnica,17,Recursos Humanos,13,Muy Alta,No,5675.77
497,49,Secundaria,31,Ventas,14,Muy Alta,Sí,6637.22
498,18,Técnica,0,Finanzas,11,Alta,Sí,3299.93
499,22,Técnica,0,Ventas,12,Baja,No,2359.38
500,62,Universitaria,38,TI,7,Media,No,7771.69
501,21,Universitaria,0,TI,8,Media,Sí,3284.99
502,33,Técnica,15,Finanzas,7,Alta,Sí,5439.05
503,41,Universitaria,18,Marketing,11,Alta,No,5583.89
504,33,Técnica,11,Finanzas,13,Alta,No,4464.25
505,19,Técnica,0,Recursos Humanos,10,Media,No,3307.05
506,45,Universitaria,23,Marketing,10,Muy Alta,Sí,6810.76
507,49,Universitaria,25,Finanzas,10,Alta,No,6712.44
508,44,Universitaria,26,Finanzas,11,Alta,No,6194.8
509,37,Universitaria,14,Recursos Humanos,7,Muy Alta,No,5749.31
510,41,Universitaria,21,Recursos Humanos,16,Baja,Sí,6235.38
511,29,Universitaria,6,Ventas,11,Media,Sí,4472.43
512,52,Técnica,29,TI,8,Alta,No,6826.97
513,50,Técnica,27,Finanzas,7,Alta,No,6505.48
514,50,Universitaria,29,Ventas,5,Alta,No,7409.82
515,60,Universitaria,40,Marketing,12,Alta,Sí,8465.96
516,54,Universitaria,30,Marketing,7,Media,No,7182.57
517,29,Técnica,11,TI,10,Baja,Sí,4447.09
518,20,Postgrado,1,Marketing,6,Media,Sí,4025.39
519,18,Secundaria,0,TI,8,Muy Alta,No,3308.32
520,50,Universitaria,31,Marketing,6,Alta,Sí,7383.85
521,57,Técnica,39,Marketing,6,Media,Sí,8039.41
522,27,Técnica,3,Finanzas,7,Media,No,3542.98
523,60,Técnica,36,Recursos Humanos,10,Muy Alta,Sí,7755.89
524,61,Universitaria,40,Finanzas,6,Media,No,8241.43
525,46,Universitaria,26,Ventas,9,Alta,No,6148.87
526,30,Secundaria,12,Recursos Humanos,7,Alta,No,4419.1
527,29,Secundaria,9,Finanzas,4,Alta,No,3084.52
528,48,Universitaria,28,Recursos Humanos,10,Alta,No,7256.43
529,63,Universitaria,40,Recursos Humanos,6,Alta,Sí,7998.08
530,19,Técnica,0,Recursos Humanos,14,Media,No,2906.9
531,52,Técnica,28,Marketing,12,Media,No,6687.5
532,40,Universitaria,20,Recursos Humanos,10,Muy Alta,Sí,6406.04
533,34,Universitaria,16,Marketing,6,Alta,No,5219.78
534,43,Universitaria,21,Recursos Humanos,6,Baja,Sí,5639.14
535,25,Técnica,1,Marketing,10,Alta,Sí,3675.01
536,46,Postgrado,26,Recursos Humanos,6,Media,Sí,6655.57
537,43,Postgrado,19,Ventas,5,Alta,Sí,6304.54
538,27,Universitaria,5,Finanzas,14,Media,No,3736.39
539,43,Secundaria,19,Recursos Humanos,14,Media,No,5047.68
540,51,Universitaria,30,Ventas,9,Alta,No,7251.57
541,58,Universitaria,35,Finanzas,8,Media,No,7378.03
542,24,Universitaria,3,TI,14,Alta,No,3612.56
543,21,Secundaria,0,Recursos Humanos,7,Muy Alta,No,2818.3
544,62,Universitaria,40,TI,10,Media,No,7718.35
545,28,Universitaria,10,Finanzas,8,Alta,Sí,4422.45
546,46,Universitaria,27,Finanzas,14,Alta,No,7032.02
547,53,Universitaria,35,Recursos Humanos,4,Muy Alta,No,7987.71
548,42,Universitaria,18,Ventas,8,Media,No,5246.0
549,38,Técnica,19,Recursos Humanos,17,Alta,No,5869.34
550,53,Técnica,34,Ventas,10,Alta,No,7411.33
551,27,Universitaria,3,Recursos Humanos,5,Muy Alta,No,4177.03
552,54,Universitaria,30,Ventas,15,Media,No,7247.05
553,26,Técnica,6,Marketing,14,Muy Alta,No,4379.78
554,41,Técnica,19,Ventas,16,Alta,Sí,5811.6
555,52,Universitaria,34,Ventas,12,Alta,Sí,7718.62
556,52,Técnica,30,Finanzas,6,Media,No,6528.03
557,65,Postgrado,40,TI,13,Alta,Sí,8292.21
558,53,Universitaria,33,Recursos Humanos,14,Media,Sí,7526.1
559,35,Universitaria,15,Finanzas,9,Muy Alta,No,5671.2
560,56,Secundaria,35,TI,6,Media,No,6762.93
561,49,Universitaria,31,Finanzas,15,Alta,No,6624.12
562,41,Técnica,18,Finanzas,12,Media,No,4481.91
563,40,Técnica,19,Recursos Humanos,9,Media,No,4559.14
564,49,Universitaria,31,Marketing,3,Muy Alta,No,6937.79
565,54,Técnica,35,Finanzas,6,Muy Alta,No,7579.65
566,29,Universitaria,5,Recursos Humanos,7,Baja,No,3688.75
567,30,Secundaria,10,Ventas,11,Muy Alta,Sí,4355.01
568,40,Secundaria,22,TI,15,Alta,No,5362.14
569,42,Secundaria,20,Recursos Humanos,7,Baja,No,4539.6
570,52,Universitaria,28,Marketing,13,Alta,Sí,6863.38
571,58,Secundaria,36,Recursos Humanos,14,Media,No,6884.0
572,47,Postgrado,23,Recursos Humanos,8,Media,No,6606.08
573,34,Postgrado,14,Ventas,7,Alta,Sí,5891.5
574,37,Postgrado,16,TI,15,Media,No,5619.42
575,65,Postgrado,40,TI,9,Media,Sí,8043.05
576,42,Secundaria,21,Marketing,12,Media,Sí,5226.34
577,39,Universitaria,21,TI,9,Alta,No,6076.37
578,30,Técnica,9,Ventas,8,Muy Alta,No,4168.45
579,36,Universitaria,16,Marketing,10,Baja,Sí,5756.8
580,53,Técnica,35,Ventas,10,Media,No,6957.25
581,29,Técnica,10,Ventas,7,Alta,Sí,4373.64
582,58,Postgrado,37,Recursos Humanos,8,Muy Alta,Sí,8540.74
583,36,Técnica,15,Recursos Humanos,7,Alta,Sí,4696.83
584,29,Universitaria,6,Recursos Humanos,14,Baja,Sí,3461.94
585,26,Universitaria,8,Finanzas,9,Media,Sí,4235.44
586,24,Universitaria,2,Ventas,8,Media,No,2627.63
587,45,Técnica,24,TI,5,Media,Sí,6005.9
588,31,Técnica,11,Marketing,11,Media,Sí,4287.03
589,48,Postgrado,27,Finanzas,9,Media,No,6691.45
590,36,Secundaria,13,Recursos Humanos,9,Media,Sí,4429.7
591,64,Secundaria,40,Finanzas,10,Media,No,7175.78
592,33,Secundaria,10,Finanzas,12,Alta,No,3731.01
593,22,Postgrado,1,Ventas,5,Muy Alta,Sí,3763.69
594,52,Secundaria,30,Ventas,10,Muy Alta,No,6147.62
595,29,Secundaria,5,TI,15,Baja,Sí,3462.65
596,42,Técnica,21,Marketing,11,Alta,Sí,5609.14
597,38,Técnica,20,Marketing,15,Alta,Sí,5675.73
598,53,Universitaria,32,Recursos Humanos,13,Baja,No,6792.43
599,40,Postgrado,18,TI,8,Muy Alta,No,6384.3
600,33,Técnica,15,Marketing,7,Muy Alta,No,4868.56
601,56,Técnica,36,Finanzas,8,Media,No,6958.98
602,62,Universitaria,40,Finanzas,5,Alta,No,7781.06
603,59,Técnica,36,Marketing,7,Alta,Sí,7664.25
604,56,Secundaria,37,Finanzas,13,Baja,No,7077.24
605,31,Universitaria,8,Finanzas,9,Media,No,4416.13
606,48,Secundaria,24,Recursos Humanos,6,Media,No,5742.18
607,22,Técnica,4,Finanzas,6,Muy Alta,Sí,3984.65
608,52,Universitaria,32,Marketing,4,Muy Alta,No,7668.43
609,40,Secundaria,19,Ventas,8,Baja,Sí,5068.79
610,46,Técnica,28,Finanzas,9,Alta,No,6184.89
611,60,Técnica,37,Marketing,11,Media,Sí,7891.17
612,28,Técnica,10,Finanzas,14,Alta,No,4496.6
613,35,Postgrado,17,TI,13,Muy Alta,Sí,6543.57
614,64,Universitaria,40,Recursos Humanos,10,Baja,No,8120.98
615,29,Secundaria,9,Ventas,8,Media,Sí,3342.02
616,26,Técnica,4,Finanzas,7,Media,No,3638.67
617,27,Universitaria,5,Marketing,6,Muy Alta,No,4353.34
618,61,Universitaria,40,Ventas,16,Media,Sí,8142.46
619,34,Técnica,14,Finanzas,11,Media,No,4786.75
620,55,Postgrado,35,TI,6,Alta,Sí,8364.41
621,24,Postgrado,0,Marketing,11,Media,No,4078.48
622,63,Universitaria,40,Recursos Humanos,7,Alta,No,8807.25
623,30,Universitaria,7,Finanzas,9,Alta,Sí,4641.19
624,57,Universitaria,34,Marketing,8,Alta,No,7710.83
625,59,Universitaria,40,Finanzas,9,Alta,Sí,8657.56
626,26,Técnica,8,Recursos Humanos,12,Media,Sí,3907.85
627,44,Técnica,25,TI,12,Muy Alta,Sí,6800.25
628,19,Técnica,0,Recursos Humanos,8,Alta,Sí,3115.98
629,22,Postgrado,0,Recursos Humanos,8,Alta,No,3780.12
630,46,Secundaria,28,Recursos Humanos,11,Alta,No,5998.66
631,54,Postgrado,35,Ventas,10,Muy Alta,No,8023.37
632,55,Universitaria,36,Marketing,8,Media,Sí,8050.13
633,36,Técnica,18,Finanzas,9,Alta,No,5335.31
634,25,Postgrado,1,TI,9,Baja,Sí,3854.61
635,65,Secundaria,40,Finanzas,12,Baja,Sí,7505.88
636,62,Técnica,38,Ventas,8,Muy Alta,No,7580.92
637,18,Universitaria,0,TI,9,Muy Alta,No,3305.07
638,39,Universitaria,16,Ventas,10,Media,No,5741.52
639,34,Secundaria,12,Finanzas,8,Alta,No,4003.77
640,24,Postgrado,0,TI,4,Muy Alta,Sí,4267.2
641,42,Secundaria,18,Finanzas,11,Media,Sí,4863.01
642,62,Técnica,38,Marketing,12,Muy Alta,No,7899.92
643,21,Secundaria,1,Ventas,10,Muy Alta,No,3316.13
644,53,Secundaria,34,Marketing,11,Alta,Sí,6755.38
645,23,Postgrado,4,Marketing,8,Alta,No,4208.69
646,48,Postgrado,28,Finanzas,6,Muy Alta,No,7765.51
647,36,Universitaria,17,Finanzas,14,Alta,No,5550.29
648,61,Postgrado,40,Recursos Humanos,5,Alta,Sí,9179.87
649,56,Técnica,32,Recursos Humanos,4,Muy Alta,No,7352.59
650,44,Universitaria,26,TI,10,Media,Sí,6792.41
651,27,Secundaria,6,Finanzas,14,Media,Sí,3592.18
652,43,Técnica,19,Ventas,8,Muy Alta,No,6479.69
653,36,Universitaria,15,Finanzas,14,Baja,No,4709.48
654,56,Universitaria,33,Finanzas,11,Baja,No,6572.48
655,20,Técnica,0,Marketing,7,Alta,Sí,3029.12
656,62,Postgrado,40,Marketing,8,Alta,No,8570.18
657,30,Universitaria,11,Recursos Humanos,8,Muy Alta,Sí,5927.99
658,45,Universitaria,23,TI,9,Media,No,6285.24
659,37,Técnica,19,TI,19,Media,Sí,5760.37
660,45,Universitaria,24,Finanzas,11,Muy Alta,Sí,6085.01
661,25,Universitaria,1,Ventas,4,Alta,Sí,3606.26
662,58,Universitaria,40,Marketing,13,Alta,Sí,8660.08
663,56,Universitaria,38,Ventas,4,Muy Alta,No,8286.52
664,18,Técnica,0,Marketing,11,Media,No,2483.99
665,20,Universitaria,2,Finanzas,11,Media,Sí,3811.98
666,30,Técnica,6,TI,18,Alta,No,3688.79
667,45,Universitaria,21,Finanzas,14,Alta,No,6142.35
668,42,Técnica,21,Marketing,5,Media,No,5050.39
669,50,Postgrado,26,TI,6,Media,Sí,6888.21
670,55,Universitaria,33,Ventas,10,Alta,No,7849.49
671,23,Postgrado,2,Ventas,10,Baja,Sí,3724.98
672,61,Postgrado,40,Recursos Humanos,10,Alta,No,9070.68
673,62,Secundaria,40,Ventas,5,Media,No,7020.5
674,49,Universitaria,29,Recursos Humanos,12,Media,Sí,6814.76
675,62,Postgrado,40,TI,8,Muy Alta,No,8978.15
676,64,Postgrado,40,Finanzas,9,Alta,Sí,8598.77
677,38,Secundaria,18,Finanzas,5,Alta,Sí,4986.11
678,33,Técnica,10,TI,13,Alta,Sí,4160.58
679,38,Técnica,14,TI,14,Alta,No,4344.9
680,28,Postgrado,9,Marketing,15,Baja,No,4651.48
681,54,Secundaria,36,Ventas,17,Media,Sí,7004.64
682,53,Técnica,33,Ventas,5,Media,Sí,7385.29
683,52,Técnica,31,Ventas,13,Alta,Sí,6693.19
684,36,Técnica,18,Recursos Humanos,13,Baja,No,4794.08
685,37,Postgrado,16,Ventas,8,Alta,No,5545.42
686,35,Técnica,14,Marketing,9,Media,No,4336.93
687,64,Técnica,40,Finanzas,9,Alta,No,8343.25
688,58,Secundaria,40,Finanzas,7,Baja,No,6886.91
689,31,Postgrado,7,Recursos Humanos,10,Muy Alta,Sí,5040.68
690,32,Técnica,11,Marketing,11,Alta,Sí,4676.36
691,48,Técnica,29,TI,12,Alta,No,6336.43
692,18,Técnica,0,Finanzas,12,Alta,No,3403.24
693,20,Universitaria,0,Marketing,7,Media,No,2943.36
694,33,Postgrado,10,TI,12,Media,Sí,5348.84
695,40,Postgrado,18,Recursos Humanos,11,Baja,Sí,5563.21
696,28,Postgrado,9,Ventas,7,Alta,No,5040.04
697,29,Técnica,5,Marketing,11,Media,No,4199.7
698,27,Postgrado,4,Finanzas,7,Media,No,4416.08
699,49,Técnica,25,Recursos Humanos,7,Muy Alta,Sí,6099.51
700,33,Universitaria,15,Marketing,9,Alta,No,4523.02
701,25,Universitaria,2,Recursos Humanos,9,Muy Alta,No,4352.02
702,55,Secundaria,34,TI,12,Alta,Sí,7103.61
703,29,Secundaria,7,Marketing,4,Muy Alta,Sí,4422.34
704,41,Postgrado,18,Ventas,14,Media,No,6080.73
705,45,Postgrado,24,TI,9,Alta,No,6717.54
706,25,Técnica,1,Ventas,6,Baja,No,3220.74
707,45,Técnica,26,Recursos Humanos,6,Baja,No,5741.36
708,53,Universitaria,30,Ventas,7,Muy Alta,Sí,7953.86
709,43,Técnica,22,TI,18,Media,Sí,5640.44
710,25,Postgrado,1,TI,10,Media,No,3646.93
711,45,Universitaria,21,TI,7,Media,No,5980.62
712,45,Universitaria,21,Recursos Humanos,3,Alta,No,5891.8
713,54,Postgrado,35,Finanzas,9,Media,Sí,8225.88
714,58,Postgrado,40,Recursos Humanos,9,Alta,Sí,8724.46
715,53,Postgrado,34,TI,10,Alta,Sí,8216.88
716,44,Postgrado,25,Recursos Humanos,8,Alta,Sí,7371.65
717,34,Universitaria,12,Marketing,8,Media,No,4768.23
718,26,Secundaria,2,Marketing,13,Alta,No,2990.29
719,50,Universitaria,29,Finanzas,14,Media,Sí,6881.51
720,37,Postgrado,14,Recursos Humanos,12,Muy Alta,No,5977.53
721,30,Postgrado,8,Recursos Humanos,12,Baja,No,4763.0
722,45,Universitaria,21,Marketing,11,Muy Alta,Sí,5833.94
723,65,Universitaria,40,TI,11,Alta,No,8500.34
724,46,Postgrado,27,Ventas,8,Media,Sí,6716.93
725,30,Técnica,10,TI,14,Alta,No,4228.85
726,63,Secundaria,39,Finanzas,11,Muy Alta,Sí,7844.54
727,52,Técnica,30,Ventas,3,Media,Sí,6660.01
728,23,Postgrado,2,TI,9,Baja,No,3645.4
729,35,Técnica,13,Recursos Humanos,13,Media,Sí,4767.54
730,22,Técnica,1,Recursos Humanos,11,Baja,Sí,2855.64
731,64,Secundaria,40,Marketing,9,Media,Sí,7708.52
732,42,Técnica,18,Recursos Humanos,13,Baja,No,4868.59
733,19,Universitaria,1,Recursos Humanos,7,Media,No,3509.13
734,27,Técnica,3,Finanzas,11,Baja,Sí,3127.37
735,47,Secundaria,28,Ventas,10,Muy Alta,Sí,6250.95
736,62,Universitaria,40,TI,5,Alta,No,7964.71
737,22,Universitaria,1,TI,15,Alta,Sí,3684.05
738,50,Técnica,26,Finanzas,8,Alta,No,5954.65
739,18,Postgrado,0,Ventas,9,Alta,Sí,4277.92
740,35,Técnica,13,Recursos Humanos,8,Alta,No,4839.13
741,49,Universitaria,27,Finanzas,9,Muy Alta,No,6587.18
742,64,Secundaria,40,Recursos Humanos,14,Alta,Sí,7249.1
743,28,Técnica,5,TI,9,Baja,No,3593.23
744,38,Técnica,18,Finanzas,10,Baja,No,5092.72
745,43,Técnica,24,Finanzas,17,Alta,Sí,5822.65
746,42,Técnica,23,Finanzas,6,Media,Sí,5665.89
747,39,Secundaria,16,TI,19,Muy Alta,Sí,5314.78
748,44,Universitaria,26,TI,9,Baja,No,5475.98
749,30,Técnica,7,Marketing,13,Alta,Sí,3845.0
750,50,Postgrado,32,TI,8,Baja,No,7099.66
751,51,Universitaria,33,TI,15,Alta,No,7718.08
752,58,Secundaria,35,Recursos Humanos,14,Alta,No,6930.64
753,52,Universitaria,33,TI,20,Alta,No,7744.72
754,18,Secundaria,0,Ventas,7,Alta,No,2564.31
755,38,Universitaria,19,Recursos Humanos,11,Baja,No,5507.66
756,65,Postgrado,40,Marketing,9,Alta,No,8694.84
757,23,Universitaria,4,Ventas,9,Muy Alta,Sí,4075.11
758,45,Postgrado,26,Marketing,14,Media,Sí,6801.32
759,34,Técnica,11,Finanzas,8,Baja,Sí,4315.23
760,22,Técnica,0,Finanzas,12,Alta,No,3158.92
761,48,Técnica,24,Finanzas,9,Alta,Sí,6303.88
762,22,Secundaria,0,TI,9,Media,Sí,2992.17
763,55,Universitaria,32,TI,9,Muy Alta,No,7465.54
764,20,Técnica,1,Recursos Humanos,15,Alta,No,2472.55
765,40,Técnica,20,Ventas,10,Alta,No,5198.71
766,54,Universitaria,36,Ventas,10,Muy Alta,No,7560.99
767,54,Secundaria,32,Finanzas,9,Baja,Sí,5941.96
768,27,Universitaria,9,Finanzas,13,Media,No,4347.14
769,27,Técnica,3,TI,7,Alta,No,3621.26
770,36,Secundaria,12,Marketing,6,Baja,No,3439.23
771,34,Secundaria,16,Ventas,9,Muy Alta,No,5134.75
772,38,Técnica,16,Ventas,16,Media,Sí,5289.38
773,31,Secundaria,12,Marketing,7,Muy Alta,Sí,5164.35
774,26,Técnica,6,Ventas,8,Alta,No,4138.35
775,63,Postgrado,40,Ventas,9,Muy Alta,Sí,9304.44
776,18,Universitaria,0,TI,9,Alta,Sí,3697.57
777,62,Universitaria,40,Ventas,23,Muy Alta,No,8283.14
778,30,Secundaria,6,Finanzas,10,Alta,Sí,3585.78
779,21,Secundaria,0,Finanzas,6,Muy Alta,No,3295.05
780,18,Técnica,0,Recursos Humanos,8,Alta,Sí,3235.19
781,57,Universitaria,39,TI,11,Media,Sí,8193.01
782,49,Universitaria,29,TI,8,Alta,No,7229.82
783,51,Secundaria,27,Finanzas,8,Media,Sí,6016.63
784,45,Universitaria,22,TI,11,Media,No,5872.89
785,48,Secundaria,25,TI,11,Alta,No,5612.47
786,25,Técnica,3,Recursos Humanos,6,Baja,No,3699.94
787,56,Postgrado,34,Marketing,14,Alta,Sí,8206.47
788,43,Secundaria,25,Ventas,9,Alta,No,5458.0
789,51,Universitaria,30,Recursos Humanos,10,Muy Alta,Sí,7235.52
790,20,Universitaria,0,Marketing,4,Alta,No,3461.36
791,29,Técnica,11,Ventas,13,Alta,Sí,4823.79
792,18,Postgrado,0,Finanzas,9,Alta,Sí,3951.02
793,61,Técnica,37,Marketing,16,Alta,No,7164.11
794,22,Técnica,0,Ventas,14,Alta,No,2598.27
795,47,Secundaria,24,Recursos Humanos,10,Baja,No,4743.55
796,47,Técnica,28,Ventas,7,Alta,No,6646.88
797,34,Técnica,10,TI,9,Muy Alta,Sí,4745.3
798,65,Universitaria,40,Ventas,7,Alta,Sí,8223.18
799,64,Secundaria,40,Finanzas,5,Alta,No,8175.81
800,40,Técnica,20,Recursos Humanos,10,Muy Alta,Sí,5883.84
801,32,Secundaria,9,Marketing,7,Alta,Sí,3523.02
802,54,Secundaria,30,Ventas,8,Baja,No,5944.07
803,38,Universitaria,15,Recursos Humanos,11,Baja,Sí,5181.91
804,31,Universitaria,10,Finanzas,12,Alta,No,4556.99
805,19,Universitaria,1,Marketing,12,Baja,No,3173.31
806,28,Técnica,6,Ventas,14,Muy Alta,No,4271.43
807,56,Universitaria,35,Finanzas,9,Media,Sí,7704.82
808,55,Técnica,36,TI,10,Alta,Sí,7808.75
809,51,Técnica,28,Recursos Humanos,8,Muy Alta,No,6911.96
810,55,Universitaria,36,Recursos Humanos,15,Media,Sí,7328.52
811,51,Universitaria,32,Ventas,10,Alta,No,7510.06
812,35,Técnica,14,Finanzas,8,Muy Alta,No,5203.3
813,47,Universitaria,25,Marketing,6,Muy Alta,No,6751.74
814,32,Postgrado,8,Marketing,13,Muy Alta,No,5121.2
815,44,Técnica,24,Marketing,12,Media,Sí,5717.84
816,51,Técnica,33,Marketing,7,Baja,No,7152.6
817,55,Técnica,35,Ventas,9,Media,Sí,7467.42
818,50,Técnica,28,Ventas,11,Media,No,6517.11
819,41,Universitaria,21,Recursos Humanos,11,Alta,Sí,6590.14
820,32,Postgrado,9,Finanzas,11,Muy Alta,No,5389.78
821,47,Técnica,24,TI,10,Baja,No,5893.22
822,59,Técnica,38,Ventas,10,Muy Alta,Sí,7327.5
823,34,Postgrado,15,Marketing,12,Alta,No,4804.66
824,22,Universitaria,0,TI,12,Alta,Sí,3614.73
825,46,Universitaria,24,Recursos Humanos,13,Muy Alta,Sí,6820.06
826,21,Universitaria,1,Marketing,10,Media,Sí,3670.41
827,27,Secundaria,6,Finanzas,10,Media,No,3404.53
828,34,Técnica,14,TI,10,Media,Sí,4865.66
829,27,Secundaria,7,Recursos Humanos,9,Alta,No,3674.8
830,34,Universitaria,12,Ventas,14,Media,Sí,4683.6
831,37,Postgrado,17,Finanzas,13,Muy Alta,No,5681.91
832,41,Secundaria,22,Marketing,2,Muy Alta,No,5558.86
833,22,Técnica,2,TI,13,Muy Alta,No,3412.4
834,51,Postgrado,32,Recursos Humanos,14,Muy Alta,Sí,7931.78
835,23,Secundaria,1,TI,6,Alta,No,2396.45
836,19,Secundaria,0,Finanzas,9,Alta,Sí,2889.81
837,30,Secundaria,7,Ventas,7,Media,Sí,3648.62
838,60,Universitaria,40,Ventas,11,Media,No,7670.55
839,60,Universitaria,39,Finanzas,8,Muy Alta,Sí,8647.26
840,65,Universitaria,40,Marketing,9,Media,Sí,7836.95
841,28,Universitaria,9,TI,10,Alta,Sí,4874.32
842,64,Universitaria,40,Marketing,10,Media,Sí,8008.23
843,40,Universitaria,22,Recursos Humanos,8,Alta,Sí,6591.19
844,33,Técnica,12,Marketing,15,Media,No,4182.49
845,48,Universitaria,27,Finanzas,8,Alta,Sí,6562.6
846,28,Universitaria,6,Ventas,5,Muy Alta,No,4379.76
847,33,Técnica,11,Finanzas,14,Media,No,4390.9
848,25,Universitaria,5,Finanzas,6,Media,No,4160.25
849,21,Universitaria,0,TI,12,Media,No,3482.73
850,57,Secundaria,36,Finanzas,9,Media,No,6617.72
851,21,Secundaria,2,Recursos Humanos,11,Media,No,2917.14
852,42,Técnica,24,TI,9,Alta,Sí,5808.1
853,20,Técnica,0,TI,9,Alta,No,3437.72
854,49,Secundaria,29,Marketing,10,Alta,No,6675.95
855,20,Postgrado,0,Finanzas,7,Muy Alta,No,4066.83
856,44,Secundaria,25,Marketing,10,Media,Sí,5655.66
857,46,Técnica,28,Marketing,13,Media,No,6794.4
858,49,Secundaria,31,TI,11,Alta,No,6924.26
859,36,Universitaria,18,Marketing,14,Media,No,4878.4
860,38,Técnica,15,Marketing,9,Media,No,4880.85
861,22,Universitaria,3,TI,8,Alta,No,3773.5
862,35,Universitaria,15,TI,14,Alta,No,4854.42
863,45,Universitaria,25,Ventas,10,Media,Sí,6913.24
864,59,Universitaria,40,Finanzas,12,Media,No,7826.0
865,39,Universitaria,20,Ventas,17,Alta,Sí,6342.6
866,38,Universitaria,15,TI,11,Media,No,4902.48
867,23,Universitaria,5,Recursos Humanos,10,Media,Sí,3661.96
868,18,Universitaria,0,Marketing,16,Muy Alta,Sí,3894.55
869,22,Universitaria,0,Marketing,9,Baja,Sí,2738.24
870,58,Técnica,38,TI,12,Media,No,8122.64
871,29,Secundaria,5,Marketing,14,Alta,No,3600.84
872,43,Técnica,22,Ventas,7,Alta,Sí,5731.37
873,63,Secundaria,40,Marketing,6,Alta,No,7525.58
874,51,Universitaria,29,Recursos Humanos,10,Alta,No,6683.63
875,31,Técnica,11,Finanzas,13,Baja,No,4159.3
876,43,Postgrado,19,Ventas,19,Alta,No,5742.51
877,62,Técnica,39,Finanzas,10,Muy Alta,Sí,7698.39
878,44,Secundaria,25,Finanzas,7,Alta,Sí,5991.85
879,26,Postgrado,6,Recursos Humanos,9,Media,Sí,4975.25
880,43,Técnica,19,Recursos Humanos,9,Baja,No,4740.86
881,64,Técnica,40,Recursos Humanos,10,Muy Alta,Sí,8066.95
882,39,Postgrado,15,Recursos Humanos,8,Alta,No,5497.31
883,64,Universitaria,40,Ventas,6,Baja,Sí,7842.69
