actividad_fisica,pasos_diarios,calorias_gastadas,horas_de_sueno,nivel_descanso
3.13,5894.82,1140.55,7.82,80.72
5.08,10009.33,1959.62,7.22,76.43
3.94,8176.2,1488.34,8.13,86.12
3.11,6204.52,1172.44,7.03,67.83
4.67,9746.41,1837.42,8.73,80.72
4.54,9749.12,1788.26,7.44,74.15
8.64,17809.23,3390.95,6.42,65.34
5.65,11534.13,2183.96,6.66,64.28
2.93,5873.08,1150.55,7.53,76.69
4.15,7815.28,1677.9,7.6,77.63
6.53,13434.12,2581.2,8.88,84.24
8.13,17105.2,3368.93,6.77,69.71
2.62,5413.1,1099.22,7.53,73.94
2.18,5318.86,712.96,6.76,64.08
7.81,14850.11,3174.95,7.16,75.49
5.58,10591.76,2294.32,8.68,82.9
3.7,7822.72,1435.55,6.7,64.76
5.8,11736.03,2171.26,7.91,79.47
1.05,2749.65,419.36,7.78,84.62
5.01,10002.39,2001.25,7.48,75.79
5.49,10549.48,2084.53,7.86,81.28
6.39,12666.01,2409.44,6.69,65.39
3.48,6191.97,1382.91,8.66,86.2
5.13,9692.77,2028.1,8.85,88.23
3.61,7709.95,1403.02,7.53,76.8
5.38,11202.54,2144.89,9.2,90.48
3.66,7495.46,1352.51,7.22,78.91
4.39,7915.16,1711.66,7.78,75.94
3.51,6833.35,1455.84,8.5,76.49
5.98,11340.91,2355.68,7.18,85.5
6.29,13163.62,2347.87,6.53,63.69
4.65,9004.28,1811.96,6.37,70.28
5.06,9571.84,1915.93,8.94,96.45
2.83,5669.12,1157.56,7.13,76.02
4.55,8780.89,1852.08,7.37,72.71
4.92,10591.26,1804.0,6.72,68.64
8.93,17494.97,3648.38,8.16,75.27
3.33,5964.48,1221.6,6.95,79.48
7.2,13316.07,3034.42,7.16,67.3
6.5,12975.18,2593.24,7.71,75.83
5.42,10560.94,2043.74,6.76,68.05
7.64,14561.41,2940.97,7.37,73.21
5.56,11710.93,2258.07,8.48,81.53
5.58,11501.1,2194.37,7.8,84.97
4.92,9826.53,1958.46,7.59,80.67
6.84,14352.87,2895.42,7.65,78.11
6.64,13620.68,2587.96,7.23,70.28
4.06,7711.54,1630.59,8.9,94.29
3.02,5522.65,1350.44,6.93,66.99
4.7,9800.05,1905.26,7.65,84.33
3.8,7798.07,1359.32,7.58,76.36
4.9,9894.3,2012.42,8.21,88.21
6.86,13289.07,2626.16,8.27,82.15
4.31,8932.07,1866.3,7.48,75.13
4.94,9493.78,1892.02,7.7,83.16
5.09,10123.07,2331.76,7.73,88.27
6.27,13268.76,2655.8,5.91,66.9
1.63,2928.91,572.21,6.39,68.26
4.09,7393.4,1637.98,7.08,73.71
5.32,10107.58,2202.13,7.11,68.53
6.8,14097.39,2798.41,6.66,68.08
4.26,8651.66,1749.09,8.02,75.68
2.19,4305.9,999.28,7.5,76.89
5.93,11604.59,2359.53,7.35,75.7
4.05,8336.59,1582.11,6.62,56.4
3.22,6006.45,1251.51,7.47,74.88
4.06,8279.8,1711.23,5.66,58.69
4.72,9080.8,1925.8,7.39,73.44
4.09,7736.94,1666.28,7.54,77.23
1.69,3064.56,756.18,7.67,69.98
6.35,12503.49,2333.13,6.41,60.17
6.91,13800.21,2795.93,7.66,81.75
5.98,12072.29,2412.77,6.77,67.71
3.29,4742.76,1484.27,6.93,71.01
4.7,8991.7,1726.25,8.0,77.29
4.99,9784.65,2151.81,8.91,89.2
5.9,12548.91,2366.82,7.54,63.85
6.0,11465.02,2449.9,6.93,73.51
3.9,7878.88,1727.09,7.63,85.36
5.12,10993.5,2105.27,8.16,76.25
5.69,10715.36,2314.41,7.93,74.65
7.18,14564.45,2897.72,9.42,96.41
6.06,11712.38,2374.36,7.0,77.36
6.18,12114.85,2470.59,7.68,76.76
5.13,9849.92,1978.74,8.58,79.7
7.12,13865.45,2841.82,8.54,84.36
5.61,12590.24,2012.26,6.13,56.2
3.71,7838.96,1526.25,7.5,71.63
7.11,14760.98,2829.85,8.54,83.87
6.05,12339.71,2385.12,9.52,90.59
4.34,7867.74,1756.15,7.99,76.04
4.28,8759.0,1568.95,7.24,72.8
5.44,11426.19,2370.87,6.79,69.01
5.69,10962.85,2267.63,9.05,83.41
5.3,11074.54,2103.79,8.01,82.08
5.47,11286.09,2090.25,6.91,67.15
7.55,16025.89,3022.37,7.36,77.18
6.61,13005.74,2781.62,7.72,81.07
5.29,10023.1,2217.97,7.88,76.08
6.41,12643.12,2650.23,6.87,71.77
3.45,7620.21,1435.13,7.07,66.52
5.6,10279.58,2202.9,6.34,70.05
7.71,14393.73,2940.57,8.23,78.28
4.67,9390.56,1849.07,7.26,74.37
3.73,7235.8,1467.83,7.83,77.33
4.02,8047.6,1713.63,8.5,79.87
3.37,7203.76,1377.16,7.65,81.04
3.82,7369.43,1690.37,7.42,71.14
4.44,7951.97,1897.44,7.64,67.86
2.89,6805.54,1111.01,7.54,61.03
5.02,9548.24,1829.86,8.37,79.35
6.35,12177.31,2679.92,7.72,84.06
3.64,7828.59,1591.28,7.12,77.48
7.28,14365.61,2774.95,8.23,78.74
5.77,11500.68,2457.4,8.36,81.74
6.55,13333.14,2656.56,6.56,63.31
4.01,8568.29,1621.37,8.57,79.06
6.28,12396.85,2674.19,7.76,72.81
3.36,7484.17,1479.31,7.7,81.89
6.34,11602.84,2599.28,8.2,84.57
5.26,10895.41,2150.43,7.1,72.4
5.83,11239.99,2393.59,8.17,75.0
3.24,7159.35,1254.64,7.24,72.87
3.66,7385.81,1457.45,6.47,53.16
5.9,11455.23,2268.11,6.8,72.23
3.58,7486.38,1397.69,7.9,80.26
5.69,11836.21,2241.26,6.84,61.66
2.95,6219.53,1116.19,8.63,94.35
6.27,12029.67,2522.58,8.33,74.34
3.15,6060.42,1228.09,8.43,86.99
5.83,11654.86,2381.6,7.59,78.65
5.94,11856.26,2213.15,7.68,70.61
3.95,8284.56,1570.6,6.66,66.45
5.87,10738.63,2362.37,8.2,73.79
5.39,10948.49,2125.2,7.77,63.43
4.19,8238.48,1659.46,7.9,73.63
3.49,6555.09,1236.34,8.68,83.74
2.06,3740.88,858.07,7.08,73.98
5.52,10941.68,2274.55,7.41,74.45
2.65,3505.05,1110.47,7.73,77.75
5.14,9935.39,2161.08,6.85,63.38
4.6,8771.75,1862.08,7.37,71.04
6.02,12303.82,2455.35,7.85,73.8
4.55,8691.1,1834.38,7.27,66.6
4.51,8904.1,1871.09,8.42,81.19
6.1,12966.75,2281.4,6.44,64.8
5.5,11502.35,2111.68,8.29,80.0
5.47,11399.6,2348.38,7.96,78.01
5.7,11157.87,2035.52,7.1,74.49
2.7,5664.8,1064.64,6.85,66.03
6.14,12153.42,2571.3,6.04,53.77
5.92,11739.36,2358.16,6.94,72.25
3.47,7154.79,1349.49,8.23,83.66
4.63,8969.26,1866.49,7.46,76.25
4.94,10628.58,1941.1,8.31,86.27
4.8,9516.44,1922.39,7.07,72.94
5.5,11310.76,2131.98,7.99,80.09
7.15,15021.9,2969.69,7.0,81.93
6.62,13761.13,2791.39,6.82,61.82
3.03,5358.88,1199.33,7.43,71.32
5.93,12088.66,2234.59,7.03,75.18
6.99,14412.16,2744.98,6.42,64.91
5.58,11606.36,2213.69,7.37,77.51
6.64,12716.29,2705.14,7.57,76.59
8.02,15708.29,3106.56,8.39,90.75
6.54,13568.41,2537.31,8.16,76.52
5.37,10367.05,2200.65,8.35,90.25
6.57,12985.42,2720.94,8.0,85.9
5.22,11222.6,2024.77,7.73,71.28
5.04,10047.81,1881.02,6.64,69.55
4.47,8582.37,2117.56,7.6,75.83
7.35,14251.43,3016.38,7.92,76.14
3.77,7711.07,1482.24,8.52,75.76
7.3,13930.53,3006.32,7.98,74.75
5.75,11375.92,2287.47,8.37,87.22
2.9,5968.7,1247.13,6.78,71.85
5.55,11752.52,2236.53,7.27,71.66
1.85,4033.69,749.11,7.8,82.09
5.94,11519.49,2363.95,8.31,87.85
6.33,13244.9,2386.4,7.4,74.76
4.11,8073.17,1838.4,7.44,70.81
5.19,9752.79,1979.98,7.98,82.02
7.93,15776.45,3036.49,6.71,69.55
4.24,9201.84,1675.27,8.63,89.62
3.41,6905.9,1268.51,6.88,73.17
7.22,14451.25,2883.83,6.16,54.76
7.94,16706.37,3246.33,7.51,72.52
5.01,9295.41,2101.75,8.69,77.4
6.52,12391.59,2688.35,7.91,82.84
7.01,13216.5,2774.32,8.03,79.2
3.89,7958.87,1559.47,7.53,77.44
4.27,8627.33,1749.6,7.39,66.55
6.85,14463.99,2562.75,6.42,71.19
7.53,15176.78,3068.07,5.92,53.21
5.84,11486.56,2192.0,7.64,80.25
3.68,7361.45,1676.15,8.42,84.78
7.98,16020.04,3151.79,7.74,76.46
4.2,7571.21,1662.93,7.94,78.01
4.5,10349.75,1721.95,8.61,82.9
5.51,11286.95,2142.41,7.73,83.78
7.33,14767.49,3159.91,7.41,74.2
6.28,12869.51,2606.42,6.93,62.92
5.62,11599.3,2094.0,8.92,87.24
5.69,11319.59,2428.39,7.87,79.33
5.07,9814.92,2145.43,6.84,72.88
5.84,11974.14,2306.76,6.68,63.78
1.21,2604.18,512.93,8.38,81.08
4.56,8705.23,1820.54,6.77,67.86
5.36,11433.48,2342.05,8.8,92.34
3.27,6693.63,1229.76,5.57,48.86
5.58,11523.88,2246.4,8.5,87.48
4.69,10082.55,1834.5,7.84,76.09
7.63,15277.37,2909.98,7.58,74.21
7.36,14877.54,3162.98,7.38,83.78
4.3,9007.6,1602.36,8.82,87.25
4.77,9185.06,1931.51,7.99,83.72
4.89,9805.18,1781.56,6.87,72.27
4.32,8707.8,1689.1,6.3,57.07
5.29,10107.05,2159.21,7.62,67.01
3.86,8883.97,1462.56,7.5,79.1
3.3,5904.51,1380.31,6.44,58.94
5.93,11219.08,2346.72,7.46,66.29
5.94,12545.7,2493.73,7.1,76.11
3.79,7943.69,1653.59,7.51,69.97
6.34,12173.08,2478.54,8.01,76.22
4.05,8408.91,1628.73,8.54,95.32
5.38,11493.42,2170.24,8.14,73.06
6.23,12445.9,2554.14,6.99,63.67
4.95,11198.57,1981.27,7.76,75.28
5.68,10502.19,2291.87,7.54,74.24
4.23,8797.62,1665.8,6.57,61.21
4.71,9993.86,1893.64,7.78,71.99
4.69,9828.09,2006.28,8.8,95.55
3.88,7658.09,1616.66,7.52,76.54
4.73,9324.46,1964.06,6.38,66.77
2.68,5576.22,1143.14,7.52,74.53
4.26,8934.42,1689.93,6.65,67.95
4.57,9446.61,1860.96,8.1,85.71
4.62,9751.49,1737.77,7.87,73.69
4.64,8766.07,1981.98,7.38,75.13
4.91,9700.82,1684.65,7.27,76.16
5.72,10968.32,2278.95,7.35,81.24
6.31,12430.49,2638.8,7.51,84.8
4.03,8558.31,1473.75,6.96,69.94
3.2,6444.39,1318.06,6.53,70.98
3.44,8177.3,1306.7,8.3,69.62
4.27,8635.09,1670.8,7.23,80.06
4.47,8974.08,1883.44,7.62,72.54
3.85,7743.1,1557.81,7.7,75.79
3.06,5792.75,1018.89,7.73,79.46
4.32,8602.72,1628.68,6.68,66.02
5.27,11108.17,2206.39,6.33,64.25
5.89,11842.07,2401.91,7.09,78.82
4.16,7931.0,1840.36,7.78,75.85
4.38,8298.46,1920.47,6.99,64.47
3.61,6994.8,1409.76,7.25,81.58
4.95,9942.61,2231.46,8.99,92.52
3.73,8051.51,1493.39,6.21,71.69
5.86,11049.14,2247.61,6.97,74.03
2.32,4482.49,865.12,8.83,81.66
4.46,8993.27,1558.55,7.47,77.91
5.45,9986.47,2341.37,7.01,65.14
5.28,10134.7,2269.78,8.32,83.22
9.04,17739.16,3514.27,7.54,75.01
5.52,10651.41,2187.09,7.26,64.47
3.49,7083.78,1407.13,7.63,72.28
4.86,9633.33,1846.69,7.04,81.42
2.34,4393.62,758.74,6.79,69.07
4.88,9972.18,1930.6,7.42,73.33
3.75,8362.37,1468.06,6.79,76.99
6.37,13565.8,2510.39,7.51,73.09
4.18,7389.99,1692.55,7.75,77.02
4.82,9938.24,2072.89,8.1,85.93
4.05,8004.31,1588.36,8.29,80.89
7.61,15294.13,3060.36,7.22,68.43
4.52,8837.13,1879.94,7.85,67.23
7.75,15556.47,3154.95,7.84,73.77
6.22,12518.16,2427.05,7.73,72.56
5.72,11156.72,2298.88,7.16,72.44
5.55,10658.02,2275.99,6.78,64.75
5.59,10957.04,2123.44,7.85,89.3
2.11,4334.11,969.75,6.31,57.76
4.58,9462.85,1975.83,7.31,80.13
6.27,12962.15,2434.82,5.71,58.22
4.93,9606.21,1990.03,6.56,69.68
2.89,5926.35,1221.11,6.89,72.59
4.92,10324.04,1914.0,8.27,71.59
7.56,15695.11,3070.62,7.98,79.76
6.87,13711.26,2764.46,7.11,69.81
4.91,9703.52,1816.01,8.01,74.44
6.43,12949.91,2616.79,8.12,83.51
4.45,8325.63,1670.08,7.39,82.46
2.44,4791.58,1071.6,6.53,51.94
3.61,7598.9,1378.2,7.35,70.87
7.34,15009.64,2921.6,7.43,68.09
4.59,9042.89,1972.83,6.64,66.73
4.63,9378.71,1903.61,7.76,75.94
4.55,8688.16,1712.15,7.7,73.93
7.86,16064.16,3040.99,7.81,81.56
7.44,14838.97,2915.65,7.7,85.13
8.33,16518.36,3370.73,8.01,93.42
4.76,9342.0,1940.4,7.37,70.05
5.44,10855.43,2093.06,7.64,67.31
2.73,5226.13,973.29,7.22,75.01
7.22,14759.87,2914.32,7.09,78.96
3.25,6299.02,1281.15,8.44,88.44
5.33,11446.81,2345.79,6.07,68.73
3.35,7440.7,1345.28,8.11,80.01
4.12,7787.63,1828.11,7.07,67.61
3.74,7523.06,1380.6,6.97,70.33
4.09,7851.05,1477.95,7.68,75.18
4.19,8219.31,1564.52,6.46,67.89
4.18,9356.41,1789.95,6.93,74.14
6.25,12346.22,2675.61,6.91,74.3
3.34,6865.52,1258.86,7.35,76.0
5.33,10932.28,2086.27,6.94,70.6
6.83,13153.56,2613.88,8.62,90.18
4.23,8032.86,1510.92,8.76,77.76
3.92,7243.23,1641.09,6.08,61.9
4.65,8865.44,1883.99,7.88,79.07
6.77,12114.16,2708.88,8.1,82.08
5.29,10854.61,1976.46,7.88,78.36
4.2,9433.45,1845.27,7.04,72.55
5.73,11525.54,2239.99,7.33,70.42
3.35,5984.99,1391.99,6.98,75.41
6.02,11722.69,2263.36,7.21,74.43
5.61,10996.38,2226.11,6.65,67.28
4.54,8567.78,1844.45,7.42,70.71
3.74,7914.33,1529.56,6.45,68.56
3.67,7745.09,1483.46,7.36,74.63
5.8,11026.73,2370.34,6.63,62.48
6.84,14049.48,2624.34,7.64,76.16
4.04,8851.48,1637.35,7.02,73.39
5.69,12326.44,2286.41,7.7,79.79
1.87,5171.52,770.95,8.26,85.01
4.12,7795.15,1656.46,8.61,86.59
4.95,11318.93,1854.04,5.73,62.43
3.64,7093.85,1322.41,6.92,75.35
3.6,6894.25,1216.67,7.29,76.57
4.0,8160.2,1681.09,7.82,75.29
5.44,10585.55,2258.08,6.34,58.16
4.72,9637.54,1971.96,6.81,65.41
1.64,2625.27,687.74,7.59,85.68
1.82,3518.52,514.27,7.56,77.0
4.09,8822.2,1533.21,7.76,88.28
5.69,11344.53,2291.65,7.81,77.5
0.88,1828.28,365.05,7.74,76.08
4.25,8738.44,1677.89,7.64,75.99
4.21,9006.59,1721.14,7.54,74.93
7.08,13337.4,2834.17,7.97,75.79
4.42,9137.2,1781.06,5.93,53.58
5.57,11014.9,2165.89,8.58,88.32
5.21,10507.09,2182.96,5.96,64.84
1.8,4138.28,678.58,6.74,79.67
6.15,11707.53,2327.86,7.34,71.24
5.32,10139.87,2052.14,7.97,77.95
5.76,10557.09,2270.11,5.4,50.18
10.89,21504.13,4455.14,7.48,80.43
1.87,4412.88,745.31,8.05,84.62
7.59,15113.8,3016.2,8.2,77.58
4.57,8467.59,1702.67,7.01,65.61
5.43,10619.15,2250.95,7.29,77.66
4.93,9119.53,1907.5,7.07,72.6
4.36,8164.7,1735.46,7.23,76.04
4.15,8484.91,1806.12,6.78,63.36
5.49,10401.59,2248.58,6.88,59.39
2.72,6004.8,926.87,7.8,73.67
6.13,12216.18,2273.4,7.59,79.36
4.38,8794.21,1743.85,7.84,89.0
3.3,6470.61,1200.68,7.65,74.35
4.32,9036.39,1794.85,7.99,91.31
6.89,14163.03,2758.52,8.11,85.3
4.2,8561.52,1695.34,6.28,55.84
5.54,11357.76,2144.4,6.9,70.09
3.9,7701.09,1735.56,7.34,77.7
6.14,12544.87,2739.01,7.48,62.71
6.03,11887.58,2383.45,7.03,73.53
7.77,15546.94,3144.47,8.14,87.25
4.74,9335.99,1904.4,8.89,90.85
6.0,11777.36,2375.22,7.63,75.99
5.15,9949.65,1975.63,7.56,74.73
6.94,14121.46,2669.03,8.09,79.79
3.92,8498.81,1455.14,6.19,56.06
6.12,12820.57,2487.53,7.52,71.76
4.71,8787.63,1831.21,8.19,79.77
4.9,10452.04,1703.66,7.05,71.07
5.14,10116.18,2099.54,6.64,63.63
5.38,11057.09,2147.52,7.37,69.35
4.83,9198.21,2064.93,7.46,78.37
5.32,10715.13,2166.14,6.86,70.49
7.37,14891.22,2799.0,8.97,86.98
6.48,12214.05,2368.3,7.16,74.18
6.3,12911.6,2449.55,6.69,64.66
4.32,9306.35,1664.17,7.43,74.66
3.67,7244.95,1560.77,8.14,86.23
6.43,13545.99,2572.29,7.51,72.1
6.31,12533.29,2639.0,7.84,72.54
7.21,14842.8,2751.12,6.89,68.17
4.09,7078.77,1734.14,8.54,78.6
4.66,10520.74,1934.37,7.89,77.54
2.54,5829.28,814.49,8.23,80.93
4.41,8680.27,1896.78,7.76,65.24
6.49,12003.67,2607.29,8.08,83.43
4.3,8744.53,1759.31,6.89,67.98
5.96,11199.48,2297.8,7.16,77.47
4.71,9650.92,2013.22,8.44,85.5
5.49,11177.95,2075.85,8.59,89.6
3.28,6086.22,1394.59,6.7,72.92
5.13,10816.11,2133.19,7.67,76.09
0.51,1429.38,107.9,7.2,71.98
4.72,9927.22,2086.2,7.01,62.25
2.55,5113.01,1044.87,7.7,83.19
6.81,12910.22,2788.99,8.3,82.26
6.17,12821.16,2313.73,7.82,73.13
5.7,11264.83,2491.78,7.28,76.46
7.28,13868.13,2790.15,7.86,67.71
3.58,7829.27,1533.14,7.25,70.33
7.62,16291.79,2948.94,7.79,82.43
6.4,12775.95,2497.42,8.48,82.59
4.65,10369.89,1936.94,6.05,56.87
6.7,13452.52,2784.13,8.06,78.5
3.34,6490.89,1209.1,6.42,54.18
3.76,7211.23,1614.34,8.36,87.18
4.09,8992.77,1739.34,7.05,69.93
4.21,8022.99,1588.82,6.65,65.11
3.42,7197.96,1525.93,7.99,78.52
6.83,13389.67,2588.16,7.75,77.62
4.61,8993.28,1782.21,6.8,71.27
5.53,11572.64,2259.4,6.62,65.97
4.14,8098.93,1572.43,7.37,66.88
2.27,4335.79,934.02,6.66,69.45
5.41,11376.57,2186.14,6.76,70.06
2.13,5061.93,833.94,7.58,76.84
4.9,10116.44,2042.06,6.82,73.62
2.95,5567.67,1156.17,7.8,78.14
7.98,15706.52,3215.52,8.54,90.99
6.37,12774.05,2661.46,7.4,81.0
5.16,10477.73,2142.52,7.59,78.82
6.9,13297.19,2836.83,8.91,85.39
3.73,7822.57,1377.29,6.67,66.03
5.82,11673.19,2378.57,8.33,89.53
5.3,9741.58,2032.04,8.25,75.01
5.4,10327.6,2030.27,8.1,79.02
6.91,13565.0,2756.24,8.4,82.33
6.1,12161.05,2349.07,7.7,72.64
5.43,11810.81,2252.3,7.09,75.28
2.52,5154.42,1088.52,8.27,84.55
3.56,6699.48,1233.71,8.29,79.37
4.82,9742.19,1843.54,8.27,85.76
5.14,10104.07,1910.04,7.53,74.52
3.3,6771.77,1275.61,7.0,65.54
8.62,17525.31,3492.52,7.63,72.77
7.27,15153.8,2885.61,8.16,83.78
5.9,11794.21,2302.3,8.22,86.87
5.11,11035.59,2173.24,7.2,69.56
4.68,9817.38,1642.19,7.72,79.93
3.57,6790.52,1552.54,6.58,73.75
5.12,11337.37,1992.06,8.19,75.6
5.39,10936.75,2146.84,6.95,71.3
3.14,5857.16,1202.21,8.05,84.65
5.5,11828.99,2354.79,6.7,66.48
4.77,10573.11,1783.75,8.22,88.41
2.14,4260.06,856.49,7.73,88.25
3.71,7167.02,1536.51,6.95,71.25
4.38,8673.0,1590.74,7.98,78.67
7.83,16020.43,3040.62,7.09,75.75
5.83,12308.59,2319.11,8.02,84.46
3.0,6278.8,1110.04,7.31,60.49
5.73,11508.97,2210.06,6.3,62.94
2.68,6107.09,1036.63,6.81,66.15
6.62,13091.65,2714.57,7.2,73.97
4.29,9102.09,1683.05,8.46,83.61
4.86,9575.06,2051.66,8.13,80.88
6.99,14192.9,2695.7,8.64,82.05
3.07,6081.73,1102.51,8.66,90.25
2.9,5780.72,1354.36,7.13,79.53
4.12,8060.51,1584.04,7.37,69.44
6.56,13787.56,2491.94,7.21,65.14
2.72,5075.5,914.19,7.03,70.4
0.75,1133.42,408.22,6.21,61.97
4.32,9707.02,1695.17,7.49,80.75
5.83,12144.15,2305.67,6.6,59.86
6.8,12408.23,2704.24,7.48,72.07
4.31,8327.89,1823.4,8.98,79.07
4.38,7859.73,1735.19,7.14,78.31
6.73,12986.36,2926.75,7.64,77.62
2.2,2821.52,891.53,8.13,79.03
4.42,8765.94,1873.07,7.7,70.35
5.29,10000.3,2194.78,7.7,70.9
5.67,11377.61,2265.89,7.25,74.53
4.24,7658.02,1635.42,7.34,67.84
5.05,10144.78,2053.86,6.83,68.8
1.27,2327.56,558.01,8.09,91.14
4.01,8776.23,1547.79,6.28,61.07
5.68,12066.2,2288.74,8.18,76.99
3.53,7445.79,1534.24,6.52,67.08
5.09,10013.65,2242.39,8.17,75.61
5.67,12333.31,2353.56,7.25,81.12
4.49,8195.83,1980.75,6.64,73.4
5.26,9809.61,2039.34,7.91,78.23
3.56,7069.91,1492.55,8.15,77.01
4.69,10507.19,2009.89,7.19,69.8
5.92,11729.48,2276.5,8.0,78.57
5.24,10379.3,2045.62,5.9,60.92
4.12,7519.45,1821.87,6.58,70.95
5.34,11145.61,2037.02,8.4,78.86
6.07,12620.42,2294.65,7.34,78.49
1.93,4244.71,922.83,6.2,65.05
6.74,13162.61,2815.12,7.01,67.57
4.5,8637.88,1841.46,6.85,63.1
5.64,10629.91,2250.72,7.38,74.42
6.8,13633.68,2674.5,7.24,67.11
2.94,5344.78,1205.19,7.63,81.37
3.94,7282.97,1732.32,7.45,68.89
4.57,8922.51,1850.73,8.45,87.26
3.82,7404.16,1746.44,7.8,77.57
7.6,14935.82,2951.17,7.82,75.4
3.71,7662.91,1483.97,8.32,82.64
4.17,8372.88,1629.37,7.23,77.68
5.31,10469.09,2014.12,6.62,60.21
3.2,6485.06,1263.4,8.34,81.39
4.41,8317.19,1804.32,7.6,72.19
5.48,11005.0,2242.89,7.6,75.78
4.5,9076.72,2017.33,7.06,67.14
4.86,8968.32,1990.41,7.07,61.84
4.21,8909.85,1797.41,8.09,75.65
2.73,5015.87,1097.93,8.19,90.08
5.48,11009.93,2360.76,8.05,81.72
7.63,15847.01,3292.8,8.06,81.61
5.03,10518.04,2064.15,7.9,77.57
5.34,10692.96,2035.89,7.59,75.66
6.04,11896.92,2360.75,7.38,71.62
3.1,6665.76,1266.6,8.35,86.11
7.55,15444.89,3067.16,7.24,72.89
5.3,10297.8,2191.24,7.76,71.73
7.45,14498.12,3025.13,6.94,70.64
3.9,6764.72,1560.88,7.04,58.09
7.73,15531.2,3027.22,7.33,75.42
6.16,12284.12,2505.21,6.94,62.33
5.83,12227.22,2517.32,8.06,80.1
5.35,10881.6,2242.41,6.56,59.59
4.63,9921.53,1904.35,7.57,75.71
6.8,13252.91,2823.28,7.59,78.82
5.21,10990.15,2047.11,6.23,69.84
2.05,3834.33,768.93,7.19,64.21
3.32,7037.24,1254.91,7.68,81.67
4.72,8713.08,1875.96,7.8,78.66
5.46,11047.56,2143.8,7.36,71.32
4.92,8837.89,2086.87,7.97,83.54
6.83,13523.34,2683.85,7.42,73.06
2.07,4366.87,749.07,7.51,78.68
5.22,10170.28,2280.41,7.68,71.8
2.27,4020.84,864.07,8.15,78.32
6.14,12702.2,2471.18,7.03,74.99
4.86,9664.89,1988.46,7.16,79.02
5.63,11014.04,2138.1,7.03,70.14
3.7,7429.3,1605.22,7.27,58.74
6.92,15156.73,2831.39,8.5,83.99
6.56,13701.93,2780.87,7.9,79.17
5.88,12331.92,2282.2,6.71,65.92
4.81,9829.22,1932.2,7.08,72.48
5.87,11822.81,2351.85,7.76,75.22
3.94,6681.28,1602.25,6.87,72.85
6.28,12227.18,2367.87,6.99,64.09
7.47,14708.16,3000.77,8.44,90.6
6.61,12274.39,2499.72,7.07,78.46
3.91,7232.48,1598.07,8.17,77.12
5.54,10093.83,2003.99,8.38,79.22
3.06,6101.41,1038.96,6.99,71.92
5.86,12126.55,2425.29,6.88,62.83
5.68,11905.2,2215.68,7.31,70.6
2.2,4597.94,779.32,6.74,72.89
3.26,6032.95,1430.01,7.58,79.54
4.58,8184.55,1862.88,7.36,83.46
4.55,8218.99,1906.69,7.75,78.38
3.19,5737.08,1257.69,8.48,81.72
5.58,10722.51,2501.35,8.07,80.98
5.38,10674.55,2090.43,7.84,77.67
4.71,8910.11,2057.89,6.12,60.55
3.87,7902.11,1540.39,7.81,77.98
6.57,13029.98,2463.77,8.71,82.4
7.48,14971.49,3041.53,5.39,55.34
4.27,9119.44,1741.34,7.98,72.78
4.08,7573.38,1527.57,7.39,70.3
5.74,11682.98,2202.5,6.91,68.46
4.46,8918.93,1782.71,8.06,69.31
4.79,9415.07,1951.34,8.7,90.81
6.11,12661.59,2196.73,8.04,70.16
2.14,4711.44,959.7,7.24,75.75
6.98,13481.66,2741.53,6.84,61.93
5.11,10126.96,1910.43,7.6,73.99
4.38,8906.13,1847.21,8.11,83.71
4.87,9595.79,1944.1,7.23,83.28
4.94,10179.8,2099.07,7.3,73.55
2.4,4946.99,1005.07,9.48,84.84
7.24,15401.1,2896.81,8.26,87.32
5.06,9358.84,2009.52,8.31,81.89
5.66,11267.79,2314.07,6.48,65.13
6.43,12400.4,2529.58,7.0,72.84
3.47,7238.57,1302.05,7.55,64.4
5.71,10611.83,2345.07,6.8,68.02
4.6,9370.23,1824.97,8.62,84.15
6.27,12225.29,2511.42,8.49,90.98
1.81,3251.24,832.6,7.13,74.9
4.85,8979.47,1929.16,8.75,79.35
4.1,7959.0,1639.81,7.5,81.28
5.65,11839.04,2199.39,9.31,95.37
5.71,11397.54,2325.1,7.6,68.28
3.94,8190.96,1610.41,7.9,79.31
3.93,8695.8,1662.77,8.48,89.97
4.83,9799.88,1875.69,8.39,77.87
3.66,7030.67,1416.23,7.86,85.46
6.26,12759.58,2584.4,7.4,66.45
4.45,8620.23,1803.7,7.86,74.64
0.64,1026.82,165.19,6.93,64.57
4.44,8115.59,1905.76,7.61,82.95
3.44,7347.5,1207.03,6.72,64.78
2.55,4913.17,1099.66,6.25,56.72
3.14,6378.77,1131.02,7.54,77.58
5.16,9810.24,2254.22,8.38,87.14
6.99,14203.9,2642.72,8.15,84.82
5.47,10558.58,2303.14,7.44,73.07
4.09,8109.64,1627.93,8.72,88.5
5.68,11806.63,2236.88,7.1,67.77
4.31,9018.11,1743.09,6.16,69.95
3.96,7905.18,1646.43,5.97,65.45
3.27,5652.85,1216.94,6.67,72.15
2.37,6240.92,867.32,8.07,84.69
4.42,9703.16,1831.01,7.06,73.16
5.24,10835.5,1924.1,7.82,72.0
4.86,9333.53,1883.6,8.65,89.69
4.38,8695.3,2054.49,6.73,67.87
3.58,6891.05,1335.75,7.83,84.67
5.91,12456.67,2479.73,7.88,82.81
3.02,6179.86,1151.13,6.9,71.73
6.16,11936.0,2516.52,8.45,76.06
